Ground distance, Vertical Forces
   0.000000,    0.000000
   0.018967,   17.957138
   0.075829,   71.721271
   0.170530,  161.130752
   0.303013,  286.022985
   0.473220,  446.234440
   0.681093,  641.600665
   0.926575,  871.956306
   1.209607, 1137.135119
   1.530130, 1436.969987
   1.888085, 1771.292936
   2.283413, 2139.935148
   2.716055, 2542.726979
   3.185950, 2979.497935
   3.693039, 3450.076427
   4.237260, 3954.290270
   4.818554, 4491.966575
   5.436858, 5062.931706
   6.092112, 5667.011291
   6.784254, 6304.030240
   7.513221, 6973.812762
   8.278953, 7676.182376
   9.081386, 8410.961932
   9.920457, 9177.973620
  10.796104, 9977.038991
  11.708263, 10807.978969
  12.656871, 11670.613572
  13.641864, 12564.761285
  14.663178, 13490.240959
  15.720747, 14446.871000
  16.814509, 15434.469261
  17.944397, 16452.853065
  19.110347, 17501.839215
  20.312293, 18581.244013
  21.550170, 19690.883270
  22.823911, 20830.572326
  24.133450, 22000.126064
  25.478722, 23199.358921
  26.859660, 24428.084909
  28.276196, 25686.117204
  29.728264, 26973.266339
  31.215796, 28289.344460
  32.738724, 29634.163774
  34.296981, 31007.536135
  35.890499, 32409.273062
  37.519210, 33839.185747
  39.183044, 35297.085077
  40.881934, 36782.781643
  42.615810, 38296.085756
  44.384603, 39836.807461
  46.188243, 41404.756554
  48.026663, 42999.742590
  49.899790, 44621.574900
  51.807557, 46270.059376
  53.749891, 47945.002009
  55.726724, 49646.211252
  57.737984, 51373.495395
  59.783601, 53126.662577
  61.863502, 54905.520802
  63.977619, 56709.877950
  66.125878, 58539.541790
  68.308208, 60394.319996
  70.524538, 62274.020159
  72.774796, 64178.449801
  75.058909, 66107.416387
  77.376806, 68060.727339
  79.728414, 70038.189844
  82.113660, 72039.605222
  84.532471, 74064.777785
  86.984775, 76113.514577
  89.470499, 78185.622665
  91.989568, 80280.909158
  94.541909, 82399.181213
  97.127450, 84540.246050
  99.746115, 86703.910966
 102.397831, 88889.983344
 105.082524, 91098.270666
 107.800120, 93328.580529
 110.550545, 95580.720650
 113.333723, 97854.498886
 116.149580, 100149.723237
 118.998042, 102466.196085
 121.879033, 104803.718777
 124.792478, 107162.099453
 127.738303, 109541.146464
 130.716431, 111940.668367
 133.726787, 114360.473943
 136.769295, 116800.372204
 139.843879, 119260.172406
 142.950465, 121739.684060
 146.088975, 124238.716940
 149.259333, 126757.081097
 152.461464, 129294.586869
 155.695291, 131851.044890
 158.960738, 134426.266102
 162.257728, 137020.061382
 165.586184, 139632.231928
 168.946031, 142262.584727
 172.337190, 144910.931697
 175.759584, 147577.085122
 179.213138, 150260.857658
 182.697773, 152962.062342
 186.213411, 155680.512605
 189.759977, 158416.022277
 193.337392, 161168.405601
 196.945579, 163937.477239
 200.584460, 166723.052282
 204.253957, 169524.946259
 207.953994, 172342.975147
 211.684491, 175176.955376
 215.445372, 178026.703844
 219.236558, 180892.033802
 223.057972, 183772.757742
 226.909534, 186668.693817
 230.791168, 189579.660695
 234.702794, 192505.477554
 238.644335, 195445.964091
 242.615712, 198400.940526
 246.616847, 201370.227614
 250.647662, 204353.646647
 254.708077, 207351.019469
 258.798015, 210362.168478
 262.917397, 213386.916634
 267.066145, 216425.087469
 271.244179, 219476.505092
 275.451422, 222540.994195
 279.687794, 225618.380064
 283.953217, 228708.489818
 288.247612, 231811.151088
 292.570902, 234926.191010
 296.923005, 238053.437335
 301.303845, 241192.718438
 305.713343, 244343.863324
 310.151419, 247506.701635
 314.617995, 250681.063655
 319.112992, 253866.780317
 323.636331, 257063.683207
 328.187934, 260271.604573
 332.767721, 263490.377326
 337.375614, 266719.835052
 342.011535, 269959.812010
 346.675403, 273210.143144
 351.367141, 276470.664082
 356.086669, 279741.212363
 360.833910, 283021.636574
 365.608783, 286311.777461
 370.411211, 289611.473631
 375.241115, 292920.564402
 380.098417, 296238.889801
 384.983037, 299566.290577
 389.894897, 302902.608198
 394.833918, 306247.684858
 399.800023, 309601.363483
 404.793132, 312963.487733
 409.813167, 316333.902006
 414.860049, 319712.451444
 419.933700, 323098.981934
 425.034042, 326493.340115
 430.160995, 329895.373377
 435.314483, 333304.929869
 440.494426, 336721.858502
 445.700746, 340146.012871
 450.933365, 343577.248379
 456.192205, 347015.416333
 461.477187, 350460.368798
 466.788234, 353911.958612
 472.125267, 357370.039390
 477.488209, 360834.465530
 482.876981, 364305.092211
 488.291506, 367781.775400
 493.731706, 371264.371852
 499.197502, 374752.739111
 504.688818, 378246.735518
 510.205576, 381746.220206
 515.747697, 385251.053109
 521.315105, 388761.094958
 526.907722, 392276.207289
 532.525470, 395796.252438
 538.168271, 399321.093551
 543.836050, 402850.587661
 549.528727, 406384.563042
 555.246226, 409922.879677
 560.988470, 413465.403629
 566.755379, 417012.001784
 572.546879, 420562.541853
 578.362890, 424116.892372
 584.203336, 427674.922704
 589.911221, 431141.356400
 595.799650, 439943.952343
 601.712173, 455995.458343
 607.648549, 472201.717097
 613.608540, 488361.283670
 619.591896, 504503.671226
 627.926750, 522120.130548
 627.926750, 526816.741813
 633.964772, 548875.838928
 636.100921, 554449.737496
 642.168956, 558480.279074
 648.258856, 562484.274871
 654.370393, 566459.294223
 660.503327, 570402.920315
 666.657408, 574312.674249
 672.832379, 577535.978763
 679.027982, 580674.668282
 685.243954, 583766.820646
 691.480024, 586811.111772
 697.735917, 589805.400535
 704.011349, 592748.531950
 710.306028, 595638.504977
 716.619659, 598474.178455
 722.951938, 601253.737509
 729.302558, 603975.692529
 735.671202, 606639.588592
 742.057552, 609242.666430
 748.461283, 611784.435821
 754.882063, 614263.834081
 761.319559, 616678.861760
 767.773429, 619028.848148
 774.243330, 621312.160004
 780.728914, 623529.088950
 787.229828, 625677.403903
 793.745716, 627756.089919
 800.276218, 629765.218654
 806.820971, 631703.119365
 813.379609, 633568.462945
 819.951762, 635362.211562
 826.537058, 637081.631923
 833.135123, 638727.465342
 839.745580, 640299.141282
 846.368049, 641794.446940
 853.002149, 643215.862894
 859.647497, 644559.062719
 866.303706, 645827.461896
 872.970392, 646952.121361
 876.661868, 647618.384857
 883.344057, 648777.447626
 890.035736, 649770.760839
 896.736523, 650689.565838
 903.446033, 651531.357299
 910.163881, 652297.040669
 916.889683, 652984.370383
 923.623052, 653596.018445
 930.363604, 654130.728346
 937.110954, 654588.994563
 943.864718, 654970.665059
 950.624512, 655276.048579
 957.389954, 655505.377432
 964.160660, 655659.359169
 970.936252, 655737.919237
 977.716350, 655742.089590
 984.500576, 655670.361226
 991.288553, 655525.935518
 998.079908, 655307.901416
1004.874268, 655016.512696
1011.671263, 654653.284336
1018.470524, 654218.375199
1025.271685, 653712.004690
1032.074383, 653135.979683
1038.878257, 652490.370824
1045.682949, 651774.732735
1052.488104, 650992.318924
1059.293370, 650142.590341
1066.098397, 649227.119540
1072.902840, 648245.577144
1079.706356, 647199.413410
1086.508606, 646090.113661
1093.309254, 644917.467800
1100.107969, 643684.250264
1106.904423, 642389.987760
1113.698291, 641036.656567
1120.489254, 639625.046176
1127.276995, 638155.435225
1134.061203, 636630.223516
1140.841570, 635049.686366
1147.617794, 633415.771168
1154.389576, 631728.250857
1161.156621, 629990.862829
1167.918641, 628201.738234
1174.675351, 626364.499497
1181.426472, 624479.161045
1188.171728, 622545.736018
1194.910850, 620568.660831
1201.643573, 618547.311693
1208.369639, 616483.649258
1215.088791, 614377.821734
1221.800783, 612231.886952
1228.505369, 610046.679745
1235.202313, 607825.078924
1241.891380, 605566.338107
1248.572345, 603272.489380
1255.244985, 600945.034943
1261.909082, 598585.337947
1268.564426, 596193.847122
1275.210811, 593772.996152
1281.848037, 591322.661463
1288.475911, 588846.773326
1295.094244, 586343.786446
1301.702856, 583700.005567
1308.301569, 581266.121253
1314.890215, 578694.568408
1321.468629, 576101.830652
1328.036654, 573489.578462
1334.594139, 570859.844732
1341.140937, 568213.153425
1347.676911, 565551.513182
1354.201928, 562875.275516
1360.715862, 560186.908659
1367.218593, 557486.400986
1373.710008, 554776.462659
1380.190001, 552056.967705
1386.658471, 549330.470446
1393.115326, 546597.798107
