alpha body, Static Stability Margin
  -4.000000,   -0.074398
  -3.172414,   -0.069959
  -2.344828,   -0.061087
  -1.517241,   -0.052233
  -0.689655,   -0.040668
   0.137931,   -0.031965
   0.965517,   -0.025917
   1.793103,   -0.016959
   2.620690,   -0.008056
