Speed (CAS), Climb Angle
 160.527851,    0.845860
 161.797822,    0.874030
 163.067793,    0.904180
 164.337763,    0.933365
 165.607734,    0.960322
 166.877705,    0.986542
 168.147676,    1.011972
 169.417647,    1.038750
 170.687618,    1.065062
 171.957589,    1.089134
 173.227559,    1.112938
 174.497530,    1.135415
 175.767501,    1.158560
 177.037472,    1.180272
 178.307443,    1.201264
 179.577414,    1.220961
 180.847385,    1.240065
 182.117355,    1.257907
 183.387326,    1.275379
 184.657297,    1.291211
 185.927268,    1.307173
 187.197239,    1.320825
 188.467210,    1.334417
 189.737181,    1.346580
 191.007151,    1.358163
 192.277122,    1.369316
 193.547093,    1.378466
 194.817064,    1.387396
 196.087035,    1.394924
 197.357006,    1.401860
 198.626977,    1.408896
 199.896947,    1.413675
 201.166918,    1.418409
 202.436889,    1.422927
 203.706860,    1.425695
 204.976831,    1.428537
 206.246802,    1.431934
 207.516773,    1.433814
 208.786744,    1.435754
 210.056714,    1.437754
 211.326685,    1.437860
 212.596656,    1.438923
 213.866627,    1.440181
 215.136598,    1.440336
 216.406569,    1.439667
 217.676540,    1.439035
 218.946510,    1.438315
 220.216481,    1.435701
 221.486452,    1.433066
 222.756423,    1.430456
 224.026394,    1.427526
 225.296365,    1.422130
 226.566336,    1.416748
 227.836306,    1.411380
 229.106277,    1.405950
 230.376248,    1.398629
 231.646219,    1.390884
 232.916190,    1.383143
 234.186161,    1.375405
 235.456132,    1.366498
 236.726102,    1.356945
 237.996073,    1.347453
 239.266044,    1.337954
 240.536015,    1.328449
 241.805986,    1.317330
 243.075957,    1.306222
 244.345928,    1.295443
 245.615898,    1.284647
 246.885869,    1.273835
 248.155840,    1.261665
 249.425811,    1.249372
 250.695782,    1.237379
 251.965753,    1.225360
 253.235724,    1.213317
 254.505695,    1.200906
 255.775665,    1.186982
 257.045636,    1.172934
 258.315607,    1.158853
 259.585578,    1.144738
 260.855549,    1.130589
 262.125520,    1.115492
 263.395491,    1.098607
 264.665461,    1.081680
 265.935432,    1.064712
 267.205403,    1.047702
 268.475374,    1.029994
 269.745345,    1.012071
 271.015316,    0.993364
 272.285287,    0.973758
 273.555257,    0.954103
 274.825228,    0.934666
 276.095199,    0.915212
 277.365170,    0.895709
 278.635141,    0.876157
 279.905112,    0.856380
 281.175083,    0.836147
 282.445053,    0.815862
 283.715024,    0.795521
 284.984995,    0.775124
 286.254966,    0.754706
