Speed (CAS), Climb Angle
 138.510956,    2.891206
 140.683907,    2.941229
 142.856859,    2.942911
 145.029811,    2.935974
 147.202763,    2.922205
 149.375714,    2.901358
 151.548666,    2.874929
 153.721618,    2.845140
 155.894570,    2.808621
 158.067522,    2.772531
 160.240473,    2.729096
 162.413425,    2.684532
 164.586377,    2.640201
 166.759329,    2.595633
 168.932280,    2.551269
 171.105232,    2.507108
 173.278184,    2.456275
 175.451136,    2.405450
 177.624087,    2.354740
 179.797039,    2.301110
 181.969991,    2.244186
 184.142943,    2.187298
 186.315894,    2.135368
 188.488846,    2.080872
 190.661798,    2.021637
 192.834750,    1.962339
 195.007701,    1.902976
 197.180653,    1.843549
 199.353605,    1.776653
 201.526557,    1.707110
 203.699509,    1.637393
 205.872460,    1.571177
 208.045412,    1.507850
 210.218364,    1.442893
 212.391316,    1.371042
 214.564267,    1.298932
 216.737219,    1.226562
 218.910171,    1.153933
 221.083123,    1.081044
 223.256074,    1.007895
 225.429026,    0.931537
 227.601978,    0.852173
 229.774930,    0.772460
 231.947881,    0.692395
 234.120833,    0.611980
 236.293785,    0.531215
 238.466737,    0.450098
 240.639688,    0.368631
 242.812640,    0.286739
 244.985592,    0.196580
 247.158544,    0.107729
 249.331495,    0.018454
 251.504447,   -0.071246
 253.677399,   -0.161370
 255.850351,   -0.251919
 258.023303,   -0.342892
 260.196254,   -0.434292
 262.369206,   -0.526116
 264.542158,   -0.618367
 266.715110,   -0.711985
 268.888061,   -0.812951
 271.061013,   -0.914406
 273.233965,   -1.016350
 275.406917,   -1.118783
 277.579868,   -1.221706
 279.752820,   -1.325118
 281.925772,   -1.429022
 284.098724,   -1.533416
 286.271675,   -1.638068
 288.444627,   -1.742970
 290.617579,   -1.848365
 292.790531,   -1.954253
 294.963482,   -2.060633
 297.136434,   -2.167507
 299.309386,   -2.275763
 301.482338,   -2.390514
 303.655290,   -2.505812
 305.828241,   -2.621535
 308.001193,   -2.737405
 310.174145,   -2.853822
 312.347097,   -2.970789
 314.520048,   -3.088305
 316.693000,   -3.206371
 318.865952,   -3.324988
 321.038904,   -3.444157
 323.211855,   -3.563879
 325.384807,   -3.684153
 327.557759,   -3.804807
 329.730711,   -3.926009
 331.903662,   -4.047767
 334.076614,   -4.170081
 336.249566,   -4.292952
 338.422518,   -4.416381
 340.595469,   -4.540369
 342.768421,   -4.664916
 344.941373,   -4.790023
 347.114325,   -4.915530
 349.287276,   -5.045425
 351.460228,   -5.176959
 353.633180,   -5.309090
