alpha body, CLh_e
 -10.000000,   -0.262157
  -9.090909,   -0.270140
  -8.181818,   -0.278204
  -7.272727,   -0.286330
  -6.363636,   -0.294499
  -5.454545,   -0.302693
  -4.545455,   -0.310892
  -3.636364,   -0.319079
  -2.727273,   -0.327234
  -1.818182,   -0.330300
  -0.909091,   -0.343148
  -0.000000,   -0.355910
   0.909091,   -0.368565
   1.818182,   -0.381097
   2.727273,   -0.393486
   3.636364,   -0.405716
   4.545455,   -0.417767
   5.454545,   -0.429622
