alpha body, CLh_e
 -10.000000,   -0.225991
  -9.090909,   -0.241401
  -8.181818,   -0.256924
  -7.272727,   -0.272534
  -6.363636,   -0.288209
  -5.454545,   -0.303924
  -4.545455,   -0.319654
  -3.636364,   -0.335377
  -2.727273,   -0.351068
  -1.818182,   -0.361764
  -0.909091,   -0.382043
  -0.000000,   -0.402220
   0.909091,   -0.422272
   1.818182,   -0.442178
   2.727273,   -0.461913
   3.636364,   -0.481457
   4.545455,   -0.500785
