Speed (CAS), Rate of Climb
  63.830699,    4.822572
  64.515364,    4.904318
  65.200028,    4.982954
  65.884693,    5.060436
  66.569358,    5.135108
  67.254022,    5.206995
  67.938687,    5.276223
  68.623352,    5.342804
  69.308016,    5.407852
  69.992681,    5.470518
  70.677346,    5.530989
  71.362010,    5.587729
  72.046675,    5.642944
  72.731340,    5.697876
  73.416004,    5.748872
  74.100669,    5.797728
  74.785334,    5.844480
  75.469998,    5.888962
  76.154663,    5.933302
  76.839328,    5.973197
  77.523992,    6.012081
  78.208657,    6.047154
  78.893322,    6.082796
  79.577987,    6.115052
  80.262651,    6.146047
  80.947316,    6.173098
  81.631981,    6.199837
  82.316645,    6.223416
  83.001310,    6.246741
  83.685975,    6.265791
  84.370639,    6.283462
  85.055304,    6.299481
  85.739969,    6.312966
  86.424633,    6.326000
  87.109298,    6.334516
  87.793963,    6.341502
  88.478627,    6.348376
  89.163292,    6.350494
  89.847957,    6.351958
  90.532621,    6.352044
  91.217286,    6.347133
  91.901951,    6.342261
  92.586615,    6.336716
  93.271280,    6.325436
  93.955945,    6.313296
  94.640609,    6.300351
  95.325274,    6.283882
  96.009939,    6.264703
  96.694603,    6.244564
  97.379268,    6.223373
  98.063933,    6.196433
  98.748597,    6.168803
  99.433262,    6.140111
 100.117927,    6.109918
 100.802591,    6.074036
 101.487256,    6.037246
 102.171921,    5.999498
 102.856585,    5.960581
 103.541250,    5.916404
 104.225915,    5.870011
 104.910579,    5.822652
 105.595244,    5.774099
 106.279909,    5.723585
 106.964573,    5.667412
 107.649238,    5.609867
 108.333903,    5.551232
 109.018567,    5.491213
 109.703232,    5.429806
 110.387897,    5.361976
 111.072561,    5.292695
 111.757226,    5.222077
 112.441891,    5.149963
 113.126555,    5.076349
 113.811220,    4.999677
 114.495885,    4.918032
 115.180549,    4.834840
 115.865214,    4.750041
 116.549879,    4.663630
 117.234543,    4.575603
 117.919208,    4.485957
 118.603873,    4.389789
 119.288537,    4.291758
 119.973202,    4.192005
 120.657867,    4.090522
 121.342531,    3.987199
 122.027196,    3.882133
 122.711861,    3.775321
 123.396525,    3.662501
 124.081190,    3.547022
 124.765855,    3.429515
 125.450519,    3.310155
 126.135184,    3.188934
 126.819849,    3.065848
 127.504514,    2.940734
 128.189178,    2.813545
 128.873843,    2.680671
 129.558508,    2.544602
 130.243172,    2.406555
 130.927837,    2.266194
 131.612502,    2.123684
