Ground Distance, Speed
   0.000000,    0.000545
   0.000003,    0.004548
   0.000055,    0.018842
   0.000836,    0.073522
   0.008093,    0.228673
   0.025426,    0.405277
   0.052360,    0.581526
   0.089033,    0.758227
   0.135348,    0.934771
   0.191629,    1.112156
   0.257747,    1.289697
   0.334484,    1.469039
   0.421795,    1.649492
   0.519289,    1.830033
   0.627030,    2.010725
   0.744716,    2.191080
   0.874223,    2.373711
   1.014667,    2.557008
   1.168101,    2.743236
   1.333267,    2.930448
   1.509419,    3.117690
   1.697931,    3.306283
   1.897857,    3.495134
   2.110869,    3.685652
   2.339267,    3.879486
   2.581917,    4.075263
   2.839218,    4.273006
   3.109016,    4.470901
   3.395577,    4.671853
   3.695761,    4.873409
   4.014978,    5.078904
   4.342106,    5.281130
   4.684198,    5.484566
   5.050060,    5.694024
   5.433207,    5.905341
   5.830771,    6.116819
   6.240014,    6.327053
   6.678284,    6.544632
   7.125847,    6.759520
   7.596768,    6.978398
   8.079133,    7.195613
   8.591636,    7.419348
   9.127842,    7.646335
   9.683632,    7.874618
  10.262504,    8.105456
  10.848068,    8.332366
  11.457402,    8.562013
  12.090228,    8.794071
  12.746254,    9.028246
  13.424914,    9.264174
  14.133824,    9.504264
  14.859193,    9.743704
  15.612696,    9.986249
  16.399458,   10.233259
  17.213132,   10.482486
  18.040065,   10.729735
  18.896519,   10.979830
  19.765686,   11.227833
  20.678374,   11.482374
  21.614051,   11.737481
  22.573565,   11.993335
  23.565086,   12.251991
  24.587426,   12.512966
  25.635571,   12.774871
  26.728150,   13.042153
  27.836362,   13.307647
  28.988601,   13.578054
  30.169874,   13.849661
  31.384483,   14.123350
  32.617333,   14.395694
  33.886624,   14.670669
  35.190105,   14.947647
  36.535553,   15.228117
  37.914439,   15.510149
  39.315560,   15.791425
  40.754630,   16.075049
  42.250925,   16.364586
  43.785492,   16.656145
  45.339080,   16.946053
  46.933751,   17.238400
  48.560693,   17.531480
  50.201971,   17.822103
  51.904433,   18.118472
  53.627148,   18.413350
  55.390999,   18.710291
  57.187945,   19.007868
  59.035104,   19.308812
  60.922706,   19.611405
  62.856868,   19.916518
  64.827119,   20.222417
  66.822805,   20.527442
  68.867035,   20.835081
  70.962511,   21.145605
  73.104728,   21.458227
  75.295251,   21.773070
  77.526439,   22.088956
  79.785061,   22.404002
  82.116616,   22.724446
  82.589824,   22.788909
  82.640766,   22.795838
  82.685018,   22.801854
  82.726471,   22.807489
  82.735290,   22.808687
  82.737438,   22.808979
  82.741734,   22.809563
  82.742026,   22.809603
  82.742610,   22.809682
  82.743146,   22.809755
  82.748509,   22.810484
  82.783077,   22.815181
  82.948674,   22.837667
  83.591162,   22.924690
  85.165276,   23.136437
  87.309330,   23.421597
  89.494183,   23.708454
  91.710080,   23.995680
  93.978669,   24.286010
  96.257026,   24.573932
  98.582658,   24.864182
 100.936807,   25.154371
 103.348723,   25.448036
 105.805085,   25.743454
 108.287575,   26.038391
 110.827921,   26.336563
 113.415596,   26.636634
 116.018984,   26.934931
 118.683319,   27.236602
 121.377520,   27.538066
 124.121266,   27.841488
 126.882955,   28.143362
 129.694259,   28.447137
 132.554107,   28.752630
 135.451536,   29.058626
 138.381088,   29.364536
 141.364700,   29.672610
 144.391829,   29.981700
 147.464263,   30.291947
 150.590280,   30.604130
 153.741312,   30.915374
 156.956860,   31.229542
 160.232297,   31.546089
 163.536406,   31.861966
 166.846821,   32.175083
 170.220678,   32.490841
 173.647040,   32.808145
 177.115396,   33.125983
 180.659928,   33.447416
 184.224394,   33.767306
 187.853646,   34.089659
 191.523325,   34.412264
 195.251836,   34.736699
 199.019818,   35.061246
 202.835904,   35.386628
 206.711146,   35.713741
 210.631619,   36.041372
 214.601328,   36.369829
 218.623898,   36.699378
 222.682740,   37.028641
 226.772212,   37.357171
 230.954184,   37.689880
 235.166674,   38.021785
 239.432181,   38.354648
 243.755555,   38.688810
 248.141335,   39.024575
 252.556969,   39.359434
 257.054699,   39.697314
 261.574169,   40.033654
 266.160356,   40.371790
 270.804567,   40.711037
 275.500413,   41.050896
 280.235226,   41.390443
 285.055791,   41.732987
 289.905015,   42.074442
 294.847573,   42.419322
 299.799004,   42.761716
 304.822583,   43.106001
 309.904063,   43.451157
 315.047741,   43.797445
 320.223634,   44.142836
 325.481360,   44.490615
