Speed (CAS), Rate of Climb
  81.831822,    2.528471
  83.234221,    2.652273
  84.636620,    2.770116
  86.039018,    2.881982
  87.441417,    2.986888
  88.843816,    3.086392
  90.246215,    3.179485
  91.648613,    3.266360
  93.051012,    3.346679
  94.453411,    3.420375
  95.855809,    3.487512
  97.258208,    3.548307
  98.660607,    3.602783
 100.063005,    3.651789
 101.465404,    3.695032
 102.867803,    3.733929
 104.270202,    3.765522
 105.672600,    3.792645
 107.074999,    3.815286
 108.477398,    3.832615
 109.879796,    3.843914
 111.282195,    3.852579
 112.684594,    3.853076
 114.086992,    3.850738
 115.489391,    3.841862
 116.891790,    3.828095
 118.294188,    3.808106
 119.696587,    3.781957
 121.098986,    3.748423
 122.501385,    3.708934
 123.903783,    3.659600
 125.306182,    3.605660
 126.708581,    3.539826
 128.110979,    3.468981
 129.513378,    3.390972
 130.915777,    3.305650
 132.318175,    3.218464
 133.720574,    3.128649
 135.122973,    3.039001
 136.525371,    2.953488
 137.927770,    2.872581
 139.330169,    2.788968
 140.732568,    2.710617
 142.134966,    2.630020
 143.537365,    2.542631
 144.939764,    2.452090
 146.342162,    2.358741
 147.744561,    2.259054
 149.146960,    2.149710
 150.549358,    2.036396
 151.951757,    1.918597
 153.354156,    1.796076
 154.756554,    1.661846
 156.158953,    1.523417
 157.561352,    1.380647
 158.963751,    1.233625
 160.366149,    1.079942
 161.768548,    0.916082
 163.170947,    0.747675
 164.573345,    0.574647
 165.975744,    0.396986
 167.378143,    0.214621
 168.780541,    0.021121
 170.182940,   -0.179077
 171.585339,   -0.384305
 172.987737,   -0.594607
 174.390136,   -0.810025
 175.792535,   -1.030600
 177.194934,   -1.259503
 178.597332,   -1.498746
 179.999731,   -1.743468
 181.402130,   -1.993713
 182.804528,   -2.249525
 184.206927,   -2.510948
 185.609326,   -2.778023
 187.011724,   -3.050796
 188.414123,   -3.335963
 189.816522,   -3.628557
 191.218920,   -3.927163
 192.621319,   -4.231827
 194.023718,   -4.542594
 195.426117,   -4.859509
 196.828515,   -5.182616
 198.230914,   -5.511961
 199.633313,   -5.847588
 201.035711,   -6.195052
 202.438110,   -6.551634
 203.840509,   -6.914806
 205.242907,   -7.284614
 206.645306,   -7.661105
 208.047705,   -8.044323
 209.450103,   -8.434317
 210.852502,   -8.831130
 212.254901,   -9.234811
 213.657300,   -9.645404
 215.059698,  -10.062956
 216.462097,  -10.490234
 217.864496,  -10.930028
 219.266894,  -11.377078
 220.669293,  -11.831432
