Ground Roll Distance, Acceleration
 329.335826,   -0.396115
 336.584522,   -0.395578
 385.907627,   -0.391971
 395.693840,   -0.391265
 405.454076,   -0.390564
 415.188403,   -0.389868
 424.896890,   -0.389177
 425.284693,   -0.389149
 426.060175,   -0.389094
 426.370322,   -0.389072
 426.501746,   -0.389063
 426.764580,   -0.389044
 426.786320,   -0.389043
 426.797047,   -0.389042
 426.803541,   -0.389041
 426.808250,   -0.389041
 426.812477,   -0.389041
 426.814369,   -0.389041
 426.814693,   -2.401895
 426.814987,   -2.401898
 426.817927,   -2.401930
 426.847330,   -2.402247
 427.141299,   -2.405422
 430.075587,   -2.437366
 458.854134,   -2.777236
 487.950497,   -3.177847
 514.618038,   -3.607787
 538.772186,   -4.062453
 560.474934,   -4.537831
 579.820739,   -5.029314
 596.923231,   -5.531764
 601.457624,   -5.677975
 605.374110,   -5.809285
 607.129849,   -5.869755
 607.896741,   -5.895819
 608.624066,   -5.920289
 615.697847,   -6.167061
 621.230268,   -6.372163
 625.412676,   -6.535137
 626.511892,   -6.579102
 627.685077,   -6.626151
 638.556895,   -7.094731
 641.088413,   -7.213627
 643.294655,   -7.320840
 644.356047,   -7.373706
 644.910875,   -7.401649
 645.631156,   -7.435992
 652.284737,   -7.772117
 659.511397,   -8.189696
 660.934021,   -8.281585
 662.224577,   -8.368938
 663.503902,   -8.460185
 663.751726,   -8.478500
 663.872008,   -8.488205
 663.980502,   -8.497240
 665.008756,   -8.586034
 668.433188,   -8.959664
 668.966507,   -9.049015
 669.179479,   -9.094842
 669.322517,   -9.133934
 669.415392,   -9.168759
 669.466563,   -9.199830
 669.483063,   -9.227440
 669.483096,   -9.228626
 669.483096,   -9.228710
