Ground Distance, Mach number
2228.843972,    0.165356
2247.036353,    0.165977
2265.840875,    0.166590
2284.721828,    0.167203
2303.602782,    0.167816
2322.483735,    0.168429
2341.364688,    0.169042
2360.245642,    0.169655
2379.126595,    0.170267
2398.007548,    0.170880
2416.888502,    0.171493
2435.769455,    0.172106
2455.254830,    0.172712
2474.815673,    0.173317
2494.376515,    0.173922
2513.937358,    0.174527
2533.498200,    0.175132
2553.059043,    0.175737
2572.619886,    0.176343
2592.180728,    0.176948
2611.741571,    0.177553
2631.302413,    0.178158
2651.459959,    0.178756
2671.692009,    0.179353
2691.924059,    0.179951
2712.156108,    0.180548
2732.388158,    0.181145
2752.620208,    0.181743
2772.852258,    0.182340
2793.084307,    0.182937
2813.316357,    0.183534
2833.548407,    0.184132
2854.369446,    0.184722
2875.264025,    0.185312
2896.158604,    0.185901
2917.053184,    0.186491
2937.947763,    0.187080
2958.842342,    0.187670
2979.736922,    0.188259
3000.631501,    0.188849
3021.526081,    0.189439
3042.420660,    0.190028
3063.896521,    0.190611
3085.444962,    0.191192
3106.993402,    0.191774
3128.541842,    0.192356
3150.090282,    0.192938
3171.638722,    0.193520
3193.187162,    0.194101
3214.735602,    0.194683
3236.284042,    0.195265
3257.832482,    0.195847
3279.889890,    0.196422
3302.010847,    0.196997
3324.131805,    0.197572
3346.252762,    0.198147
3368.373719,    0.198722
3390.494676,    0.199297
3412.615634,    0.199872
3431.194165,    0.200355
3453.635170,    0.200926
3476.076175,    0.201497
3498.801905,    0.202067
3521.633553,    0.202636
3544.465202,    0.203204
3567.296851,    0.203773
3590.128500,    0.204342
3612.960148,    0.204911
3635.791797,    0.205480
3658.623446,    0.206049
3681.455095,    0.206618
3704.286743,    0.207187
3727.577732,    0.207750
3751.039598,    0.208310
3774.501463,    0.208870
3797.963329,    0.209430
3821.425194,    0.209990
3844.887059,    0.210550
3868.348925,    0.211110
3891.810790,    0.211670
3915.272656,    0.212230
3938.734521,    0.212790
3962.647101,    0.213341
3986.727348,    0.213888
4010.807595,    0.214436
4034.887842,    0.214984
4058.968089,    0.215532
4083.048336,    0.216079
4107.128583,    0.216627
4131.208830,    0.217175
4155.289077,    0.217723
4179.369324,    0.218270
4185.898416,    0.218419
4210.540279,    0.218853
4235.182142,    0.219287
4259.824005,    0.219722
4284.465868,    0.220156
4309.107731,    0.220590
4333.749594,    0.221025
4358.391457,    0.221459
4383.033320,    0.221893
4407.675183,    0.222328
4432.317046,    0.222762
4457.283426,    0.223099
4482.249805,    0.223436
4507.216185,    0.223774
4532.182564,    0.224111
4557.148944,    0.224448
4582.287511,    0.224729
4607.426079,    0.225011
4632.564646,    0.225292
4657.703214,    0.225573
4682.841782,    0.225854
4708.161867,    0.226054
4733.481952,    0.226255
4758.802037,    0.226456
4784.122122,    0.226656
4809.442207,    0.226857
4834.762292,    0.227057
4860.082377,    0.227258
4885.402462,    0.227458
