Ground Distance, Mach number
   0.000000,    0.000001
   0.050814,    0.000828
   0.557655,    0.001652
   1.120723,    0.002475
   1.683792,    0.003298
   2.246860,    0.004121
   2.809928,    0.004944
   3.372996,    0.005767
   3.936065,    0.006590
   4.499133,    0.007413
   5.062201,    0.008236
   5.625270,    0.009059
   7.000433,    0.009874
   8.476993,    0.010687
   9.953554,    0.011500
  11.430114,    0.012314
  12.906675,    0.013127
  14.383236,    0.013941
  15.859796,    0.014754
  17.336357,    0.015567
  18.812918,    0.016381
  20.289478,    0.017194
  22.568547,    0.017999
  24.947817,    0.018803
  27.327087,    0.019606
  29.706357,    0.020410
  32.085627,    0.021214
  34.464897,    0.022017
  36.844167,    0.022821
  39.223437,    0.023625
  41.602706,    0.024429
  43.981976,    0.025232
  47.154111,    0.026027
  50.425242,    0.026821
  53.696373,    0.027615
  56.967504,    0.028409
  60.238635,    0.029203
  63.509766,    0.029997
  66.780897,    0.030791
  70.052028,    0.031585
  73.323159,    0.032379
  76.594290,    0.033173
  80.648590,    0.033958
  84.800677,    0.034742
  88.952764,    0.035527
  93.104851,    0.036311
  97.256938,    0.037095
 101.409024,    0.037879
 105.561111,    0.038663
 109.713198,    0.039447
 113.865285,    0.040232
 118.017372,    0.041016
 122.942889,    0.041791
 127.964977,    0.042566
 132.987064,    0.043340
 138.009152,    0.044114
 143.031239,    0.044889
 148.053327,    0.045663
 153.075414,    0.046437
 158.097502,    0.047212
 163.119589,    0.047986
 168.141677,    0.048760
 173.927418,    0.049526
 179.808509,    0.050290
 185.689600,    0.051055
 191.570691,    0.051819
 197.451782,    0.052584
 203.332873,    0.053348
 209.213964,    0.054113
 215.095055,    0.054877
 220.976146,    0.055642
 226.857237,    0.056406
 233.492174,    0.057162
 240.221237,    0.057916
 246.950299,    0.058671
 253.679361,    0.059425
 260.408423,    0.060180
 267.137485,    0.060935
 273.866547,    0.061689
 280.595609,    0.062444
 287.324671,    0.063198
 294.053733,    0.063953
 301.526809,    0.064699
 309.092783,    0.065443
 316.658756,    0.066188
 324.224729,    0.066933
 331.790702,    0.067677
 339.356675,    0.068422
 346.922648,    0.069167
 354.488621,    0.069911
 362.054594,    0.070656
 369.620567,    0.071401
 377.920703,    0.072136
 386.312507,    0.072871
 394.704310,    0.073606
 403.096113,    0.074341
 411.487916,    0.075075
 419.879719,    0.075810
 428.271522,    0.076545
 436.663325,    0.077280
 445.055129,    0.078014
 453.446932,    0.078749
 462.563034,    0.079475
 471.769572,    0.080200
 480.976111,    0.080924
 490.182649,    0.081649
 499.389187,    0.082374
 508.595725,    0.083099
 517.802263,    0.083824
 527.008801,    0.084548
 536.215339,    0.085273
 545.421878,    0.085998
 555.342845,    0.086714
 565.353016,    0.087429
 575.363187,    0.088144
 585.373357,    0.088858
 595.383528,    0.089573
 605.393699,    0.090288
 615.403869,    0.091003
 625.414040,    0.091718
 635.424211,    0.092433
 645.434382,    0.093147
 656.149111,    0.093853
 666.951811,    0.094558
 677.754511,    0.095263
 688.557211,    0.095968
 699.359911,    0.096673
 710.162611,    0.097378
 720.965311,    0.098083
 731.768011,    0.098788
 742.570711,    0.099493
 753.373411,    0.100198
 764.871083,    0.100894
 776.455528,    0.101590
 788.039973,    0.102286
 799.624418,    0.102982
 811.208863,    0.103677
 822.793308,    0.104373
 834.377753,    0.105069
 845.962198,    0.105765
 857.546643,    0.106460
 869.131088,    0.107156
 881.401877,    0.107844
 893.758364,    0.108532
 906.114850,    0.109219
 918.471336,    0.109906
 930.827822,    0.110593
 943.184308,    0.111281
 955.540794,    0.111968
 967.897280,    0.112655
 980.253766,    0.113342
 992.610252,    0.114030
1005.644657,    0.114709
1018.763706,    0.115388
1031.882755,    0.116067
1045.001804,    0.116746
1058.120853,    0.117425
1071.239902,    0.118103
1084.358951,    0.118782
1097.478000,    0.119461
1110.597049,    0.120140
1123.716098,    0.120818
1137.504620,    0.121490
1151.376733,    0.122160
1165.248846,    0.122830
1179.120959,    0.123500
1192.993071,    0.124171
1206.865184,    0.124841
1220.737297,    0.125511
1234.609410,    0.126181
1248.481522,    0.126852
1262.353635,    0.127522
1276.886763,    0.128185
1291.502425,    0.128846
1306.118087,    0.129508
1320.733749,    0.130170
1335.349412,    0.130832
1349.965074,    0.131493
1364.580736,    0.132155
1379.196398,    0.132817
1393.812060,    0.133478
1408.427722,    0.134140
1423.695932,    0.134794
1439.045619,    0.135448
1454.395305,    0.136101
1469.744992,    0.136754
1485.094679,    0.137407
1500.444365,    0.138060
1515.794052,    0.138714
1531.143739,    0.139367
1546.493425,    0.140020
1561.843112,    0.140673
1577.836875,    0.141319
1593.911056,    0.141963
1609.985238,    0.142608
1626.059419,    0.143253
1642.133601,    0.143897
1658.207782,    0.144542
1674.281964,    0.145187
1690.356145,    0.145831
1706.430327,    0.146476
1722.504508,    0.147121
1739.214327,    0.147758
1756.003511,    0.148394
1772.792695,    0.149030
1789.581879,    0.149667
1806.371063,    0.150303
1823.160247,    0.150939
1839.949431,    0.151576
1856.738615,    0.152212
1873.527799,    0.152848
1890.316983,    0.153484
1907.733754,    0.154114
1925.228885,    0.154742
1942.724016,    0.155370
1960.219147,    0.155999
1977.714278,    0.156627
1995.209409,    0.157256
2012.704540,    0.157884
2030.199671,    0.158512
2047.694802,    0.159141
2065.189933,    0.159769
2083.304920,    0.160391
2101.497301,    0.161011
2119.689683,    0.161632
2137.882064,    0.162253
2156.074446,    0.162873
2174.266827,    0.163494
2192.459209,    0.164115
2210.651590,    0.164735
