Ground Distance, Speed
   0.000000,    0.000655
   0.054821,    0.654265
   0.601773,    1.305020
   1.209404,    1.955343
   1.817035,    2.605666
   2.424665,    3.255989
   3.032296,    3.906312
   3.639927,    4.556634
   4.247558,    5.206957
   4.855188,    5.857280
   5.462819,    6.507603
   6.070450,    7.157926
   7.554862,    7.801814
   9.148749,    8.444899
  10.742635,    9.087985
  12.336522,    9.731070
  13.930409,   10.374155
  15.524295,   11.017240
  17.118182,   11.660325
  18.712069,   12.303410
  20.305955,   12.946495
  21.899842,   13.589580
  24.360558,   14.226049
  26.929506,   14.861692
  29.498453,   15.497335
  32.067401,   16.132978
  34.636349,   16.768622
  37.205296,   17.404265
  39.774244,   18.039908
  42.343192,   18.675551
  44.912140,   19.311194
  47.481087,   19.946837
  50.906643,   20.575693
  54.439155,   21.203703
  57.971667,   21.831712
  61.504178,   22.459721
  65.036690,   23.087730
  68.569202,   23.715739
  72.101713,   24.343748
  75.634225,   24.971757
  79.166737,   25.599766
  82.699248,   26.227775
  87.077896,   26.848838
  91.562191,   27.469033
  96.046486,   28.089229
 100.530781,   28.709424
 105.015076,   29.329620
 109.499371,   29.949815
 113.983667,   30.570011
 118.467962,   31.190206
 122.952257,   31.810401
 127.436552,   32.430597
 132.756275,   33.043605
 138.180308,   33.655715
 143.604342,   34.267826
 149.028375,   34.879936
 154.452409,   35.492047
 159.876443,   36.104157
 165.300476,   36.716268
 170.724510,   37.328378
 176.148543,   37.940489
 181.572577,   38.552599
 187.819625,   39.155368
 194.169434,   39.756971
 200.519243,   40.358573
 206.869051,   40.960176
 213.218860,   41.561779
 219.568669,   42.163381
 225.918478,   42.764984
 232.268287,   43.366586
 238.618096,   43.968189
 244.967904,   44.569792
 252.125756,   45.161462
 259.384500,   45.751892
 266.643244,   46.342322
 273.901988,   46.932752
 281.160732,   47.523182
 288.419475,   48.113612
 295.678219,   48.704042
 302.936963,   49.294472
 310.195707,   49.884902
 317.454451,   50.475332
 325.506068,   51.055802
 333.656683,   51.635029
 341.807298,   52.214255
 349.957913,   52.793482
 358.108528,   53.372708
 366.259143,   53.951935
 374.409758,   54.531161
 382.560373,   55.110388
 390.710988,   55.689614
 398.861603,   56.268841
 407.789890,   56.838093
 416.815277,   57.406099
 425.840663,   57.974105
 434.866050,   58.542112
 443.891436,   59.110118
 452.916822,   59.678124
 461.942209,   60.246131
 470.967595,   60.814137
 479.992982,   61.382143
 489.018368,   61.950150
 498.806211,   62.508178
 508.689254,   63.064961
 518.572297,   63.621745
 528.455340,   64.178528
 538.338382,   64.735311
 548.221425,   65.292094
 558.104468,   65.848877
 567.987511,   66.405660
 577.870554,   66.962443
 587.753597,   67.519226
 598.383886,   68.066040
 609.107475,   68.611610
 619.831065,   69.157180
 630.554655,   69.702750
 641.278244,   70.248320
 652.001834,   70.793890
 662.725424,   71.339459
 673.449013,   71.885029
 684.172603,   72.430599
 694.896193,   72.976169
 706.351110,   73.510327
 717.897341,   74.043059
 729.443572,   74.575792
 740.989803,   75.108525
 752.536033,   75.641258
 764.082264,   76.173991
 775.628495,   76.706724
 787.174726,   77.239457
 798.720957,   77.772190
 810.267187,   78.304922
 822.525792,   78.824734
 834.873343,   79.342932
 847.220893,   79.861130
 859.568444,   80.379329
 871.915995,   80.897527
 884.263546,   81.415725
 896.611097,   81.933923
 908.958647,   82.452122
 921.306198,   82.970320
 933.653749,   83.488518
 946.694100,   83.993978
 959.820954,   84.497847
 972.947808,   85.001716
 986.074662,   85.505585
 999.201515,   86.009454
1012.328369,   86.513323
1025.455223,   87.017193
1038.582077,   87.521062
1051.708930,   88.024931
1064.835784,   88.528800
1078.636163,   89.020130
