Speed (TAS), Rate of Climb
 202.590717, -155.507639
 204.436218, -163.093721
 206.281720, -157.755321
 208.127222, -150.950677
 209.972723, -143.859883
 211.818225, -136.474719
 213.663727, -130.292657
 215.509228, -125.612220
 217.354730, -120.719802
 219.200232, -115.977436
 221.045733, -112.954983
 222.891235, -109.720554
 224.736737, -106.322505
 226.582238, -103.922670
 228.427740, -102.570393
 230.273242, -101.068027
 232.118743,  -99.451953
 233.964245,  -98.794451
 235.809746,  -99.322107
 237.655248,  -99.812873
 239.500750, -100.253373
 241.346251, -100.629868
 243.191753, -103.225346
 245.037255, -105.889162
 246.882756, -108.617544
 248.728258, -111.333790
 250.573760, -114.036954
 252.419261, -118.945303
 254.264763, -124.076365
 256.110265, -129.268417
 257.955766, -134.498489
 259.801268, -139.766027
 261.646770, -145.732925
 263.492271, -153.509149
 265.337773, -161.373112
 267.183274, -169.324626
 269.028776, -177.363504
 270.874278, -185.547655
 272.719779, -193.829337
 274.565281, -204.032555
 276.410783, -214.860816
 278.256284, -225.846155
 280.101786, -236.999150
 281.947288, -248.289038
 283.792789, -259.715963
 285.638291, -271.280070
 287.483793, -283.655850
 289.329294, -297.862793
 291.174796, -312.253506
 293.020298, -326.828431
 294.865799, -341.597457
 296.711301, -356.561200
 298.556803, -371.710724
 300.402304, -387.046469
 302.247806, -402.568905
 304.093307, -419.312183
 305.938809, -437.546855
 307.784311, -456.012730
 309.629812, -474.710516
 311.475314, -493.629728
 313.320816, -512.774479
 315.166317, -532.153039
 317.011819, -551.766116
 318.857321, -571.608822
 320.702822, -591.653655
 322.548324, -611.934669
 324.393826, -634.436203
 326.239327, -657.538711
 328.084829, -680.878105
 329.930331, -704.477899
 331.775832, -728.357725
 333.621334, -752.518524
 335.466836, -776.941468
 337.312337, -801.583465
 339.157839, -826.508331
 341.003340, -851.717009
 342.848842, -877.210440
 344.694344, -902.905610
 346.539845, -928.863491
 348.385347, -957.036575
 350.230849, -985.906479
 352.076350, -1015.058529
 353.921852, -1044.449231
 355.767354, -1074.166699
 357.612855, -1104.212078
 359.458357, -1134.586511
 361.303859, -1165.152628
 363.149360, -1196.029840
 364.994862, -1227.237903
 366.840364, -1258.777962
 368.685865, -1290.572523
 370.531367, -1322.595197
 372.376869, -1354.951428
 374.222370, -1387.642362
 376.067872, -1420.669141
 377.913373, -1454.475561
 379.758875, -1490.274782
 381.604377, -1526.445485
 383.449878, -1562.989341
 385.295380, -1599.783892
