CL_e, CD_e
   0.097499,    0.590614
   0.096851,    0.671366
   0.096222,    0.752357
   0.095621,    0.833586
   0.095070,    0.915052
   0.094602,    0.996753
   0.094223,    1.078688
   0.093929,    1.160857
   0.093732,    1.243261
   0.093626,    1.327136
   0.093771,    1.409017
   0.094152,    1.491131
   0.094987,    1.573480
   0.095738,    1.656064
   0.096370,    1.738883
