alpha body, Neutral Point
 -10.000000,    0.300340
  -9.090909,    0.295554
  -8.181818,    0.285918
  -7.272727,    0.278632
  -6.363636,    0.266297
  -5.454545,    0.253778
  -4.545455,    0.248549
  -3.636364,    0.243213
  -2.727273,    0.205678
  -1.818182,    0.225952
  -0.909091,    0.277900
  -0.000000,    0.271425
   0.909091,    0.264519
   1.818182,    0.257301
   2.727273,    0.250105
