Speed(CAS), Altitude
 165.990766,    0.000000
 165.984304,  328.083990
 165.984304,  656.167979
 165.984304,  984.251969
 165.984304, 1312.335958
 165.984304, 1640.419948
 165.984304, 1968.503937
 165.984304, 2296.587927
 165.984304, 2624.671916
 165.984304, 2952.755906
 165.984304, 3280.839895
 165.984304, 3608.923885
 165.984304, 3937.007874
 165.984304, 4265.091864
 165.984304, 4593.175853
 165.984304, 4921.259843
 165.984304, 5249.343832
 165.984304, 5577.427822
 165.984304, 5905.511811
 165.984304, 6233.595801
 165.984304, 6561.679790
 165.984304, 6889.763780
 165.984304, 7217.847769
 165.984304, 7545.931759
 165.984304, 7874.015748
 165.984304, 8202.099738
 165.984304, 8530.183727
 165.984304, 8858.267717
 165.984304, 9186.351706
 165.984304, 9514.435696
 165.984304, 9842.519685
 165.984304, 10170.603675
 165.984304, 10498.687664
 165.984304, 10826.771654
 165.984304, 11154.855643
 165.984304, 11482.939633
 165.984304, 11811.023622
 165.984304, 12139.107612
 165.984304, 12467.191601
 165.984304, 12795.275591
 165.984304, 13123.359580
 165.984304, 13451.443570
 165.984304, 13779.527559
 165.984304, 14107.611549
 165.984304, 14435.695538
 165.984304, 14763.779528
 165.984304, 15091.863517
 165.984304, 15419.947507
 165.984304, 15748.031496
 165.984304, 16076.115486
 165.984304, 16404.199475
 165.984304, 16732.283465
 165.984304, 17060.367454
 165.984304, 17388.451444
 165.984304, 17716.535433
 165.984304, 18044.619423
 165.984304, 18372.703412
 165.984304, 18700.787402
 165.984304, 19028.871391
 165.984304, 19356.955381
 165.984304, 19685.039370
 165.984304, 20013.123360
 165.984304, 20341.207349
 165.984304, 20669.291339
 165.984304, 20997.375328
 165.984304, 21325.459318
 165.984304, 21653.543307
 165.984304, 21981.627297
 165.984304, 22309.711286
 165.984304, 22637.795276
 165.984304, 22965.879265
 165.984304, 23293.963255
 165.984304, 23622.047244
 165.984304, 23950.131234
 165.984304, 24278.215223
 165.984304, 24606.299213
 165.984304, 24934.383202
 165.984304, 25262.467192
 165.984304, 25590.551181
 165.984304, 25918.635171
 165.984304, 26246.719160
 165.984304, 26574.803150
 165.984304, 26902.887139
 165.984304, 27230.971129
 165.984304, 27559.055118
 165.984304, 27887.139108
 165.984304, 28215.223097
 165.984304, 28543.307087
 165.984304, 28871.391076
 165.984304, 29199.475066
 165.984304, 29527.559055
 165.984304, 29855.643045
 165.984304, 30183.727034
 286.869900, 29855.643045
 288.827677, 29527.559055
 290.692266, 29199.475066
 292.575391, 28871.391076
 294.361182, 28543.307087
 296.280579, 28215.223097
 298.100635, 27887.139108
 299.937405, 27559.055118
 301.790975, 27230.971129
 303.539916, 26902.887139
 305.426221, 26574.803150
 307.205810, 26246.719160
 309.000271, 25918.635171
 310.683631, 25590.551181
 312.379716, 25262.467192
 314.088583, 24934.383202
 315.810289, 24606.299213
 317.414234, 24278.215223
 319.160621, 23950.131234
 320.787021, 23622.047244
 322.424130, 23293.963255
 323.936641, 22965.879265
 325.594107, 22637.795276
 327.124676, 22309.711286
 328.802647, 21981.627297
 330.351400, 21653.543307
 331.908689, 21325.459318
 333.474541, 20997.375328
 334.905218, 20669.291339
 336.487050, 20341.207349
 337.931304, 20013.123360
 339.086861, 19685.039370
 340.094984, 19356.955381
 341.251780, 19028.871391
 342.258601, 18700.787402
 343.264096, 18372.703412
 344.421921, 18044.619423
 345.580876, 17716.535433
 346.584711, 17388.451444
 347.744585, 17060.367454
 348.905518, 16732.283465
 350.227563, 16404.199475
 351.391842, 16076.115486
 352.557122, 15748.031496
 353.887343, 15419.947507
 355.221136, 15091.863517
 356.391909, 14763.779528
 357.731509, 14435.695538
 358.905428, 14107.611549
 360.250789, 13779.527559
 361.427786, 13451.443570
 362.778862, 13123.359580
 364.133451, 12795.275591
 365.315614, 12467.191601
 366.321275, 12139.107612
 367.503626, 11811.023622
 368.686712, 11482.939633
 369.870510, 11154.855643
 370.872226, 10826.771654
 372.055995, 10498.687664
 373.240402, 10170.603675
 374.238480, 9842.519685
 375.422691, 9514.435696
 376.417714, 9186.351706
 377.410450, 8858.267717
 378.400859, 8530.183727
 379.582906, 8202.099738
 380.569970, 7874.015748
 381.554592, 7545.931759
 382.735038, 7217.847769
 383.716098, 6889.763780
 384.895805, 6561.679790
 385.873162, 6233.595801
 387.052009, 5905.511811
 388.025521, 5577.427822
 389.203388, 5249.343832
 390.172912, 4921.259843
 391.139646, 4593.175853
 391.892023, 4265.091864
 392.851554, 3937.007874
 393.808163, 3608.923885
 394.761808, 3280.839895
 395.929993, 2952.755906
 396.879103, 2624.671916
 397.825129, 2296.587927
 398.768027, 1968.503937
 399.931414, 1640.419948
 401.094673, 1312.335958
 402.031030,  984.251969
 403.192404,  656.167979
 404.353568,  328.083990
 405.298844,    0.000000
