eta, D
   0.000000,  311.142185
   0.020408,  311.142185
   0.040816,  311.142185
   0.061224,  311.142185
   0.081633,  311.142185
   0.102041,  311.142185
   0.122449,  311.142185
   0.142857,  311.142185
   0.163265,  311.142185
   0.183673,  311.142185
   0.204082,  311.142185
   0.224490,  311.142185
   0.244898,  311.142185
   0.265306,  311.142185
   0.285714,  311.142185
   0.306122,  311.142185
   0.326531,  311.142185
   0.346939,  311.142185
   0.367347,  311.142185
   0.387755,  311.142185
   0.408163,  311.142185
   0.428571,  311.142185
   0.448980,  311.142185
   0.469388,  311.142185
   0.489796,  311.142185
   0.510204,  311.142185
   0.530612,  311.142185
   0.551020,  311.142185
   0.571429,  311.142185
   0.591837,  311.142185
   0.612245,  311.142185
   0.632653,  311.142185
   0.653061,  311.142185
   0.673469,  311.142185
   0.693878,  311.142185
   0.714286,  311.142185
   0.734694,  311.142185
   0.755102,  311.142185
   0.775510,  311.142185
   0.795918,  311.142185
   0.816327,  311.142185
   0.836735,  311.142185
   0.857143,  311.142185
   0.877551,  311.142185
   0.897959,  311.142185
   0.918367,  311.142185
   0.938776,  311.142185
   0.959184,  311.142185
   0.979592,  311.142185
   1.000000,  311.142185
