eta, D
   0.000000,  378.638575
   0.020408,  374.253287
   0.040816,  370.841486
   0.061224,  367.421669
   0.081633,  363.974518
   0.102041,  360.490363
   0.122449,  356.963381
   0.142857,  353.389751
   0.163265,  349.842184
   0.183673,  346.592922
   0.204082,  343.277081
   0.224490,  339.893169
   0.244898,  336.439939
   0.265306,  332.916288
   0.285714,  329.321173
   0.306122,  325.653556
   0.326531,  321.912348
   0.346939,  318.096374
   0.367347,  314.204327
   0.387755,  310.234741
   0.408163,  306.185951
   0.428571,  302.056066
   0.448980,  297.842946
   0.469388,  293.544237
   0.489796,  289.158066
   0.510204,  284.677202
   0.530612,  280.097292
   0.551020,  275.417707
   0.571429,  270.632237
   0.591837,  265.734636
   0.612245,  260.717767
   0.632653,  255.603049
   0.653061,  250.438119
   0.673469,  245.093843
   0.693878,  239.554043
   0.714286,  233.799544
   0.734694,  227.807473
   0.755102,  221.550369
   0.775510,  214.994997
   0.795918,  208.201397
   0.816327,  201.166686
   0.836735,  193.758456
   0.857143,  185.910653
   0.877551,  177.537108
   0.897959,  168.521864
   0.918367,  158.702820
   0.938776,  148.513042
   0.959184,  137.951426
   0.979592,  129.153907
   1.000000,  106.902378
