Mach, Efficiency
   0.263619,   14.034629
   0.267421,   14.115239
   0.271223,   14.350166
   0.275024,   14.596533
   0.278826,   14.833019
   0.282628,   15.047522
   0.286430,   15.262472
   0.290232,   15.456422
   0.294034,   15.658023
   0.297835,   15.833876
   0.301637,   16.009791
   0.305439,   16.183389
   0.309241,   16.330780
   0.313043,   16.482755
   0.316844,   16.627718
   0.320646,   16.747500
   0.324448,   16.870480
   0.328250,   16.996204
   0.332052,   17.084473
   0.335854,   17.174695
   0.339655,   17.266920
   0.343457,   17.348463
   0.347259,   17.403262
   0.351061,   17.459018
   0.354863,   17.515745
   0.358665,   17.570197
   0.362466,   17.588669
   0.366268,   17.607375
   0.370070,   17.626317
   0.373872,   17.645495
   0.377674,   17.657880
   0.381476,   17.639262
   0.385277,   17.620498
   0.389079,   17.601588
   0.392881,   17.582533
   0.396683,   17.563335
   0.400485,   17.528840
   0.404287,   17.473839
   0.408088,   17.418667
   0.411890,   17.363330
   0.415692,   17.307836
   0.419494,   17.252191
   0.423296,   17.196400
   0.427098,   17.123910
   0.430899,   17.036300
   0.434701,   16.948817
   0.438503,   16.861472
   0.442305,   16.774273
   0.446107,   16.687231
   0.449909,   16.600354
   0.453710,   16.513651
   0.457512,   16.426309
   0.461314,   16.313190
   0.465116,   16.200702
   0.468918,   16.088849
   0.472719,   15.977639
   0.476521,   15.867077
   0.480323,   15.757166
   0.484125,   15.647912
   0.487927,   15.539320
   0.491729,   15.431392
   0.495530,   15.324133
   0.499332,   15.212532
   0.503134,   15.085674
   0.506936,   14.959976
   0.510738,   14.835433
   0.514540,   14.712038
   0.518341,   14.589787
   0.522143,   14.468673
   0.525945,   14.348690
   0.529747,   14.229831
   0.533549,   14.112091
   0.537351,   13.995461
   0.541152,   13.879936
   0.544954,   13.765508
   0.548756,   13.652169
   0.552558,   13.539913
   0.556360,   13.415805
   0.560162,   13.291174
   0.563963,   13.168012
   0.567765,   13.046301
   0.571567,   12.926025
   0.575369,   12.807165
   0.579171,   12.689704
   0.582973,   12.573626
   0.586774,   12.458914
   0.590576,   12.345550
   0.594378,   12.233518
   0.598180,   12.122801
   0.601982,   12.013384
   0.605784,   11.905249
   0.609585,   11.798381
   0.613387,   11.692764
   0.617189,   11.588382
   0.620991,   11.485219
   0.624793,   11.383259
   0.628595,   11.282488
   0.632396,   11.179381
   0.636198,   11.072097
   0.640000,   10.966227
