Time, Acceleration
   0.000100,    3.532235
   0.000554,    3.532218
   0.003018,    3.532123
   0.007538,    3.531949
   0.021082,    3.531428
   0.042512,    3.530603
   0.069054,    3.529580
   0.095517,    3.528560
   0.122054,    3.527537
   0.148673,    3.526509
   0.175360,    3.525479
   0.201970,    3.524451
   0.228868,    3.523411
   0.255859,    3.522366
   0.282884,    3.521320
   0.310132,    3.520265
   0.337289,    3.519212
   0.364707,    3.518149
   0.392245,    3.517080
   0.419836,    3.516009
   0.447531,    3.514933
   0.475195,    3.513858
   0.503448,    3.512758
   0.531751,    3.511657
   0.560302,    3.510545
   0.589362,    3.509412
   0.618421,    3.508279
   0.648095,    3.507121
   0.677862,    3.505959
   0.707684,    3.504793
   0.737255,    3.503637
   0.767490,    3.502454
   0.797609,    3.501275
   0.828093,    3.500081
   0.858654,    3.498883
   0.890290,    3.497642
   0.921967,    3.496399
   0.953497,    3.495160
   0.960128,    3.494899
   0.977396,    3.494221
   0.984393,    3.493946
   0.984713,    3.493933
   0.984925,    3.493925
   0.985045,    3.493920
   0.985620,    3.493897
   0.986192,    3.493875
   0.988688,    3.493777
   0.998841,    3.493378
   1.023580,    3.492405
   1.055062,    3.491166
   1.087241,    3.489899
   1.120369,    3.488593
   1.153730,    3.487278
   1.186755,    3.485975
   1.221255,    3.484612
   1.255160,    3.483272
   1.289284,    3.481923
   1.323543,    3.480567
   1.358776,    3.479172
   1.393342,    3.477802
   1.428742,    3.476398
   1.464231,    3.474990
   1.499664,    3.473583
   1.535522,    3.472158
   1.571744,    3.470717
   1.608689,    3.469247
   1.645411,    3.467784
   1.682864,    3.466291
   1.720341,    3.464796
   1.758341,    3.463279
   1.796006,    3.461775
   1.834346,    3.460242
   1.872995,    3.458696
   1.911325,    3.457161
   1.950337,    3.455598
   1.958154,    3.455284
   1.978677,    3.454461
   1.980170,    3.454401
   1.980539,    3.454387
   1.980943,    3.454370
   1.981120,    3.454363
   1.981143,    3.454362
   1.981167,    3.454361
   1.981353,    3.454354
   1.982297,    3.454316
   1.986311,    3.454156
   1.998544,    3.453666
   2.025233,    3.452597
   2.065647,    3.450978
   2.105573,    3.449377
   2.146093,    3.447751
   2.186411,    3.446132
   2.227034,    3.444500
   2.268041,    3.442850
   2.309293,    3.441190
   2.351040,    3.439508
   2.392754,    3.437826
   2.434470,    3.436143
   2.476450,    3.434448
   2.519391,    3.432713
   2.562267,    3.430978
   2.605246,    3.429239
   2.647976,    3.427508
   2.691328,    3.425750
   2.734733,    3.423989
   2.778804,    3.422200
   2.823283,    3.420392
   2.867657,    3.418587
   2.912307,    3.416770
   2.957416,    3.414932
   2.966466,    3.414564
   2.973320,    3.414284
   2.977156,    3.414128
   2.979651,    3.414026
   2.987517,    3.413705
   2.988419,    3.413669
   2.988762,    3.413655
   2.988847,    3.413651
   2.988878,    3.413650
   2.988965,    3.413646
   2.989535,    3.413623
   2.992327,    3.413510
   3.001564,    3.413134
   3.025020,    3.412179
   3.069644,    3.410361
   3.115732,    3.408482
   3.161692,    3.406607
   3.208256,    3.404705
   3.254502,    3.402815
   3.301349,    3.400899
   3.348285,    3.398978
   3.395934,    3.397026
   3.443407,    3.395079
   3.491272,    3.393115
   3.539419,    3.391138
   3.587848,    3.389147
   3.636176,    3.387159
   3.684784,    3.385158
   3.733383,    3.383155
   3.782287,    3.381138
   3.831904,    3.379091
   3.881615,    3.377037
   3.931100,    3.374991
   3.981339,    3.372913
   3.991390,    3.372497
   3.996588,    3.372282
   3.999762,    3.372150
   4.002362,    3.372042
   4.004253,    3.371964
   4.005644,    3.371907
   4.006823,    3.371858
   4.007991,    3.371809
   4.008356,    3.371794
   4.008799,    3.371776
   4.008864,    3.371773
   4.008954,    3.371769
   4.009581,    3.371744
   4.012442,    3.371625
   4.026669,    3.371037
   4.063175,    3.369526
   4.113951,    3.367423
   4.164750,    3.365317
   4.215809,    3.363199
   4.267222,    3.361065
   4.318871,    3.358919
   4.370978,    3.356752
   4.422759,    3.354596
   4.475177,    3.352413
   4.527684,    3.350224
   4.580381,    3.348025
   4.632903,    3.345832
   4.686410,    3.343596
   4.740134,    3.341349
   4.793171,    3.339129
   4.846558,    3.336892
   4.900016,    3.334651
   4.954169,    3.332378
   5.008015,    3.330117
   5.018912,    3.329659
   5.028734,    3.329246
   5.034483,    3.329005
   5.040325,    3.328759
   5.041298,    3.328718
   5.041612,    3.328705
   5.041773,    3.328698
   5.041963,    3.328690
   5.042137,    3.328683
   5.043248,    3.328636
   5.049971,    3.328354
   5.070010,    3.327512
   5.122809,    3.325291
   5.177568,    3.322987
   5.232724,    3.320664
   5.288456,    3.318315
   5.343867,    3.315977
   5.399418,    3.313632
   5.455138,    3.311278
   5.511407,    3.308898
   5.567741,    3.306514
   5.624109,    3.304127
   5.681233,    3.301705
   5.737802,    3.299306
   5.795403,    3.296860
   5.852711,    3.294425
   5.910509,    3.291968
   5.968191,    3.289513
   6.026155,    3.287044
   6.084614,    3.284553
   6.086937,    3.284454
   6.087567,    3.284427
   6.088284,    3.284396
   6.088387,    3.284392
   6.088498,    3.284387
   6.089491,    3.284345
   6.094379,    3.284136
   6.111283,    3.283415
   6.165620,    3.281095
   6.224725,    3.278569
   6.283458,    3.276058
   6.342763,    3.273520
   6.401862,    3.270988
   6.460771,    3.268464
   6.520586,    3.265898
   6.580078,    3.263344
   6.640065,    3.260767
   6.700258,    3.258179
   6.760340,    3.255594
   6.820786,    3.252992
   6.881349,    3.250382
   6.942207,    3.247758
   7.003241,    3.245124
   7.064434,    3.242481
   7.125656,    3.239835
   7.137933,    3.239305
   7.145476,    3.238978
   7.147163,    3.238905
   7.149044,    3.238824
   7.149417,    3.238808
   7.149814,    3.238791
   7.152690,    3.238666
   7.167340,    3.238033
   7.207850,    3.236280
   7.269758,    3.233600
   7.332078,    3.230901
   7.394577,    3.228191
   7.457025,    3.225482
   7.519421,    3.222773
   7.581795,    3.220063
   7.644651,    3.217331
   7.707712,    3.214587
   7.771054,    3.211829
   7.834285,    3.209074
   7.897865,    3.206302
   7.961815,    3.203512
   8.025736,    3.200721
   8.090095,    3.197909
   8.154274,    3.195103
   8.218449,    3.192296
   8.221034,    3.192182
   8.223283,    3.192084
   8.225461,    3.191989
   8.225595,    3.191983
   8.225688,    3.191979
   8.225771,    3.191975
   8.226609,    3.191938
   8.231223,    3.191737
   8.249443,    3.190940
   8.296759,    3.188870
   8.362133,    3.186009
   8.426972,    3.183169
   8.492214,    3.180310
   8.557823,    3.177433
   8.623296,    3.174559
   8.688981,    3.171675
   8.754549,    3.168793
   8.820621,    3.165888
   8.886517,    3.162989
   8.952814,    3.160070
   9.019483,    3.157132
   9.086192,    3.154191
   9.152962,    3.151246
   9.220175,    3.148279
   9.287017,    3.145326
   9.300491,    3.144731
   9.309367,    3.144339
   9.315422,    3.144071
   9.316382,    3.144029
   9.317457,    3.143981
   9.317691,    3.143971
   9.317859,    3.143964
   9.317958,    3.143959
   9.318021,    3.143956
   9.318088,    3.143953
   9.318757,    3.143924
   9.323244,    3.143726
   9.339905,    3.142993
   9.407718,    3.140007
   9.475280,    3.137030
   9.543100,    3.134040
   9.611250,    3.131033
   9.679625,    3.128015
   9.748295,    3.124981
   9.816717,    3.121957
   9.885134,    3.118931
   9.953987,    3.115884
  10.023218,    3.112819
  10.092874,    3.109733
  10.162015,    3.106667
  10.231376,    3.103591
  10.300566,    3.100520
  10.370370,    3.097420
  10.384358,    3.096798
  10.423135,    3.095075
  10.425912,    3.094952
  10.426315,    3.094934
  10.426929,    3.094907
  10.427106,    3.094899
  10.427237,    3.094893
  10.427320,    3.094889
  10.427354,    3.094888
  10.427387,    3.094886
  10.427720,    3.094872
  10.430022,    3.094770
  10.441993,    3.094243
  10.480818,    3.092531
  10.549330,    3.089509
  10.620106,    3.086385
  10.690782,    3.083264
  10.761982,    3.080119
  10.832926,    3.076982
  10.904302,    3.073825
  10.975478,    3.070675
  11.047106,    3.067503
  11.118899,    3.064322
  11.190710,    3.061138
  11.262271,    3.057964
  11.333938,    3.054783
  11.406083,    3.051580
  11.478611,    3.048357
