Fuel used, Altitude
   0.000000,    0.000000
  60.886021,   35.000000
1444.784547, 30000.000000
12465.845272, 30000.000000
12981.387285, 1500.000000
13466.732548, 15000.000000
14625.510173, 15000.000000
14876.119702, 1500.000000
16177.231260, 1500.000000
16207.362282,   50.000000
16207.362282,    0.000000
