eta, cCl
   0.000000,    1.001008
   0.020408,    0.997433
   0.040816,    0.997061
   0.061224,    0.996366
   0.081633,    0.995321
   0.102041,    0.993913
   0.122449,    0.992129
   0.142857,    0.989963
   0.163265,    0.987410
   0.183673,    0.984465
   0.204082,    0.981125
   0.224490,    0.977386
   0.244898,    0.973246
   0.265306,    0.968699
   0.285714,    0.963743
   0.306122,    0.958371
   0.326531,    0.952579
   0.346939,    0.946358
   0.367347,    0.939699
   0.387755,    0.932594
   0.408163,    0.925029
   0.428571,    0.916992
   0.448980,    0.908466
   0.469388,    0.899433
   0.489796,    0.889871
   0.510204,    0.879752
   0.530612,    0.869044
   0.551020,    0.857723
   0.571429,    0.845751
   0.591837,    0.833085
   0.612245,    0.819679
   0.632653,    0.805474
   0.653061,    0.790407
   0.673469,    0.774403
   0.693878,    0.757372
   0.714286,    0.739212
   0.734694,    0.719800
   0.755102,    0.698991
   0.775510,    0.676608
   0.795918,    0.652434
   0.816327,    0.626202
   0.836735,    0.597573
   0.857143,    0.566103
   0.877551,    0.531202
   0.897959,    0.492037
   0.918367,    0.447372
   0.938776,    0.395198
   0.959184,    0.331770
   0.979592,    0.248065
   1.000000,    0.000000
