V/VsTO, Thrust - Yawing Moment
   0.303443, 44954.069805
   0.307044, 46027.242723
   0.310644, 47113.074727
   0.314245, 48211.565816
   0.317845, 49322.715989
   0.321446, 50446.525248
   0.325047, 51582.993592
   0.328647, 52732.121022
   0.332248, 53893.907536
   0.335849, 55068.353135
   0.339449, 56255.457819
   0.343050, 57455.221589
   0.346650, 58667.644443
   0.350251, 59892.726383
   0.353852, 61130.467408
   0.357452, 62380.867518
   0.361053, 63643.926712
   0.364654, 64919.644992
   0.368254, 66208.022357
   0.371855, 67509.058807
   0.375456, 68822.754343
   0.379056, 70149.108963
   0.382657, 71488.122668
   0.386257, 72839.795459
   0.389858, 74204.127334
   0.393459, 75581.118295
   0.397059, 76970.768341
   0.400660, 78373.077471
   0.404261, 79788.045687
   0.407861, 81215.672988
   0.411462, 82655.959374
   0.415062, 84108.904845
   0.418663, 85574.509402
   0.422264, 87052.773043
   0.425864, 88543.695769
   0.429465, 90047.277581
   0.433066, 91563.518477
   0.436666, 93092.418459
   0.440267, 94633.977526
   0.443867, 96188.195678
   0.447468, 97755.072914
   0.451069, 99334.609236
   0.454669, 100926.804643
   0.458270, 102531.659136
   0.461871, 104149.172713
   0.465471, 105779.345375
   0.469072, 107422.177123
   0.472673, 109077.667955
   0.476273, 110745.817873
   0.479874, 112426.626875
   0.483474, 114120.094963
   0.487075, 115826.222136
   0.490676, 117545.008394
   0.494276, 119276.453737
   0.497877, 121020.558165
   0.501478, 122777.321678
   0.505078, 124546.744276
   0.508679, 126328.825959
   0.512279, 128123.566728
   0.515880, 129930.966581
   0.519481, 131751.025520
   0.523081, 133583.743543
   0.526682, 135429.120652
   0.530283, 137287.156846
   0.533883, 139157.852125
   0.537484, 141041.206489
   0.541085, 142937.219938
   0.544685, 144845.892472
   0.548286, 146767.224091
   0.551886, 148701.214796
   0.555487, 150647.864585
   0.559088, 152607.173460
   0.562688, 154579.141419
   0.566289, 156563.768464
   0.569890, 158561.054594
   0.573490, 160570.999808
   0.577091, 162593.604108
   0.580691, 164628.867493
   0.584292, 166676.789963
   0.587893, 168737.371519
   0.591493, 170810.612159
   0.595094, 172896.511884
   0.598695, 174995.070695
   0.602295, 177106.288590
   0.605896, 179230.165571
   0.609497, 181366.701636
   0.613097, 183515.896787
   0.616698, 185677.751023
   0.620298, 187852.264344
   0.623899, 190039.436750
   0.627500, 192239.268241
   0.631100, 194451.758817
   0.634701, 196676.908478
   0.638302, 198914.717225
   0.641902, 201165.185056
   0.645503, 203428.311973
   0.649103, 205704.097974
   0.652704, 207992.543061
   0.656305, 210293.647233
   0.659905, 212607.410489
   0.663506, 214933.832831
   0.667107, 217272.914258
   0.670707, 219624.654770
   0.674308, 221989.054368
   0.677909, 224366.113050
   0.681509, 226755.830817
   0.685110, 229158.207670
   0.688710, 231573.243607
   0.692311, 234000.938630
   0.695912, 236441.292737
   0.699512, 238894.305930
   0.703113, 241359.978208
   0.706714, 243838.309571
   0.710314, 246329.300019
   0.713915, 248832.949552
   0.717515, 251349.258170
   0.721116, 253878.225874
   0.724717, 256419.852662
   0.728317, 258974.138535
   0.731918, 261541.083494
   0.735519, 264120.687538
   0.739119, 266712.950666
   0.742720, 269317.872880
   0.746320, 271935.454179
   0.749921, 274565.694563
   0.753522, 277208.594032
   0.757122, 279864.152586
   0.760723, 282532.370225
   0.764324, 285213.246949
   0.767924, 287906.782759
   0.771525, 290612.977653
   0.775126, 293331.831633
   0.778726, 296063.344697
   0.782327, 298807.516847
   0.785927, 301564.348082
   0.789528, 304333.838402
   0.793129, 307115.987807
   0.796729, 309910.796297
   0.800330, 312718.263872
   0.803931, 315538.390532
   0.807531, 318371.176277
   0.811132, 321216.621108
   0.814732, 324074.725023
   0.818333, 326945.488024
   0.821934, 329828.910109
   0.825534, 332724.991280
   0.829135, 335633.731536
   0.832736, 338555.130877
   0.836336, 341489.189303
   0.839937, 344435.906814
   0.843538, 347395.283410
   0.847138, 350367.319091
   0.850739, 353352.013857
   0.854339, 356349.367709
   0.857940, 359359.380645
   0.861541, 362382.052667
   0.865141, 365417.383773
   0.868742, 368465.373965
   0.872343, 371526.023242
   0.875943, 374599.331604
   0.879544, 377685.299051
