V/VsTO, Thrust - Yawing Moment
   0.303443, 423520.087598
   0.307044, 423181.120214
   0.310644, 422842.152831
   0.314245, 422503.185447
   0.317845, 422164.218063
   0.321446, 421825.250679
   0.325047, 421486.283296
   0.328647, 421147.315912
   0.332248, 420808.348528
   0.335849, 420469.381144
   0.339449, 420130.750649
   0.343050, 419792.256051
   0.346650, 419453.761454
   0.350251, 419115.266856
   0.353852, 418776.772258
   0.357452, 418438.277661
   0.361053, 418099.783063
   0.364654, 417761.288466
   0.368254, 417422.793868
   0.371855, 417084.299270
   0.375456, 416745.804673
   0.379056, 416407.310075
   0.382657, 416068.815478
   0.386257, 415730.320880
   0.389858, 415391.826282
   0.393459, 415053.331685
   0.397059, 414714.837087
   0.400660, 414376.342489
   0.404261, 414037.847892
   0.407861, 413699.353294
   0.411462, 413360.858697
   0.415062, 413022.364099
   0.418663, 412683.869501
   0.422264, 412345.563864
   0.425864, 412007.656156
   0.429465, 411669.748448
   0.433066, 411331.840740
   0.436666, 410993.933032
   0.440267, 410656.025325
   0.443867, 410318.117617
   0.447468, 409980.209909
   0.451069, 409642.302201
   0.454669, 409304.394493
   0.458270, 408966.486786
   0.461871, 408628.579078
   0.465471, 408290.671370
   0.469072, 407952.763662
   0.472673, 407614.855954
   0.476273, 407276.948247
   0.479874, 406939.040539
   0.483474, 406601.132831
   0.487075, 406263.225123
   0.490676, 405925.317415
   0.494276, 405587.409708
   0.497877, 405249.502000
   0.501478, 404911.594292
   0.505078, 404573.686584
   0.508679, 404236.438072
   0.512279, 403899.238123
   0.515880, 403562.038175
   0.519481, 403224.838227
   0.523081, 402887.638279
   0.526682, 402550.438330
   0.530283, 402213.238382
   0.533883, 401876.038434
   0.537484, 401538.838486
   0.541085, 401201.638538
   0.544685, 400864.438589
   0.548286, 400527.238641
   0.551886, 400190.038693
   0.555487, 399852.838745
   0.559088, 399515.638797
   0.562688, 399178.438848
   0.566289, 398841.238900
   0.569890, 398504.038952
   0.573490, 398166.839004
   0.577091, 397829.639055
   0.580691, 397492.439107
   0.584292, 397155.239159
   0.587893, 396818.039211
   0.591493, 396481.255864
   0.595094, 396144.826280
   0.598695, 395808.396697
   0.602295, 395471.967113
   0.605896, 395135.537529
   0.609497, 394799.107946
   0.613097, 394462.678362
   0.616698, 394126.248778
   0.620298, 393789.819195
   0.623899, 393453.389611
   0.627500, 393116.960027
   0.631100, 392780.530444
   0.634701, 392444.100860
   0.638302, 392107.671276
   0.641902, 391771.241692
   0.645503, 391434.812109
   0.649103, 391098.382525
   0.652704, 390761.952941
   0.656305, 390425.523358
   0.659905, 390089.093774
   0.663506, 389752.664190
   0.667107, 389416.234607
   0.670707, 389079.805023
   0.674308, 388743.439879
   0.677909, 388407.439325
   0.681509, 388071.438771
   0.685110, 387735.438217
   0.688710, 387399.437663
   0.692311, 387063.437109
   0.695912, 386727.436554
   0.699512, 386391.436000
   0.703113, 386055.435446
   0.706714, 385719.434892
   0.710314, 385383.434338
   0.713915, 385047.433784
   0.717515, 384711.433229
   0.721116, 384375.432675
   0.724717, 384039.432121
   0.728317, 383703.431567
   0.731918, 383367.431013
   0.735519, 383031.430459
   0.739119, 382695.429904
   0.742720, 382359.429350
   0.746320, 382023.428796
   0.749921, 381687.428242
   0.753522, 381351.427688
   0.757122, 381015.427134
   0.760723, 380679.354565
   0.764324, 380343.259207
   0.767924, 380007.163849
   0.771525, 379671.068492
   0.775126, 379334.973134
   0.778726, 378998.877776
   0.782327, 378662.782418
   0.785927, 378326.687060
   0.789528, 377990.591702
   0.793129, 377654.496344
   0.796729, 377318.400986
   0.800330, 376982.305629
   0.803931, 376646.210271
   0.807531, 376310.114913
   0.811132, 375974.019555
   0.814732, 375637.924197
   0.818333, 375301.828839
   0.821934, 374965.733481
   0.825534, 374629.638123
   0.829135, 374293.542766
   0.832736, 373957.447408
   0.836336, 373621.352050
   0.839937, 373285.256692
   0.843538, 372948.930551
   0.847138, 372612.209792
   0.850739, 372275.489033
   0.854339, 371938.768274
   0.857940, 371602.047516
   0.861541, 371265.326757
   0.865141, 370928.605998
   0.868742, 370591.885239
   0.872343, 370255.164481
   0.875943, 369918.443722
   0.879544, 369581.722963
   0.883144, 369245.002204
   0.886745, 368908.281445
   0.890346, 368571.560687
   0.893946, 368234.839928
   0.897547, 367898.119169
   0.901148, 367561.398410
   0.904748, 367224.677652
   0.908349, 366887.956893
   0.911950, 366551.236134
   0.915550, 366214.515375
   0.919151, 365877.794616
   0.922751, 365541.073858
   0.926352, 365204.353099
   0.929953, 364865.816112
   0.933553, 364527.239065
   0.937154, 364188.662017
   0.940755, 363850.084970
   0.944355, 363511.507922
   0.947956, 363172.930875
   0.951556, 362834.353827
   0.955157, 362495.776780
   0.958758, 362157.199732
   0.962358, 361818.622684
   0.965959, 361480.045637
   0.969560, 361141.468589
   0.973160, 360802.891542
   0.976761, 360464.314494
   0.980362, 360125.737447
   0.983962, 359787.160399
   0.987563, 359448.583352
   0.991163, 359110.006304
   0.994764, 358771.429256
   0.998365, 358432.852209
   1.001965, 358094.275161
   1.005566, 357755.698114
   1.009167, 357417.121066
   1.012767, 357075.786309
   1.016368, 356732.518051
   1.019968, 356389.249793
   1.023569, 356045.981535
   1.027170, 355702.713277
   1.030770, 355359.445019
   1.034371, 355016.176761
   1.037972, 354672.908503
   1.041572, 354329.640245
   1.045173, 353986.371987
   1.048773, 353643.103729
   1.052374, 353299.835471
   1.055975, 352956.567213
   1.059575, 352613.298955
   1.063176, 352270.030697
   1.066777, 351926.762439
   1.070377, 351583.494180
   1.073978, 351240.225922
   1.077579, 350896.957664
   1.081179, 350553.689406
   1.084780, 350210.421148
   1.088380, 349867.152890
   1.091981, 349523.884632
   1.095582, 349179.087436
   1.099182, 348828.067835
   1.102783, 348477.048235
   1.106384, 348126.028634
   1.109984, 347775.009033
   1.113585, 347423.989432
   1.117185, 347072.969832
   1.120786, 346721.950231
   1.124387, 346370.930630
   1.127987, 346019.911029
   1.131588, 345668.891429
   1.135189, 345317.871828
   1.138789, 344966.852227
   1.142390, 344615.832627
   1.145991, 344264.813026
   1.149591, 343913.793425
   1.153192, 343562.773824
   1.156792, 343211.754224
   1.160393, 342860.734623
   1.163994, 342509.715022
   1.167594, 342158.695421
   1.171195, 341807.675821
   1.174796, 341456.656220
   1.178396, 341105.636619
   1.181997, 340746.072401
   1.185597, 340384.460084
   1.189198, 340022.847767
   1.192799, 339661.235451
   1.196399, 339299.623134
   1.200000, 338938.010817
