V (EAS), 
   0.000000,    1.000000
 205.677919,    1.751998
 358.211070,    2.309689
   0.000000,    1.000000
 358.211070,    2.309689
 447.763838,    1.760741
   0.000000,    1.000000
 447.763838,    1.760741
 447.763838,    0.239259
   0.000000,    1.000000
 447.763838,    0.239259
 358.211070,   -0.309689
   0.000000,    1.000000
 358.211070,   -0.309689
 358.211070,   -0.309689
 164.542335,    0.248002
   0.000000,    1.000000
