V (EAS), 
  98.332853,    0.000000
  98.332853,    1.000000
 102.858498,    1.094165
 107.384143,    1.192567
 111.909787,    1.295206
 116.435432,    1.402081
 120.961076,    1.513192
 125.486721,    1.628539
 130.012366,    1.748123
 134.538010,    1.871943
 139.063655,    2.000000
 172.517418,    2.000000
 172.517418,    0.000000
