Ground Roll Distance, Acceleration
1087.511377, -4951.146810
1111.848456, -4943.471108
1278.111704, -4891.696580
1311.093748, -4881.563087
1343.986179, -4871.502202
1376.789246, -4861.513420
1409.503198, -4851.596241
1416.035317, -4849.621354
1416.057118, -4849.614766
1416.064785, -4849.612449
1416.072947, -4849.609982
1416.073791, -28485.485300
1416.074649, -28485.516665
1416.083233, -28485.830311
1416.169073, -28488.966932
1417.027343, -28520.349439
1425.596630, -28835.808550
1509.899868, -32158.757127
1612.427584, -36817.636240
1707.012854, -41858.990752
1792.618903, -47198.969786
1869.437633, -52788.490932
1937.820107, -58573.145171
1998.194636, -64492.671476
2051.028817, -70482.166726
2053.874047, -70829.131340
2057.126655, -71213.164387
2088.414400, -75092.274808
2103.629069, -77112.699514
2112.149714, -78287.409336
2116.444019, -78888.718743
2120.265250, -79427.282929
2155.849156, -84817.485578
2164.128584, -86184.720266
2172.726748, -87659.085062
2174.951612, -88050.268811
2178.627565, -88661.864773
2206.893091, -93755.592084
2229.289579, -98520.558671
2233.670401, -99580.802907
2235.284564, -99987.304355
2236.452472, -100287.562817
2236.901359, -100412.562948
2237.349896, -100543.544821
2241.538775, -101825.711269
2252.389723, -106136.742001
2253.977908, -107154.613315
2254.591591, -107680.662171
2254.981343, -108128.027089
2255.210085, -108525.208664
2255.306728, -108877.969147
2255.313011, -108955.305370
2255.313901, -108984.720281
2255.314031, -109000.277937
2255.314032, -109001.063354
