Speed (TAS), Rate of Climb
  72.162904,    1.696323
  72.831013,    1.707295
  73.499123,    1.718533
  74.167233,    1.727757
  74.835342,    1.735050
  75.503452,    1.739832
  76.171562,    1.742277
  76.839671,    1.742943
  77.507781,    1.741538
  78.175891,    1.737377
  78.844000,    1.731647
  79.512110,    1.723607
  80.180220,    1.713148
  80.848329,    1.701386
  81.516439,    1.686307
  82.184549,    1.669996
  82.852658,    1.651013
  83.520768,    1.631863
  84.188878,    1.612648
  84.856987,    1.591398
  85.525097,    1.568096
  86.193207,    1.542748
  86.861316,    1.515217
  87.529426,    1.485939
  88.197536,    1.454042
  88.865645,    1.421037
  89.533755,    1.384646
  90.201865,    1.347466
  90.869974,    1.307143
  91.538084,    1.265277
  92.206194,    1.221690
  92.874303,    1.175027
  93.542413,    1.127428
  94.210523,    1.076928
  94.878633,    1.024361
  95.546742,    0.970783
  96.214852,    0.913610
  96.882962,    0.854902
  97.551071,    0.795109
  98.219181,    0.731576
  98.887291,    0.666502
  99.555400,    0.601450
 100.223510,    0.538332
 100.891620,    0.473160
 101.559729,    0.406841
 102.227839,    0.338466
 102.895949,    0.266780
 103.564058,    0.193873
 104.232168,    0.119740
 104.900278,    0.042396
 105.568387,   -0.037283
 106.236497,   -0.118262
 106.904607,   -0.200544
 107.572716,   -0.286342
 108.240826,   -0.374333
 108.908936,   -0.463702
 109.577045,   -0.554454
 110.245155,   -0.648054
 110.913265,   -0.744658
 111.581374,   -0.842718
 112.249484,   -0.942241
 112.917594,   -1.043232
 113.585703,   -1.148345
 114.253813,   -1.255378
 114.921923,   -1.363952
 115.590032,   -1.474072
 116.258142,   -1.579803
 116.926252,   -1.689214
 117.594361,   -1.800642
 118.262471,   -1.913622
 118.930581,   -2.028159
 119.598690,   -2.144261
 120.266800,   -2.262918
 120.934910,   -2.385222
 121.603019,   -2.509162
 122.271129,   -2.634743
 122.939239,   -2.761973
 123.607349,   -2.890859
 124.275458,   -3.022124
 124.943568,   -3.157391
 125.611678,   -3.294382
 126.279787,   -3.433107
 126.947897,   -3.573570
 127.616007,   -3.715781
 128.284116,   -3.859745
 128.952226,   -4.006898
 129.620336,   -4.157450
 130.288445,   -4.309825
 130.956555,   -4.464031
 131.624665,   -4.620073
 132.292774,   -4.774954
 132.960884,   -4.930346
 133.628994,   -5.087554
 134.297103,   -5.249293
 134.965213,   -5.413230
 135.633323,   -5.579050
 136.301432,   -5.746760
 136.969542,   -5.916369
 137.637652,   -6.087884
 138.305761,   -6.261312
