Time, Fuel Used
   0.000000,    0.000000
   1.000000,    1.073963
   2.000000,    2.148860
   3.000000,    3.224369
   4.000000,    4.300269
   5.000000,    5.376424
   6.000000,    6.452722
   7.000000,    7.529136
   8.000000,    8.605711
   9.000000,    9.682503
  10.000000,   10.759547
  11.000000,   11.836988
  12.000000,   12.914925
  13.000000,   13.993347
  14.000000,   15.072352
  15.000000,   16.151951
  16.000000,   17.232092
  17.000000,   18.312883
  17.960000,   19.351002
  18.960000,   20.433089
  19.582485,   21.107067
  20.189437,   21.764589
  20.689437,   22.306427
  21.689437,   23.390576
  22.689437,   24.475024
  22.990626,   24.801632
  23.990626,   25.885805
  24.990626,   26.969448
  25.990626,   28.052366
  26.990626,   29.134430
  27.942125,   30.163162
  28.942125,   31.243468
  29.942125,   32.322889
  30.942125,   33.401404
  31.942125,   34.478991
  32.942125,   35.555621
  33.942125,   36.631261
  34.942125,   37.705878
  34.990626,   37.757972
  35.990626,   38.831476
  36.990626,   39.903881
  37.035369,   39.951836
  38.035369,   41.023053
  39.035369,   42.093120
  40.035369,   43.162034
  41.035369,   44.229796
  42.035369,   45.296408
  43.035369,   46.361871
  44.035369,   47.426189
  44.568543,   47.993188
  45.568543,   49.015273
  46.568543,   49.955422
  47.568543,   50.813887
  48.568543,   51.590901
  49.568543,   52.327028
  50.568543,   53.062711
  51.568543,   53.797966
  52.568543,   54.532795
  53.568543,   55.267200
  54.568543,   56.001183
  55.568543,   56.734744
  56.568543,   57.467883
  57.568543,   58.200601
  58.568543,   58.932898
  59.568543,   59.664775
  60.568543,   60.396233
  61.568543,   61.127271
  62.568543,   61.857891
  63.568543,   62.588092
  64.568543,   63.317876
  65.568543,   64.047242
  66.568543,   64.776192
  67.568543,   65.504725
  68.568543,   66.232843
  69.568543,   66.960546
  70.568543,   67.687834
  71.568543,   68.414708
  72.568543,   69.141167
  73.568543,   69.867214
  74.568543,   70.592848
  75.568543,   71.318070
  76.568543,   72.042879
  77.568543,   72.767278
  78.568543,   73.491265
  79.568543,   74.214843
  80.568543,   74.938010
  81.568543,   75.660769
  82.568543,   76.383124
  83.568543,   77.105076
  84.568543,   77.826625
  85.568543,   78.547772
  86.568543,   79.268518
  87.568543,   79.988863
  88.568543,   80.708807
  89.568543,   81.428351
  90.568543,   82.147495
  91.568543,   82.866240
  92.568543,   83.584586
  93.568543,   84.302534
  94.568543,   85.020084
  95.568543,   85.737237
  96.568543,   86.453993
  97.568543,   87.170352
  98.568543,   87.886316
  99.568543,   88.601884
 100.568543,   89.317057
 101.568543,   90.031835
 102.568543,   90.746219
 103.568543,   91.460209
 104.568543,   92.173807
 105.568543,   92.887011
 106.568543,   93.599823
 107.568543,   94.312244
 108.568543,   95.024273
 109.568543,   95.735910
 110.568543,   96.447158
 111.568543,   97.158015
 112.568543,   97.868483
 113.568543,   98.578562
 114.568543,   99.288252
 115.568543,   99.997554
 116.568543,  100.706468
 117.568543,  101.414995
 118.568543,  102.123135
 119.568543,  102.830888
 120.568543,  103.538256
 121.568543,  104.245000
 121.741990,  104.367487
