Mach, Climb Angle
   0.378724,    0.793895
   0.382777,    0.837047
   0.386830,    0.877769
   0.390884,    0.916111
   0.394937,    0.952058
   0.398990,    0.985983
   0.403043,    1.018033
   0.407097,    1.047763
   0.411150,    1.075327
   0.415203,    1.101345
   0.419257,    1.125980
   0.423310,    1.148000
   0.427363,    1.169940
   0.431417,    1.190958
   0.435470,    1.209373
   0.439523,    1.226994
   0.443576,    1.245103
   0.447630,    1.262405
   0.451683,    1.278996
   0.455736,    1.293334
   0.459790,    1.309142
   0.463843,    1.323799
   0.467896,    1.338557
   0.471949,    1.350876
   0.476003,    1.363858
   0.480056,    1.375286
   0.484109,    1.386785
   0.488163,    1.396392
   0.492216,    1.405522
   0.496269,    1.413511
   0.500323,    1.420206
   0.504376,    1.427025
   0.508429,    1.431416
   0.512482,    1.435475
   0.516536,    1.438677
   0.520589,    1.440421
   0.524642,    1.442246
   0.528696,    1.442417
   0.532749,    1.441599
   0.536802,    1.440844
   0.540856,    1.438672
   0.544909,    1.435728
   0.548962,    1.432884
   0.553015,    1.429090
   0.557069,    1.423987
   0.561122,    1.419257
   0.565175,    1.414987
   0.569229,    1.408479
   0.573282,    1.401964
   0.577335,    1.395580
   0.581388,    1.388911
   0.585442,    1.380653
   0.589495,    1.372392
   0.593548,    1.364093
   0.597602,    1.354833
   0.601655,    1.343968
   0.605708,    1.333086
   0.609762,    1.322185
   0.613815,    1.310831
   0.617868,    1.297555
   0.621921,    1.284003
   0.625975,    1.270419
   0.630028,    1.256795
   0.634081,    1.242959
   0.638135,    1.227231
   0.642188,    1.211459
   0.646241,    1.195723
   0.650295,    1.180013
   0.654348,    1.164259
   0.658401,    1.146872
   0.662454,    1.129137
   0.666508,    1.111505
   0.670561,    1.093817
   0.674614,    1.076071
   0.678668,    1.058314
   0.682721,    1.038913
   0.686774,    1.019349
   0.690827,    0.999717
   0.694881,    0.980017
   0.698934,    0.960070
   0.702987,    0.940053
   0.707041,    0.919221
   0.711094,    0.897235
   0.715147,    0.874797
   0.719201,    0.852192
   0.723254,    0.829509
   0.727307,    0.806747
   0.731360,    0.783696
   0.735414,    0.760382
   0.739467,    0.735295
   0.743520,    0.710119
   0.747574,    0.684867
   0.751627,    0.659540
   0.755680,    0.634124
   0.759734,    0.608620
   0.763787,    0.583121
   0.767840,    0.557789
   0.771893,    0.531304
   0.775947,    0.504114
   0.780000,    0.476855
