-20	-0.469468
-15	-0.472901
-10	-0.476334
-5	-0.478974
0	-0.480332
5	-0.479972
10	-0.4776
15	-0.47306
20	-0.466208
25	-0.456848
30	-0.444736
35	-0.429624
40	-0.41126
45	-0.389396
50	-0.363884
55	-0.335076
60	-0.303692
65	-0.270636000000002
70	-0.237580000000003
