Speed (TAS), Climb Angle
 160.527837,    4.192589
 164.117993,    4.258795
 167.708148,    4.313742
 171.298304,    4.358392
 174.888460,    4.394301
 178.478616,    4.420592
 182.068772,    4.439781
 185.658928,    4.451633
 189.249083,    4.456222
 192.839239,    4.455014
 196.429395,    4.447912
 200.019551,    4.435966
 203.609707,    4.418602
 207.199862,    4.397353
 210.790018,    4.371238
 214.380174,    4.341645
 217.970330,    4.307901
 221.560486,    4.269438
 225.150642,    4.226949
 228.740797,    4.181515
 232.330953,    4.132613
 235.921109,    4.079627
 239.511265,    4.024978
 243.101421,    3.966003
 246.691576,    3.905202
 250.281732,    3.841096
 253.871888,    3.774779
 257.462044,    3.705442
 261.052200,    3.634528
 264.642355,    3.560182
 268.232511,    3.485736
 271.822667,    3.406522
 275.412823,    3.327076
 279.002979,    3.244633
 282.593135,    3.159236
 286.183290,    3.072782
 289.773446,    2.982418
 293.363602,    2.889639
 296.953758,    2.796006
 300.543914,    2.700186
 304.134069,    2.601733
 307.724225,    2.506345
 311.314381,    2.411387
 314.904537,    2.319587
 318.494693,    2.229911
 322.084849,    2.147959
 325.675004,    2.068280
 329.265160,    1.989013
 332.855316,    1.909922
 336.445472,    1.831303
 340.035628,    1.752089
 343.625783,    1.671772
 347.215939,    1.586972
 350.806095,    1.501198
 354.396251,    1.414087
 357.986407,    1.326041
 361.576563,    1.236886
 365.166718,    1.145052
 368.756874,    1.050616
 372.347030,    0.955252
 375.937186,    0.858961
 379.527342,    0.761751
 383.117497,    0.663623
 386.707653,    0.564574
 390.297809,    0.461994
 393.887965,    0.357884
 397.478121,    0.252815
 401.068276,    0.146785
 404.658432,    0.039793
 408.248588,   -0.068160
 411.838744,   -0.177075
 415.428900,   -0.286953
 419.019056,   -0.399457
 422.609211,   -0.514232
 426.199367,   -0.629997
 429.789523,   -0.746752
 433.379679,   -0.864498
 436.969835,   -0.983234
 440.559990,   -1.102963
 444.150146,   -1.223684
 447.740302,   -1.345398
 451.330458,   -1.468105
 454.920614,   -1.591927
 458.510770,   -1.719335
 462.100925,   -1.847761
 465.691081,   -1.977206
 469.281237,   -2.107670
 472.871393,   -2.239155
 476.461549,   -2.371662
 480.051704,   -2.505191
 483.641860,   -2.639743
 487.232016,   -2.775320
 490.822172,   -2.911923
 494.412328,   -3.049552
 498.002483,   -3.188210
 501.592639,   -3.327897
 505.182795,   -3.468614
 508.772951,   -3.612781
 512.363107,   -3.758021
 515.953263,   -3.904314
