Ground Distance, Speed
   0.000000,    0.000517
   0.000002,    0.003817
   0.000044,    0.016490
   0.000511,    0.055916
   0.002564,    0.125283
   0.008820,    0.232348
   0.024257,    0.385289
   0.047446,    0.538797
   0.078337,    0.692264
   0.117028,    0.846048
   0.163513,    0.999967
   0.217974,    1.154444
   0.280304,    1.309019
   0.350338,    1.463306
   0.428427,    1.618045
   0.514999,    1.773845
   0.610619,    1.931333
   0.714109,    2.088401
   0.826235,    2.246172
   0.948334,    2.406195
   1.077203,    2.564238
   1.218595,    2.727076
   1.367585,    2.888703
   1.526118,    3.051251
   1.695332,    3.215649
   1.872477,    3.379148
   2.060661,    3.544535
   2.258038,    3.710041
   2.468563,    3.878745
   2.690184,    4.048703
   2.924539,    4.220935
   3.165388,    4.390855
   3.418501,    4.562560
   3.686976,    4.737837
   3.963501,    4.911779
   4.257880,    5.090368
   4.562639,    5.268824
   4.878714,    5.447675
   5.207155,    5.627447
   5.552586,    5.810460
   5.906441,    5.992083
   6.275954,    6.175983
   6.659839,    6.361346
   7.061480,    6.549604
   7.472530,    6.736763
   7.898835,    6.925462
   8.342580,    7.116500
   8.805684,    7.310483
   9.277850,    7.503031
   9.766738,    7.697255
  10.275192,    7.894112
  10.798010,    8.091466
  11.334453,    8.289007
  11.888120,    8.487997
  12.462053,    8.689387
  13.047038,    8.889885
  13.659095,    9.094853
  14.293507,    9.302461
  14.941658,    9.509805
  15.610882,    9.719167
  16.297049,    9.929163
  17.004910,   10.141158
  17.728054,   10.353162
  18.474511,   10.567453
  19.230680,   10.780103
  20.015877,   10.996476
  20.829825,   11.216274
  21.655329,   11.434786
  22.496453,   11.653127
  23.354912,   11.871735
  24.247787,   12.094820
  25.162056,   12.318967
  26.103163,   12.545412
  27.066409,   12.772927
  28.050798,   13.001220
  29.056622,   13.230314
  30.084805,   13.460367
  31.152242,   13.695007
  32.227198,   13.927198
  33.316255,   14.158446
  34.449277,   14.394977
  35.604656,   14.632127
  36.786403,   14.870663
  37.986906,   15.109016
  39.220483,   15.349965
  40.472815,   15.590652
  41.761548,   15.834397
  43.075114,   16.078916
  44.410689,   16.323656
  45.777456,   16.570246
  47.162949,   16.816402
  48.594311,   17.066851
  50.039602,   17.315936
  51.516321,   17.566661
  53.022048,   17.818549
  54.571155,   18.073897
  56.128514,   18.326886
  57.729139,   18.583180
  59.367418,   18.841756
  61.018195,   19.098625
  62.696408,   19.356131
  64.421682,   19.617194
  66.170138,   19.878124
  67.963192,   20.142053
  69.777303,   20.405462
  71.627266,   20.670473
  73.501847,   20.935439
  75.405490,   21.200975
  77.338441,   21.467088
  79.317637,   21.736039
  81.322469,   22.004967
  83.368657,   22.275939
  85.444021,   22.547289
  85.859314,   22.601178
  86.925349,   22.738895
  87.365508,   22.795502
  87.412004,   22.801473
  87.453963,   22.806860
  87.461513,   22.807830
  87.471151,   22.809067
  87.474147,   22.809451
  87.475338,   22.809604
  87.477552,   22.809888
  87.479576,   22.810148
  87.495581,   22.812202
  87.602101,   22.825869
  87.999910,   22.876831
  89.218185,   23.032156
  91.165673,   23.278165
  93.166650,   23.528082
  95.196486,   23.778749
  97.269298,   24.031850
  99.354878,   24.283672
 101.475746,   24.536930
 103.645503,   24.793168
 105.828081,   25.048095
 108.053992,   25.305257
 110.293889,   25.561240
 112.571652,   25.818764
 114.880480,   26.077019
 117.232427,   26.337305
 119.612188,   26.597886
 122.026676,   26.859495
 124.448993,   27.119225
 126.914524,   27.380867
 129.416094,   27.643607
 131.946832,   27.906698
 134.515653,   28.171038
 137.121898,   28.436517
 139.759147,   28.702453
 142.428014,   28.968890
 145.129501,   29.235906
 147.858302,   29.502964
 150.638333,   29.772365
 153.442205,   30.041419
 156.287791,   30.311824
 159.163785,   30.582478
 162.064504,   30.852840
 165.019815,   31.125660
 167.982597,   31.396576
 170.977177,   31.667829
 174.044874,   31.943096
 177.119179,   32.216376
 180.217953,   32.489286
 183.348607,   32.762475
 186.551477,   33.039402
 189.788710,   33.316734
 193.049969,   33.593582
 196.340251,   33.870371
 199.671548,   34.148096
 203.044654,   34.426791
 206.447501,   34.705443
