Range, Altitude
   0.000000,    0.000000
   0.000018,    0.000000
   0.000200,    0.000000
   0.000401,    0.000000
   0.000603,    0.000000
   0.000804,    0.000000
   0.001006,    0.000000
   0.001207,    0.000000
   0.001409,    0.000000
   0.001610,    0.000000
   0.001812,    0.000000
   0.002013,    0.000000
   0.002505,    0.000000
   0.003034,    0.000000
   0.003562,    0.000000
   0.004090,    0.000000
   0.004619,    0.000000
   0.005147,    0.000000
   0.005675,    0.000000
   0.006204,    0.000000
   0.006732,    0.000000
   0.007261,    0.000000
   0.008076,    0.000000
   0.008927,    0.000000
   0.009778,    0.000000
   0.010629,    0.000000
   0.011481,    0.000000
   0.012332,    0.000000
   0.013183,    0.000000
   0.014034,    0.000000
   0.014885,    0.000000
   0.015736,    0.000000
   0.016871,    0.000000
   0.018041,    0.000000
   0.019211,    0.000000
   0.020380,    0.000000
   0.021550,    0.000000
   0.022720,    0.000000
   0.023890,    0.000000
   0.025060,    0.000000
   0.026230,    0.000000
   0.027400,    0.000000
   0.028849,    0.000000
   0.030333,    0.000000
   0.031817,    0.000000
   0.033302,    0.000000
   0.034786,    0.000000
   0.036270,    0.000000
   0.037754,    0.000000
   0.039239,    0.000000
   0.040723,    0.000000
   0.042207,    0.000000
   0.043967,    0.000000
   0.045761,    0.000000
   0.047555,    0.000000
   0.049349,    0.000000
   0.051144,    0.000000
   0.052938,    0.000000
   0.054732,    0.000000
   0.056526,    0.000000
   0.058320,    0.000000
   0.060114,    0.000000
   0.062179,    0.000000
   0.064277,    0.000000
   0.066376,    0.000000
   0.068474,    0.000000
   0.070573,    0.000000
   0.072671,    0.000000
   0.074770,    0.000000
   0.076868,    0.000000
   0.078966,    0.000000
   0.081065,    0.000000
   0.083428,    0.000000
   0.085825,    0.000000
   0.088222,    0.000000
   0.090618,    0.000000
   0.093015,    0.000000
   0.095411,    0.000000
   0.097808,    0.000000
   0.100205,    0.000000
   0.102601,    0.000000
   0.104998,    0.000000
   0.107654,    0.000000
   0.110343,    0.000000
   0.113031,    0.000000
   0.115720,    0.000000
   0.118409,    0.000000
   0.121097,    0.000000
   0.123786,    0.000000
   0.126475,    0.000000
   0.129163,    0.000000
   0.131852,    0.000000
   0.134795,    0.000000
   0.137769,    0.000000
   0.140744,    0.000000
   0.143718,    0.000000
   0.146693,    0.000000
   0.149667,    0.000000
   0.152642,    0.000000
   0.155616,    0.000000
   0.158591,    0.000000
   0.161565,    0.000000
   0.164789,    0.000000
   0.168043,    0.000000
   0.171297,    0.000000
   0.174551,    0.000000
   0.177806,    0.000000
   0.181060,    0.000000
   0.184314,    0.000000
   0.187568,    0.000000
   0.190823,    0.000000
   0.194077,    0.000000
   0.197574,    0.000000
   0.201102,    0.000000
   0.204629,    0.000000
   0.208157,    0.000000
   0.211684,    0.000000
   0.215212,    0.000000
   0.218739,    0.000000
   0.222267,    0.000000
   0.225794,    0.000000
   0.229322,    0.000000
   0.233086,    0.000000
   0.236879,    0.000000
   0.240672,    0.000000
   0.244465,    0.000000
   0.248259,    0.000000
   0.252052,    0.000000
   0.255845,    0.000000
   0.259638,    0.000000
   0.263431,    0.000000
   0.267225,    0.000000
   0.271247,    0.000000
   0.275298,    0.000000
   0.279349,    0.000000
   0.283400,    0.000000
   0.287451,    0.000000
   0.291502,    0.000000
   0.295553,    0.000000
   0.299604,    0.000000
   0.303655,    0.000000
   0.307706,    0.000000
   0.311979,    0.000000
   0.316280,    0.000000
   0.320581,    0.000000
   0.324882,    0.000000
   0.329183,    0.000000
   0.333484,    0.000000
   0.337785,    0.000000
   0.342086,    0.000000
   0.346387,    0.000000
   0.350688,    0.000000
   0.355204,    0.000000
   0.359747,    0.000000
   0.364291,    0.000000
   0.368834,    0.000000
   0.373377,    0.000000
   0.377921,    0.000000
   0.382464,    0.000000
   0.387007,    0.000000
   0.391551,    0.000000
   0.396094,    0.000000
   0.400846,    0.000000
   0.405624,    0.000000
   0.410402,    0.000000
   0.415181,    0.000000
   0.419959,    0.000000
   0.424737,    0.000000
   0.429515,    0.000000
   0.434293,    0.000000
   0.439071,    0.000000
   0.443850,    0.000000
   0.448830,    0.000000
   0.453836,    0.000000
   0.458841,    0.000000
   0.463847,    0.000000
   0.468853,    0.000000
   0.473858,    0.000000
   0.478864,    0.000000
   0.483870,    0.000000
   0.488876,    0.000000
   0.493881,    0.000000
   0.499047,    0.000000
   0.504233,    0.000000
   0.509419,    0.000000
   0.514606,    0.000000
   0.519792,    0.000000
   0.524978,    0.000000
   0.527164,    0.000000
   0.532458,    0.000000
   0.537753,    0.000000
   0.543047,    0.000000
   0.548386,    0.000000
   0.553824,    0.000000
   0.559262,    0.000000
   0.564700,    0.000000
   0.570138,    0.000000
   0.575576,    0.000000
   0.581014,    0.000000
   0.586452,    0.000000
   0.591890,    0.000000
   0.597328,    0.000000
   0.602828,    0.000000
   0.608467,    0.000000
   0.614106,    0.000000
   0.619745,    0.000000
   0.625384,    0.000000
   0.631023,    0.000000
   0.636662,    0.000000
   0.642301,    0.000000
   0.647939,    0.000000
   0.653578,    0.000000
   0.659276,    0.000000
   0.665102,    0.000000
   0.670929,    0.000000
   0.676755,    0.000000
   0.682582,    0.000000
   0.688408,    0.000000
   0.694235,    0.000000
   0.700062,    0.000000
   0.705888,    0.000000
   0.711715,    0.000000
   0.715732,    0.000000
   0.721712,    0.153204
   0.727692,    0.306408
   0.733673,    0.459612
   0.739653,    0.612816
   0.745633,    0.766020
   0.751614,    0.919224
   0.757594,    1.072429
   0.763574,    1.225633
   0.769554,    1.378837
   0.775535,    1.532041
   0.781579,    1.932100
   0.787623,    2.332160
   0.793667,    2.732220
   0.799712,    3.132280
   0.805756,    3.532339
   0.811821,    4.106561
   0.817887,    4.680782
   0.823953,    5.255004
   0.830019,    5.829225
   0.836084,    6.403447
   0.842157,    7.165088
   0.848230,    7.926728
   0.854302,    8.688369
   0.860375,    9.450010
   0.866447,   10.211651
   0.866447,   10.668000
   7.198996,  585.216000
  13.847104, 1159.764000
  20.909742, 1734.312000
  28.705203, 2308.860000
  37.552122, 2883.408000
  47.643297, 3457.956000
  59.260967, 4032.504000
  72.876742, 4607.052000
  89.579057, 5181.600000
  89.579057, 5181.600000
  96.198591, 5181.600000
 102.818125, 5181.600000
 109.437659, 5181.600000
 116.057192, 5181.600000
 122.676726, 5181.600000
 129.296260, 5181.600000
 135.915794, 5181.600000
 142.535327, 5181.600000
 149.154861, 5181.600000
 155.774395, 5181.600000
 162.393928, 5181.600000
 169.013462, 5181.600000
 175.632996, 5181.600000
 182.252530, 5181.600000
 188.872063, 5181.600000
 195.491597, 5181.600000
 202.111131, 5181.600000
 208.730665, 5181.600000
 215.350198, 5181.600000
 221.969732, 5181.600000
 228.589266, 5181.600000
