Ground Roll Distance, Horizontal Forces
   0.000000, 5684.564133
   0.000000, 5669.879943
   0.000000, 5568.468509
   0.000000, 5548.407476
   0.000000, 5528.419408
   0.000000, 5508.503973
   0.000000, 5488.660841
   0.000000, 5484.700862
   0.000000, 5484.577056
   0.000000, 5484.512888
   0.000000, 5484.482021
   0.000000, 5484.469147
   0.000000, 5484.465706
   0.000000, 5484.461208
   0.000000, 5484.456878
   0.000000, 5484.413584
   0.000000, 5483.980617
   0.000000, 5479.648147
   0.000000, 5436.043707
   0.000000, 5162.049816
   0.000000, 4869.827199
   0.000000, 4560.069820
   0.000000, 4233.970550
   0.000000, 3893.293353
   0.000000, 3540.437373
   0.000000, 3178.486436
   0.000000, 2811.236597
   0.000000, 2443.193935
   0.000000, 2079.535107
   0.000000, 1726.024408
   0.000000, 1388.883470
   0.000000, 1074.613176
   0.000000,  789.771890
   0.000000,  540.719094
   0.000000,  333.338618
   0.000000,  172.759873
   0.000000,   63.098226
   0.000000,    9.518891
   0.000000,    0.000000
