1	-0.546023309090909
1.5	-0.5238763
2	-0.501729290909091
2.5	-0.484964563636364
3	-0.471288
3.5	-0.463396
4	-0.461
4.5	-0.460336
5	-0.460096
5.5	-0.460152
6	-0.46048
6.5	-0.461004
7	-0.461624
7.5	-0.462236
8	-0.46274
8.5	-0.46309
9	-0.463294
9.5	-0.463397000000001
10	-0.463500000000002
