Ground distance, CD
   0.000000,    0.076068
   6.087701,    0.076068
  24.231001,    0.076068
  54.248970,    0.076068
  95.959182,    0.076068
 149.177878,    0.076068
 213.720117,    0.076068
 289.399935,    0.076068
 376.030524,    0.076068
 473.424389,    0.076068
 581.393488,    0.076068
 699.749443,    0.076068
 828.303762,    0.076068
 966.868134,    0.076068
1115.254802,    0.076068
1273.276817,    0.076068
1440.748392,    0.076068
1617.484919,    0.076068
1803.303043,    0.076068
1892.083060,    0.076068
2090.868905,    0.076073
2220.079878,    0.075905
2346.802302,    0.076256
2454.703744,    0.096679
2675.528204,    0.211075
2900.445616,    0.239279
2953.176401,    0.241020
3176.770087,    0.242802
3404.083343,    0.194581
3631.394627,    0.177462
3858.704235,    0.171305
4086.012619,    0.168776
4313.320484,    0.167280
4540.629240,    0.166302
4767.938186,    0.165058
4995.247348,    0.164074
5222.556800,    0.163089
5449.866603,    0.162103
5677.176808,    0.161117
5680.656626,    0.161098
5817.281455,    0.160575
6044.591313,    0.160577
6271.901335,    0.160839
6499.211719,    0.160840
6726.522471,    0.161103
6953.833673,    0.161471
7181.145351,    0.161889
7408.457537,    0.162151
7635.770210,    0.162413
7726.940060,    0.162413
7954.251981,    0.155438
8181.562368,    0.154006
8408.872181,    0.153767
8636.182939,    0.154245
8863.495073,    0.161891
9090.808671,    0.164508
9318.123293,    0.165293
9545.438605,    0.165817
9772.754477,    0.166079
10000.070794,    0.166341
10227.387531,    0.166602
10454.704703,    0.166864
10682.022329,    0.167126
10909.340380,    0.167388
11136.658782,    0.167650
11363.977647,    0.167911
11591.296877,    0.167911
11818.616634,    0.168173
12045.936905,    0.168435
12273.257619,    0.168697
12500.578794,    0.168959
12727.900444,    0.169220
12955.222464,    0.169482
13182.544856,    0.169744
13409.867596,    0.169884
13637.190892,    0.170006
13864.514665,    0.170267
14091.838954,    0.170529
14319.163760,    0.170791
14546.489061,    0.171053
14773.814828,    0.171314
15001.140981,    0.171576
15228.467543,    0.171838
15455.794602,    0.171838
15683.122180,    0.172100
15910.450229,    0.172361
16137.778789,    0.172623
16365.107847,    0.172885
16592.437333,    0.173147
16819.767259,    0.173408
17047.097720,    0.173670
17274.428607,    0.173893
17501.760039,    0.173932
17729.092097,    0.174194
17956.424669,    0.174455
18183.757732,    0.174717
18411.091338,    0.174979
18638.425510,    0.175251
18865.760116,    0.175532
19093.095097,    0.175813
19320.430437,    0.175813
19547.766201,    0.176093
19775.102232,    0.176374
20002.437830,    0.176374
20229.773069,    0.176374
20457.108712,    0.176655
20684.444775,    0.176935
20911.781282,    0.177216
21139.118238,    0.177497
21366.455598,    0.177777
21593.793302,    0.178058
21821.131390,    0.178339
22048.469922,    0.178619
22275.808871,    0.178900
22503.148208,    0.179181
22730.487993,    0.179461
22957.828177,    0.179706
23185.168783,    0.179742
23412.509925,    0.180022
23639.851522,    0.180303
23867.193541,    0.180584
24094.535946,    0.180864
24321.878716,    0.181145
24549.221881,    0.181426
24776.565488,    0.181706
25003.909555,    0.181987
25231.254054,    0.182268
25458.598975,    0.182548
25685.944299,    0.182548
25913.290017,    0.182829
26140.636165,    0.183110
26246.719160,    0.183390
