eta, Cd
   0.000000,    0.005560
   0.020408,    0.005561
   0.040816,    0.005563
   0.061224,    0.005565
   0.081633,    0.005567
   0.102041,    0.005569
   0.122449,    0.005571
   0.142857,    0.005573
   0.163265,    0.005576
   0.183673,    0.005578
   0.204082,    0.005580
   0.224490,    0.005582
   0.244898,    0.005584
   0.265306,    0.005586
   0.285714,    0.005589
   0.306122,    0.005591
   0.326531,    0.005593
   0.346939,    0.005595
   0.367347,    0.005597
   0.387755,    0.005599
   0.408163,    0.005601
   0.428571,    0.005603
   0.448980,    0.005605
   0.469388,    0.005607
   0.489796,    0.005609
   0.510204,    0.005610
   0.530612,    0.005612
   0.551020,    0.005614
   0.571429,    0.005615
   0.591837,    0.005617
   0.612245,    0.005618
   0.632653,    0.005619
   0.653061,    0.005620
   0.673469,    0.005621
   0.693878,    0.005621
   0.714286,    0.005622
   0.734694,    0.005621
   0.755102,    0.005621
   0.775510,    0.005620
   0.795918,    0.005618
   0.816327,    0.005616
   0.836735,    0.005612
   0.857143,    0.005607
   0.877551,    0.005601
   0.897959,    0.005593
   0.918367,    0.005583
   0.938776,    0.005569
   0.959184,    0.005560
   0.979592,    0.005560
   1.000000,    0.005526
