Vfailure/VsTO, Distance
   0.500000,  973.727520
   0.500551,  975.980348
   0.501101,  978.233177
   0.501652,  980.486005
   0.502202,  982.738834
   0.502753,  984.991662
   0.503303,  987.244491
   0.503854,  989.497319
   0.504404,  991.750148
   0.504955,  994.002976
   0.505506,  996.255805
   0.506056,  998.508633
   0.506607, 1000.761462
   0.507157, 1003.014290
   0.507708, 1005.267119
   0.508258, 1007.519947
   0.508809, 1009.772776
   0.509359, 1012.025604
   0.509910, 1014.278433
   0.510460, 1016.531261
   0.511011, 1018.784089
   0.511562, 1021.036918
   0.512112, 1023.289746
   0.512663, 1025.542575
   0.513213, 1027.795403
   0.513764, 1030.048232
   0.514314, 1032.301060
   0.514865, 1034.553889
   0.515415, 1036.806717
   0.515966, 1039.059546
   0.516517, 1041.312374
   0.517067, 1043.565203
   0.517618, 1045.818031
   0.518168, 1048.070860
   0.518719, 1050.323688
   0.519269, 1052.576517
   0.519820, 1054.829345
   0.520370, 1057.082174
   0.520921, 1059.335002
   0.521471, 1061.587831
   0.522022, 1063.840659
   0.522573, 1066.093488
   0.523123, 1068.346316
   0.523674, 1070.599145
   0.524224, 1072.851973
   0.524775, 1075.104802
   0.525325, 1077.357630
   0.525876, 1079.610458
   0.526426, 1081.863287
   0.526977, 1084.116115
   0.527528, 1086.368944
   0.528078, 1088.621772
   0.528629, 1090.874601
   0.529179, 1093.127429
   0.529730, 1095.380258
   0.530280, 1097.633086
   0.530831, 1099.885915
   0.531381, 1102.138743
   0.531932, 1104.391572
   0.532482, 1106.644400
   0.533033, 1108.897229
   0.533584, 1111.150057
   0.534134, 1113.402886
   0.534685, 1115.655714
   0.535235, 1117.908543
   0.535786, 1120.161371
   0.536336, 1122.414200
   0.536887, 1124.667028
   0.537437, 1126.919857
   0.537988, 1129.172685
   0.538539, 1131.425514
   0.539089, 1133.678342
   0.539640, 1135.931170
   0.540190, 1138.183999
   0.540741, 1140.436827
   0.541291, 1142.689656
   0.541842, 1144.942484
   0.542392, 1147.195313
   0.542943, 1149.448141
   0.543493, 1151.700970
   0.544044, 1153.953798
   0.544595, 1156.206627
   0.545145, 1158.459455
   0.545696, 1160.712284
   0.546246, 1162.965112
   0.546797, 1165.217941
   0.547347, 1167.470769
   0.547898, 1169.723598
   0.548448, 1171.976426
   0.548999, 1174.229255
   0.549550, 1176.482083
   0.550100, 1178.734912
   0.550651, 1180.987740
   0.551201, 1183.240569
   0.551752, 1185.493397
