Ground Roll distance, Vertical Forces
 340.712273, 167390.850556
 348.809444, 166578.843372
 404.882704, 161024.969083
 415.983848, 159939.693261
 427.047537, 158862.730764
 438.073930, 157794.003556
 449.063189, 156733.434495
 451.256599, 156522.292934
 451.317525, 156516.430603
 451.346375, 156513.654768
 451.376280, 156510.777371
 451.394846, 156508.991090
 451.401182, 156508.381478
 451.403385, 156508.169493
 451.404191, 156508.082062
 451.404952, 156507.919455
 451.412562, 156506.293387
 451.488662, 156490.032747
 452.249446, 156327.430511
 459.835496, 154701.850972
 513.290076, 143027.992717
 532.279854, 138787.186975
 539.046559, 137264.023560
 545.607900, 135780.881059
 595.564887, 124285.151281
 643.278340, 112964.553010
 688.680486, 101876.254859
 731.705550, 91078.822795
 772.290165, 80631.605903
 810.373766, 70594.061599
 845.899005, 61025.030734
 878.812139, 51981.975479
 909.063422, 43520.195139
 936.607469, 35692.036934
 939.580213, 34840.215093
 941.379344, 34324.030686
 943.006618, 33856.671901
 958.663693, 29335.486117
 980.995721, 22810.549557
1000.504452, 17037.924548
1017.156922, 12058.125204
1030.925855, 7905.663087
1041.789881, 4608.465150
1049.733726, 2187.399026
1054.748336,  655.919758
1056.830957,   19.848577
1056.895867,    0.045781
1056.896016,    0.000314
