Time, Powers
  14.968358, 3046.523818
  14.968358, 2546.330782
  15.830802, 2545.711883
  16.693245, 2545.093097
  17.555688, 2544.474424
  18.418132, 2543.855866
  19.280575, 2543.237421
  20.143018, 2542.619089
  21.005461, 2542.000871
  21.867905, 2541.382767
  22.730348, 2540.764777
  23.592791, 2540.146900
  24.455235, 2539.529137
  25.317678, 2538.911487
  26.180121, 2538.293951
  27.042565, 2537.676528
  27.905008, 2537.059219
  28.767451, 2536.442024
  29.629895, 2535.824942
  30.492338, 2535.207974
  31.354781, 2534.591120
  32.217225, 2533.974379
  33.079668, 2533.357752
  33.942111, 2532.741238
  34.804555, 2532.124838
  35.666998, 2531.508551
  36.529441, 2530.892378
  37.391885, 2530.276319
  38.254328, 2529.660373
  39.116771, 2529.044541
  39.979215, 2528.428822
  39.979215, 1444.641222
  41.139143, 1328.419631
  42.301874, 1240.944591
  43.463193, 1149.783984
  44.619342, 1055.509330
  45.768081,  960.491414
  46.905098,  860.620535
  48.026307,  755.665852
  49.143709,  675.720402
  50.253604,  591.374417
  50.253604, 3839.473382
  50.833005, 3840.015801
  51.418049, 3842.007398
  52.008556, 3845.585487
  52.607292, 3829.545600
  53.225054, 3762.666060
  53.871173, 3695.487102
  54.548638, 3628.181786
  55.259779, 3566.228992
  56.006440, 3507.932767
  56.006440, 1428.324258
  57.858634, 1426.454513
  59.711637, 1424.586303
  61.565449, 1422.719631
  63.420072, 1420.854497
  65.275506, 1418.990900
  67.131752, 1417.128843
  68.988810, 1415.268325
  70.846682, 1413.409347
  72.705368, 1411.551910
  72.705368, 1056.532528
  73.351774, 1059.708166
  73.988012,  984.297160
  74.626788,  949.266481
  75.268241,  915.498113
  75.912514,  882.984105
  76.559398,  850.621020
  77.208755,  818.614773
  77.860123,  785.981984
  78.512585,  751.364604
  78.512585, 1414.025714
  83.512585, 1410.121949
  88.512585, 1406.227440
  93.512585, 1402.373304
  98.512585, 1398.610743
 103.512585, 1394.856858
 108.512585, 1391.111634
 113.512585, 1387.375060
 118.512585, 1383.647121
 123.512585, 1379.927803
 123.512585,  758.943599
 123.514252,  758.948039
 123.515918,  758.952445
 123.517585,  758.956851
 123.519252,  758.960713
 123.520918,  758.964471
 123.522585,  758.968229
 123.524252,  758.971987
 123.525918,  758.975745
 123.527585,  758.979503
 123.529252,  758.983261
 123.530918,  758.987019
 123.532585,  758.990777
 123.534252,  758.994535
 123.535918,  758.998078
 123.537585,  759.001579
 123.539252,  759.005080
 123.540918,  759.008581
 123.542585,  759.012082
 123.544252,  759.015583
 123.545918,  759.019084
 123.547585,  759.022585
 123.549252,  759.026087
 123.550918,  759.029588
 123.552585,  759.033066
 123.554252,  759.036541
 123.555918,  759.040016
 123.557585,  759.043490
 123.559252,  759.046965
 123.560918,  759.050439
 123.562585,  759.053914
 123.564252,  759.057388
 123.565918,  759.060863
 123.567585,  759.064338
 123.569252,  759.066746
 123.570918,  759.068950
 123.572585,  759.071153
 123.574252,  759.073356
 123.575918,  759.075559
 123.577585,  759.077762
 123.579252,  759.079966
 123.580918,  759.082169
 123.582585,  759.084372
 123.584252,  759.086575
 123.585918,  759.089704
 123.587585,  759.093012
 123.589252,  759.096320
 123.590918,  759.099628
 123.592585,  759.102935
 123.594252,  759.106243
 123.595918,  759.109551
 123.597585,  759.112859
 123.599252,  759.116166
 123.600918,  759.119474
 123.602585,  759.122410
 123.604252,  759.125275
 123.605918,  759.128140
 123.607585,  759.131004
 123.609252,  759.133869
 123.610918,  759.136733
 123.612585,  759.139598
 123.614252,  759.142462
 123.615918,  759.145327
 123.617585,  759.148191
 123.619252,  759.151110
 123.620918,  759.154039
 123.622585,  759.156968
 123.624252,  759.159897
 123.625918,  759.162826
 123.627585,  759.165755
 123.629252,  759.168684
 123.630918,  759.171613
 123.632585,  759.174542
 123.634252,  759.177471
 123.635918,  759.180890
 123.637585,  759.184403
 123.639252,  759.187917
 123.640918,  759.191430
 123.642585,  759.194944
 123.644252,  759.198457
 123.645918,  759.201971
 123.647585,  759.205484
 123.649252,  759.208998
 123.650918,  759.212511
 123.652585,  759.215561
 123.654252,  759.218521
 123.655918,  759.221481
 123.657585,  759.224441
 123.659252,  759.227401
 123.660918,  759.230361
 123.662585,  759.233321
 123.664252,  759.236281
 123.665918,  759.239241
 123.667585,  759.242201
 123.669252,  759.245145
 123.670918,  759.248086
 123.672585,  759.251028
 123.674252,  759.253969
 123.675918,  759.256911
 123.677585,  759.259852
 123.679252,  759.262794
 123.680918,  759.265735
 123.682585,  759.268677
 123.684252,  759.271618
 123.685918,  759.273528
 123.687585,  759.275239
 123.689252,  759.276950
 123.690918,  759.278660
 123.692585,  759.280371
 123.694252,  759.282082
 123.695918,  759.283793
 123.697585,  759.285504
 123.699252,  759.287215
 123.700918,  759.288925
 123.702585,  759.290451
 123.704252,  759.291940
 123.705918,  759.293430
 123.707585,  759.294919
 123.709252,  759.296408
 123.710918,  759.297898
 123.712585,  759.299387
 123.714252,  759.300877
 123.715918,  759.302366
 123.717585,  759.303856
 123.719252,  759.305300
 123.720918,  759.306736
 123.722585,  759.308172
 123.724252,  759.309608
 123.725918,  759.311044
 123.727585,  759.312479
 123.729252,  759.313915
 123.730918,  759.315351
 123.732585,  759.316787
 123.734252,  759.318223
 123.735918,  759.320134
 123.737585,  759.322137
 123.739252,  759.324140
 123.740918,  759.326144
 123.742585,  759.328147
 123.744252,  759.330150
 123.745918,  759.332153
 123.747585,  759.334156
 123.749252,  759.336160
 123.750918,  759.338163
 123.752585,  759.339694
 123.754252,  759.341135
 123.755918,  759.342575
 123.757585,  759.344015
 123.759252,  759.345456
 123.760918,  759.346896
 123.762585,  759.348336
 123.764252,  759.349777
 123.765918,  759.351217
 123.767585,  759.352657
 123.769252,  759.354134
 123.770918,  759.355618
 123.772585,  759.357101
 123.774252,  759.358585
 123.775918,  759.360069
 123.777585,  759.361552
 123.779252,  759.363036
 123.780918,  759.364520
 123.782585,  759.366003
 123.784252,  759.367487
 123.785918,  759.369523
 123.787585,  759.371665
 123.789252,  759.373808
 123.790918,  759.375950
 123.792585,  759.378092
 123.794252,  759.380235
 123.795918,  759.382377
 123.797585,  759.384520
 123.799252,  759.386662
 123.800918,  759.388805
 123.802585,  759.390541
 123.804252,  759.392200
 123.805918,  759.393858
 123.807585,  759.395516
 123.809252,  759.397175
 123.810918,  759.398833
 123.812585,  759.400491
 123.814252,  759.402150
 123.815918,  759.403808
 123.817585,  759.405467
 123.819252,  759.407215
 123.820918,  759.408982
 123.822585,  759.410748
 123.824252,  759.412515
 123.825918,  759.414281
 123.827585,  759.416048
 123.829252,  759.417814
 123.830918,  759.419580
 123.832585,  759.421347
 123.834252,  759.423113
 123.835918,  759.425468
 123.837585,  759.427937
 123.839252,  759.430405
 123.840918,  759.432874
 123.842585,  759.435342
 123.844252,  759.437811
 123.845918,  759.440279
 123.847585,  759.442748
 123.849252,  759.445216
 123.850918,  759.447685
 123.852585,  759.449767
 123.854252,  759.451774
 123.855918,  759.453781
 123.857585,  759.455788
 123.859252,  759.457795
 123.860918,  759.459803
 123.862585,  759.461810
 123.864252,  759.463817
 123.865918,  759.465824
 123.867585,  759.467831
 123.869252,  759.469930
 123.870918,  759.472047
 123.872585,  759.474164
 123.874252,  759.476281
 123.875918,  759.478398
 123.877585,  759.480515
 123.879252,  759.482632
 123.880918,  759.484749
 123.882585,  759.486866
 123.884252,  759.488983
 123.885918,  759.491673
 123.887585,  759.494473
 123.889252,  759.497274
 123.890918,  759.500075
 123.892585,  759.502875
 123.894252,  759.505676
 123.895918,  759.508477
 123.897585,  759.511277
 123.899252,  759.514078
 123.900918,  759.516879
 123.902585,  759.519261
 123.904252,  759.521562
 123.905918,  759.523863
 123.907585,  759.526164
 123.909252,  759.528466
 123.910918,  759.530767
 123.912585,  759.533068
 123.914252,  759.535369
 123.915918,  759.537670
 123.917585,  759.539972
 123.919252,  759.542319
 123.920918,  759.544676
 123.922585,  759.547033
 123.924252,  759.549389
 123.925918,  759.551746
 123.927585,  759.554103
 123.929252,  759.556460
 123.930918,  759.558816
 123.932585,  759.561173
 123.934252,  759.563530
 123.935918,  759.566407
 123.937585,  759.569385
 123.939252,  759.572364
 123.940918,  759.575342
 123.942585,  759.578320
 123.944252,  759.581298
 123.945918,  759.584276
 123.947585,  759.587254
 123.949252,  759.590232
 123.950918,  759.593210
 123.952585,  759.595709
 123.954252,  759.598116
 123.955918,  759.600523
 123.957585,  759.602929
 123.959252,  759.605336
 123.960918,  759.607743
 123.962585,  759.610149
 123.964252,  759.612556
 123.965918,  759.614963
 123.967585,  759.617369
 123.969252,  759.619761
 123.970918,  759.622149
 123.972585,  759.624538
 123.974252,  759.626927
 123.975918,  759.629315
 123.977585,  759.631704
 123.979252,  759.634092
 123.980918,  759.636481
 123.982585,  759.638869
 123.984252,  759.641258
 123.985918,  759.644108
 123.987585,  759.647047
 123.989252,  759.649987
 123.990918,  759.652926
 123.992585,  759.655865
 123.994252,  759.658804
 123.995918,  759.661744
 123.997585,  759.664683
 123.999252,  759.667622
 124.000918,  759.670561
 124.002585,  759.672967
 124.004252,  759.675270
 124.005918,  759.677573
 124.007585,  759.679875
 124.009252,  759.682178
 124.010918,  759.684481
 124.012585,  759.686783
 124.014252,  759.689086
 124.015918,  759.691389
 124.017585,  759.693691
 124.019252,  759.697367
 124.020918,  759.701308
 124.022585,  759.705249
 124.024252,  759.709190
 124.025918,  759.713131
 124.027585,  759.717072
 124.029252,  759.721013
 124.030918,  759.724954
 124.032585,  759.728895
 124.034252,  759.732836
 124.035918,  759.736938
 124.037585,  759.741072
 124.039252,  759.745205
 124.040918,  759.749338
 124.042585,  759.753472
 124.044252,  759.757605
 124.045918,  759.761738
 124.047585,  759.765872
 124.049252,  759.770005
 124.050918,  759.774138
 124.052585,  759.777577
 124.054252,  759.780882
 124.055918,  759.784186
 124.057585,  759.787491
 124.059252,  759.790795
 124.060918,  759.794100
 124.062585,  759.797404
 124.064252,  759.800709
 124.065918,  759.804013
 124.067585,  759.807318
 124.069252,  759.810380
 124.070918,  759.813395
 124.072585,  759.816410
 124.074252,  759.819425
 124.075918,  759.822440
 124.077585,  759.825455
 124.079252,  759.828470
 124.080918,  759.831485
 124.082585,  759.834500
 124.084252,  759.837515
 124.085918,  759.840497
 124.087585,  759.843473
 124.089252,  759.846449
 124.090918,  759.849425
 124.092585,  759.852401
 124.094252,  759.855377
 124.095918,  759.858353
 124.097585,  759.861329
 124.099252,  759.864305
 124.100918,  759.867281
 124.102585,  759.870675
 124.104252,  759.874149
 124.105918,  759.877623
 124.107585,  759.881098
 124.109252,  759.884572
 124.110918,  759.888047
 124.112585,  759.891521
 124.114252,  759.894996
 124.115918,  759.898470
 124.117585,  759.901944
 124.119252,  759.904889
 124.120918,  759.907731
 124.122585,  759.910574
 124.124252,  759.913416
 124.125918,  759.916258
 124.127585,  759.919101
 124.129252,  759.921943
 124.130918,  759.924785
 124.132585,  759.927628
 124.134252,  759.930470
 124.135918,  759.933253
 124.137585,  759.936025
 124.139252,  759.938797
 124.140918,  759.941569
 124.142585,  759.944341
 124.144252,  759.947113
 124.145918,  759.949885
 124.147585,  759.952657
 124.149252,  759.955429
 124.150918,  759.958201
 124.152585,  759.959909
 124.154252,  759.961411
 124.155918,  759.962913
 124.157585,  759.964416
 124.159252,  759.965918
 124.160918,  759.967420
 124.162585,  759.968923
 124.164252,  759.970425
 124.165918,  759.971927
 124.167585,  759.973430
 124.169252,  759.974742
 124.170918,  759.976017
 124.172585,  759.977293
 124.174252,  759.978568
 124.175918,  759.979844
 124.177585,  759.981119
 124.179252,  759.982395
 124.180918,  759.983670
 124.182585,  759.984946
 124.184252,  759.986221
 124.185918,  759.987468
 124.187585,  759.988709
 124.189252,  759.989951
 124.190918,  759.991192
 124.192585,  759.992433
 124.194252,  759.993675
 124.195918,  759.994916
 124.197585,  759.996158
 124.199252,  759.997399
 124.200918,  759.998640
 124.202585,  760.000396
 124.204252,  760.002251
 124.205918,  760.004107
 124.207585,  760.005962
 124.209252,  760.007817
 124.210918,  760.009672
 124.212585,  760.011527
 124.214252,  760.013382
 124.215918,  760.015238
 124.217585,  760.017093
 124.219252,  760.018521
 124.220918,  760.019868
 124.222585,  760.021214
 124.224252,  760.022560
 124.225918,  760.023906
 124.227585,  760.025252
 124.229252,  760.026599
 124.230918,  760.027945
 124.232585,  760.029291
 124.234252,  760.030637
 124.235918,  760.032082
 124.237585,  760.033546
 124.239252,  760.035010
 124.240918,  760.036474
 124.242585,  760.037937
 124.244252,  760.039401
 124.245918,  760.040865
 124.247585,  760.042329
 124.249252,  760.043793
 124.250918,  760.045257
 124.252585,  760.047344
 124.254252,  760.049552
 124.255918,  760.051760
 124.257585,  760.053967
 124.259252,  760.056175
 124.260918,  760.058383
 124.262585,  760.060591
 124.264252,  760.062799
 124.265918,  760.065006
 124.267585,  760.067214
 124.269252,  760.069083
 124.270918,  760.070886
 124.272585,  760.072689
 124.274252,  760.074492
 124.275918,  760.076295
 124.277585,  760.078098
 124.279252,  760.079901
 124.280918,  760.081704
 124.282585,  760.083507
 124.284252,  760.085310
 124.285918,  760.086047
 124.287585,  760.086579
 124.289252,  760.087111
 124.290918,  760.087642
 124.292585,  760.088174
 124.294252,  760.088705
 124.295918,  760.089237
 124.297585,  760.089768
 124.299252,  760.090300
 124.300918,  760.090832
 124.302585,  760.091226
 124.304252,  760.091594
 124.305918,  760.091963
 124.307585,  760.092331
 124.309252,  760.092699
 124.310918,  760.093067
 124.312585,  760.093436
 124.314252,  760.093804
 124.315918,  760.094172
 124.317585,  760.094540
 124.319252,  760.094980
 124.320918,  760.095434
 124.322585,  760.095888
 124.324252,  760.096342
 124.325918,  760.096796
 124.327585,  760.097250
 124.329252,  760.097704
 124.330918,  760.098158
 124.332585,  760.098612
 124.334252,  760.099066
 124.335918,  760.100175
 124.337585,  760.101410
 124.339252,  760.102646
 124.340918,  760.103881
 124.342585,  760.105116
 124.344252,  760.106352
 124.345918,  760.107587
 124.347585,  760.108822
 124.349252,  760.110058
 124.350918,  760.111293
 124.352585,  760.112268
 124.354252,  760.113193
 124.355918,  760.114119
 124.357585,  760.115044
 124.359252,  760.115969
 124.360918,  760.116894
 124.362585,  760.117819
 124.364252,  760.118744
 124.365918,  760.119669
 124.367585,  760.120595
 124.369252,  760.122264
 124.370918,  760.124077
 124.372585,  760.125890
 124.374252,  760.127703
 124.375918,  760.129516
 124.377585,  760.131329
 124.379252,  760.133142
 124.380918,  760.134955
 124.382585,  760.136768
 124.384252,  760.138581
 124.385918,  760.140014
 124.387585,  760.141373
 124.389252,  760.142733
 124.390918,  760.144092
 124.392585,  760.145452
 124.394252,  760.146811
 124.395918,  760.148170
 124.397585,  760.149530
 124.399252,  760.150889
 124.400918,  760.152248
 124.402585,  760.153619
 124.404252,  760.154991
 124.405918,  760.156364
 124.407585,  760.157737
 124.409252,  760.159109
 124.410918,  760.160482
 124.412585,  760.161855
 124.414252,  760.163227
 124.415918,  760.164600
 124.417585,  760.165972
 124.419252,  760.167896
 124.420918,  760.169927
 124.422585,  760.171957
 124.424252,  760.173988
 124.425918,  760.176018
 124.427585,  760.178049
 124.429252,  760.180079
 124.430918,  760.182110
 124.432585,  760.184140
 124.434252,  760.186171
 124.435918,  760.187801
 124.437585,  760.189354
 124.439252,  760.190907
 124.440918,  760.192461
 124.442585,  760.194014
 124.444252,  760.195567
 124.445918,  760.197120
 124.447585,  760.198673
 124.449252,  760.200226
 124.450918,  760.201779
 124.452585,  760.203451
 124.454252,  760.205146
 124.455918,  760.206841
 124.457585,  760.208536
 124.459252,  760.210231
 124.460918,  760.211926
 124.462585,  760.213620
 124.464252,  760.215315
 124.465918,  760.217010
 124.467585,  760.218705
 124.469252,  760.221037
 124.470918,  760.223491
 124.472585,  760.225946
 124.474252,  760.228400
 124.475918,  760.230855
 124.477585,  760.233309
 124.479252,  760.235764
 124.480918,  760.238219
 124.482585,  760.240673
 124.484252,  760.243128
 124.485918,  760.245243
 124.487585,  760.247293
 124.489252,  760.249343
 124.490918,  760.251392
 124.492585,  760.253442
 124.494252,  760.255492
 124.495918,  760.257542
 124.497585,  760.259592
 124.499252,  760.261642
 124.500918,  760.263691
 124.502585,  760.264664
 124.504252,  760.265428
 124.505918,  760.266192
 124.507585,  760.266956
 124.509252,  760.267721
 124.510918,  760.268485
 124.512585,  760.269249
 124.514252,  760.270013
 124.515918,  760.270778
 124.517585,  760.271542
 124.519252,  760.272153
 124.520918,  760.272734
 124.522585,  760.273315
 124.524252,  760.273896
 124.525918,  760.274477
 124.527585,  760.275059
 124.529252,  760.275640
 124.530918,  760.276221
 124.532585,  760.276802
 124.534252,  760.277383
 124.535918,  760.278014
 124.537585,  760.278654
 124.539252,  760.279294
 124.540918,  760.279934
 124.542585,  760.280574
 124.544252,  760.281214
 124.545918,  760.281854
 124.547585,  760.282495
 124.549252,  760.283135
 124.550918,  760.283775
 124.552585,  760.285044
 124.554252,  760.286435
 124.555918,  760.287827
 124.557585,  760.289218
 124.559252,  760.290609
 124.560918,  760.292000
 124.562585,  760.293391
 124.564252,  760.294782
 124.565918,  760.296173
 124.567585,  760.297564
 124.569252,  760.298663
 124.570918,  760.299706
 124.572585,  760.300748
 124.574252,  760.301791
 124.575918,  760.302834
 124.577585,  760.303876
 124.579252,  760.304919
 124.580918,  760.305961
 124.582585,  760.307004
 124.584252,  760.308046
 124.585918,  760.309803
 124.587585,  760.311697
 124.589252,  760.313591
 124.590918,  760.315485
 124.592585,  760.317379
 124.594252,  760.319273
 124.595918,  760.321167
 124.597585,  760.323061
 124.599252,  760.324955
 124.600918,  760.326849
 124.602585,  760.328331
 124.604252,  760.329734
 124.605918,  760.331136
 124.607585,  760.332539
 124.609252,  760.333942
 124.610918,  760.335345
 124.612585,  760.336747
 124.614252,  760.338150
 124.615918,  760.339553
 124.617585,  760.340955
 124.619252,  760.342328
 124.620918,  760.343695
 124.622585,  760.345061
 124.624252,  760.346428
 124.625918,  760.347795
 124.627585,  760.349162
 124.629252,  760.350528
 124.630918,  760.351895
 124.632585,  760.353262
 124.634252,  760.354629
 124.635918,  760.356506
 124.637585,  760.358481
 124.639252,  760.360457
 124.640918,  760.362432
 124.642585,  760.364408
 124.644252,  760.366383
 124.645918,  760.368359
 124.647585,  760.370335
 124.649252,  760.372310
 124.650918,  760.374286
 124.652585,  760.375845
 124.654252,  760.377324
 124.655918,  760.378804
 124.657585,  760.380283
 124.659252,  760.381762
 124.660918,  760.383241
 124.662585,  760.384720
 124.664252,  760.386200
 124.665918,  760.387679
 124.667585,  760.389158
 124.669252,  760.390728
 124.670918,  760.392315
 124.672585,  760.393902
 124.674252,  760.395490
 124.675918,  760.397077
 124.677585,  760.398664
 124.679252,  760.400251
 124.680918,  760.401839
 124.682585,  760.403426
 124.684252,  760.405013
 124.685918,  760.407222
 124.687585,  760.409552
 124.689252,  760.411881
 124.690918,  760.414210
 124.692585,  760.416540
 124.694252,  760.418869
 124.695918,  760.421198
 124.697585,  760.423528
 124.699252,  760.425857
 124.700918,  760.428186
 124.702585,  760.430190
 124.704252,  760.432131
 124.705918,  760.434072
 124.707585,  760.436013
 124.709252,  760.437954
 124.710918,  760.439895
 124.712585,  760.441836
 124.714252,  760.443777
 124.715918,  760.445718
 124.717585,  760.447659
 124.719252,  760.448541
 124.720918,  760.449217
 124.722585,  760.449894
 124.724252,  760.450571
 124.725918,  760.451248
 124.727585,  760.451924
 124.729252,  760.452601
 124.730918,  760.453278
 124.732585,  760.453955
 124.734252,  760.454631
 124.735918,  760.455164
 124.737585,  760.455670
 124.739252,  760.456175
 124.740918,  760.456681
 124.742585,  760.457186
 124.744252,  760.457691
 124.745918,  760.458197
 124.747585,  760.458702
 124.749252,  760.459207
 124.750918,  760.459713
 124.752585,  760.460283
 124.754252,  760.460865
 124.755918,  760.461447
 124.757585,  760.462030
 124.759252,  760.462612
 124.760918,  760.463194
 124.762585,  760.463777
 124.764252,  760.464359
 124.765918,  760.464942
 124.767585,  760.465524
 124.769252,  760.466760
 124.770918,  760.468122
 124.772585,  760.469484
 124.774252,  760.470846
 124.775918,  760.472208
 124.777585,  760.473570
 124.779252,  760.474932
 124.780918,  760.476295
 124.782585,  760.477657
 124.784252,  760.479019
 124.785918,  760.480134
 124.787585,  760.481203
 124.789252,  760.482271
 124.790918,  760.483339
 124.792585,  760.484407
 124.794252,  760.485476
 124.795918,  760.486544
 124.797585,  760.487612
 124.799252,  760.488680
 124.800918,  760.489749
 124.802585,  760.491548
 124.804252,  760.493489
 124.805918,  760.495429
 124.807585,  760.497369
 124.809252,  760.499310
 124.810918,  760.501250
 124.812585,  760.503191
 124.814252,  760.505131
 124.815918,  760.507072
 124.817585,  760.509012
 124.819252,  760.510597
 124.820918,  760.512113
 124.822585,  760.513629
 124.824252,  760.515145
 124.825918,  760.516661
 124.827585,  760.518177
 124.829252,  760.519693
 124.830918,  760.521209
 124.832585,  760.522725
 124.834252,  760.524241
 124.835918,  760.525760
 124.837585,  760.527280
 124.839252,  760.528799
 124.840918,  760.530318
 124.842585,  760.531838
 124.844252,  760.533357
 124.845918,  760.534876
 124.847585,  760.536396
 124.849252,  760.537915
