CLh_e, CDh_e
  -0.225991,    0.012820
  -0.241401,    0.012628
  -0.256924,    0.012450
  -0.272534,    0.012286
  -0.288209,    0.012140
  -0.303924,    0.012007
  -0.319654,    0.011888
  -0.335377,    0.011779
  -0.351068,    0.011724
  -0.361764,    0.011795
  -0.382043,    0.011949
  -0.402220,    0.012284
  -0.422272,    0.012735
  -0.442178,    0.013351
  -0.461913,    0.014349
  -0.481457,    0.018042
  -0.500785,    0.021113
