Time, Thrust
   0.000000, 4108.946885
   1.000000, 4119.558206
   2.000000, 4130.403823
   3.000000, 4141.001050
   4.000000, 4151.192318
   5.000000, 4161.741700
   6.000000, 4172.302744
   7.000000, 4182.407072
   8.000000, 4192.426514
   9.000000, 4202.752007
  10.000000, 4212.923797
  11.000000, 4222.597902
  12.000000, 4232.555643
  13.000000, 4242.696034
  14.000000, 4252.568235
  15.000000, 4261.933016
  16.000000, 4271.621686
  17.000000, 4281.422026
  18.000000, 4290.898672
  19.000000, 4299.929610
  20.000000, 4309.348514
  21.000000, 4318.871418
  22.000000, 4328.075246
  23.000000, 4336.945813
  24.000000, 4346.284525
  25.000000, 4355.757284
  26.000000, 4364.942977
  27.000000, 4373.679708
  28.000000, 4382.833171
  29.000000, 4392.172612
  30.000000, 4401.282428
  31.000000, 4409.883768
  32.000000, 4418.832025
  33.000000, 4428.046668
  34.000000, 4437.117045
  35.000000, 4445.664595
  36.000000, 4453.884876
  37.000000, 4461.660743
  38.000000, 4469.016729
  39.000000, 4476.847454
  40.000000, 4484.900177
  41.000000, 4492.815897
  42.000000, 4500.243947
  43.000000, 4507.299562
  44.000000, 4514.852805
  45.000000, 4522.630060
  46.000000, 4530.284381
  47.000000, 4537.476461
  48.000000, 4544.375425
  49.000000, 4551.833462
  50.000000, 4559.565832
  51.000000, 4567.227089
  52.000000, 4574.477119
  53.000000, 4581.263265
  54.000000, 4588.552853
  55.000000, 4596.183329
  56.000000, 4603.813175
  57.000000, 4611.103054
  58.000000, 4617.795518
  59.000000, 4624.227699
  60.000000, 4630.270886
  61.000000, 4635.658704
  62.000000, 4641.016149
  63.000000, 4646.950216
  64.000000, 4653.193001
  65.000000, 4659.464557
  66.000000, 4665.485431
  67.000000, 4670.989102
  68.000000, 4675.941067
  69.000000, 4681.406601
  70.000000, 4687.360737
  71.000000, 4693.534969
  72.000000, 4699.652691
  73.000000, 4705.441565
  74.000000, 4710.645643
  75.000000, 4715.502322
  76.000000, 4720.988697
  77.000000, 4726.916233
  78.000000, 4733.017634
  79.000000, 4739.019547
  80.000000, 4744.654791
  81.000000, 4749.674248
  82.000000, 4754.333198
  83.000000, 4759.616415
  84.000000, 4765.341554
  85.000000, 4771.250057
  86.000000, 4777.076822
  87.000000, 4782.562084
  88.000000, 4787.462986
  89.000000, 4791.786930
  90.000000, 4795.962417
  91.000000, 4799.827878
  92.000000, 4803.212515
  93.000000, 4805.968130
  94.000000, 4807.975630
  95.000000, 4809.183822
  96.000000, 4810.385010
  97.000000, 4811.530193
  98.000000, 4812.555907
  99.000000, 4813.416982
 100.000000, 4814.075914
 101.000000, 4814.504505
 102.000000, 4814.685064
 103.000000, 4814.611139
 104.000000, 4814.287738
 105.000000, 4813.731030
 106.000000, 4812.967556
 107.000000, 4812.032967
 108.000000, 4810.970369
 109.000000, 4809.828338
 110.000000, 4808.658703
 111.000000, 4807.514198
 112.000000, 4806.446081
 113.000000, 4805.501837
 114.000000, 4804.723070
 115.000000, 4804.143661
 116.000000, 4803.788293
 117.000000, 4803.671398
 118.000000, 4803.796569
 119.000000, 4804.156465
 120.000000, 4804.733210
 121.000000, 4805.499266
 122.000000, 4806.418732
 123.000000, 4807.449019
 124.000000, 4808.542811
 125.000000, 4809.650231
 126.000000, 4810.721113
 127.000000, 4811.707265
 128.000000, 4812.564643
 129.000000, 4813.255308
 130.000000, 4813.749112
 131.000000, 4814.025011
 132.000000, 4814.071962
 133.000000, 4813.889361
 134.000000, 4813.487003
 135.000000, 4812.884578
 136.000000, 4812.110714
 137.000000, 4811.201622
 138.000000, 4810.199411
 139.000000, 4809.150134
 140.000000, 4808.101680
 141.000000, 4807.101584
 142.000000, 4806.194874
 143.000000, 4805.422038
 144.000000, 4804.817219
 145.000000, 4804.406696
 146.000000, 4804.207745
 147.000000, 4804.227907
 148.000000, 4804.464705
 149.000000, 4804.905823
 150.000000, 4805.529724
 151.000000, 4806.306690
 152.000000, 4807.200225
 153.000000, 4808.168763
 154.000000, 4809.167590
 155.000000, 4810.150904
 156.000000, 4811.073910
 157.000000, 4811.894859
 158.000000, 4812.576932
 159.000000, 4813.089891
 160.000000, 4813.411421
 161.000000, 4813.528095
 162.000000, 4813.435938
 163.000000, 4813.140546
 164.000000, 4812.656772
 165.000000, 4812.007985
 166.000000, 4811.224951
 167.000000, 4810.344377
 168.000000, 4809.407192
 169.000000, 4808.456648
 170.000000, 4807.536320
 171.000000, 4806.688111
 172.000000, 4805.950341
