Speed (CAS), Climb Angle
  51.369477,   -0.647836
  51.892258,   -0.843454
  52.415039,   -1.040698
  52.937820,   -1.239569
  53.460602,   -1.440072
  53.983383,   -1.642209
  54.506164,   -1.845983
  55.028945,   -2.051396
  55.551727,   -2.258453
  56.074508,   -2.467157
  56.597289,   -2.677510
  57.120071,   -2.889518
  57.642852,   -3.103183
  58.165633,   -3.261095
  58.688414,   -3.353223
  59.211196,   -3.397066
  59.733977,   -2.903310
  60.256758,   -0.706115
  60.779539,   -0.197563
  61.302321,    0.126861
  61.825102,    0.314876
  62.347883,    0.492588
  62.870664,    0.591914
  63.393446,    0.692327
  63.916227,    0.791853
  64.439008,    0.849369
  64.961789,    0.907603
  65.484571,    0.966555
  66.007352,    1.023192
  66.530133,    1.062224
  67.052915,    1.101805
  67.575696,    1.141935
  68.098477,    1.185797
  68.621258,    1.222469
  69.144040,    1.254317
  69.666821,    1.286603
  70.189602,    1.319329
  70.712383,    1.352494
  71.235165,    1.378478
  71.757946,    1.399581
  72.280727,    1.421029
  72.803508,    1.442820
  73.326290,    1.464956
  73.849071,    1.487436
  74.371852,    1.500030
  74.894633,    1.511893
  75.417415,    1.524021
  75.940196,    1.536414
  76.462977,    1.550922
  76.985759,    1.567531
  77.508540,    1.579470
  78.031321,    1.585360
  78.554102,    1.591440
  79.076884,    1.597708
  79.599665,    1.604167
  80.122446,    1.610814
  80.645227,    1.617651
  81.168009,    1.624677
  81.690790,    1.620347
  82.213571,    1.615914
  82.736352,    1.611593
  83.259134,    1.607387
  83.781915,    1.603294
  84.304696,    1.599316
  84.827477,    1.596198
  85.350259,    1.594888
  85.873040,    1.591168
  86.395821,    1.580099
  86.918602,    1.569084
  87.441384,    1.558121
  87.964165,    1.547212
  88.486946,    1.536356
  89.009728,    1.525553
  89.532509,    1.514804
  90.055290,    1.504107
  90.578071,    1.493464
  91.100853,    1.482874
  91.623634,    1.464938
  92.146415,    1.445719
  92.669196,    1.426504
  93.191978,    1.407563
  93.714759,    1.390797
  94.237540,    1.374034
  94.760321,    1.357275
  95.283103,    1.340519
  95.805884,    1.323767
  96.328665,    1.307019
  96.851446,    1.290274
  97.374228,    1.273532
  97.897009,    1.255454
  98.419790,    1.230358
  98.942572,    1.205221
  99.465353,    1.180044
  99.988134,    1.154825
 100.510915,    1.129566
 101.033697,    1.104265
 101.556478,    1.078924
 102.079259,    1.055513
 102.602040,    1.032243
 103.124822,    1.008932
