V (EAS), 
  47.385199,    0.000000
  47.385199,    1.000000
  49.566043,    1.094165
  51.746886,    1.192567
  53.927730,    1.295206
  56.108573,    1.402081
  58.289417,    1.513192
  60.470261,    1.628539
  62.651104,    1.748123
  64.831948,    1.871943
  67.012791,    2.000000
  83.133682,    2.000000
  83.133682,    0.000000
