Speed (TAS), Rate of Climb
  81.723576,   -0.066276
  82.254837,   -0.063426
  82.786098,   -0.060984
  83.317359,   -0.060146
  83.848621,   -0.060230
  84.379882,   -0.061497
  84.911143,   -0.064039
  85.442404,   -0.067501
  85.973665,   -0.072418
  86.504926,   -0.078161
  87.036187,   -0.085355
  87.567448,   -0.093461
  88.098709,   -0.102818
  88.629970,   -0.113367
  89.161231,   -0.124756
  89.692492,   -0.134527
  90.223753,   -0.143510
  90.755014,   -0.154822
  91.286275,   -0.166202
  91.817537,   -0.179289
  92.348798,   -0.193262
  92.880059,   -0.207808
  93.411320,   -0.224436
  93.942581,   -0.241214
  94.473842,   -0.259580
  95.005103,   -0.279113
  95.536364,   -0.298835
  96.067625,   -0.320864
  96.598886,   -0.343435
  97.130147,   -0.366272
  97.661408,   -0.391737
  98.192669,   -0.417475
  98.723930,   -0.443516
  99.255191,   -0.472230
  99.786453,   -0.501258
 100.317714,   -0.528877
 100.848975,   -0.557095
 101.380236,   -0.585983
 101.911497,   -0.615189
 102.442758,   -0.645970
 102.974019,   -0.678261
 103.505280,   -0.710910
 104.036541,   -0.743917
 104.567802,   -0.779710
 105.099063,   -0.815904
 105.630324,   -0.852497
 106.161585,   -0.890144
 106.692846,   -0.929978
 107.224108,   -0.970252
 107.755369,   -1.010967
 108.286630,   -1.052882
 108.817891,   -1.096923
 109.349152,   -1.141446
 109.880413,   -1.186452
 110.411674,   -1.232192
 110.942935,   -1.279920
 111.474196,   -1.325650
 112.005457,   -1.371873
 112.536718,   -1.418590
 113.067979,   -1.467288
 113.599240,   -1.517450
 114.130501,   -1.568147
 114.661762,   -1.619380
 115.193024,   -1.671151
 115.724285,   -1.725423
 116.255546,   -1.780731
 116.786807,   -1.836618
 117.318068,   -1.893084
 117.849329,   -1.950132
 118.380590,   -2.009344
 118.911851,   -2.070011
 119.443112,   -2.131299
 119.974373,   -2.193210
 120.505634,   -2.255746
 121.036895,   -2.319149
 121.568156,   -2.385372
 122.099417,   -2.450064
 122.630678,   -2.515241
 123.161940,   -2.581067
 123.693201,   -2.647542
 124.224462,   -2.714898
 124.755723,   -2.785109
 125.286984,   -2.856008
 125.818245,   -2.927597
 126.349506,   -2.999879
 126.880767,   -3.072856
 127.412028,   -3.146530
 127.943289,   -3.222298
 128.474550,   -3.299819
 129.005811,   -3.378075
 129.537072,   -3.457069
 130.068333,   -3.536803
 130.599595,   -3.617280
 131.130856,   -3.698503
 131.662117,   -3.781594
 132.193378,   -3.866755
 132.724639,   -3.951607
 133.255900,   -4.036649
 133.787161,   -4.122464
 134.318422,   -4.209057
