Mach, Efficiency
   0.244150,   13.456694
   0.247340,   13.678534
   0.250530,   13.892763
   0.253721,   14.099388
   0.256911,   14.298463
   0.260102,   14.490088
   0.263292,   14.674412
   0.266482,   14.851636
   0.269673,   15.020328
   0.272863,   15.181069
   0.276054,   15.334890
   0.279244,   15.482179
   0.282434,   15.623390
   0.285625,   15.754996
   0.288815,   15.879112
   0.292006,   15.998011
   0.295196,   16.108944
   0.298386,   16.210784
   0.301577,   16.308745
   0.304767,   16.396166
   0.307958,   16.477841
   0.311148,   16.553362
   0.314339,   16.619250
   0.317529,   16.682060
   0.320719,   16.733004
   0.323910,   16.782457
   0.327100,   16.819629
   0.330291,   16.855249
   0.333481,   16.880125
   0.336671,   16.901611
   0.339862,   16.915941
   0.343052,   16.923159
   0.346243,   16.928927
   0.349433,   16.921906
   0.352623,   16.914827
   0.355814,   16.900205
   0.359004,   16.878984
   0.362195,   16.857627
   0.365385,   16.825677
   0.368575,   16.790506
   0.371766,   16.755179
   0.374956,   16.709380
   0.378147,   16.660770
   0.381337,   16.612034
   0.384528,   16.556142
   0.387718,   16.494816
   0.390908,   16.433442
   0.394099,   16.371352
   0.397289,   16.298201
   0.400480,   16.225119
   0.403670,   16.152112
   0.406860,   16.076768
   0.410051,   15.993013
   0.413241,   15.909483
   0.416432,   15.826184
   0.419622,   15.743107
   0.422812,   15.650166
   0.426003,   15.557624
   0.429193,   15.465487
   0.432384,   15.373759
   0.435574,   15.279349
   0.438764,   15.179274
   0.441955,   15.079786
   0.445145,   14.980886
   0.448336,   14.882578
   0.451526,   14.783775
   0.454717,   14.678382
   0.457907,   14.573755
   0.461097,   14.469894
   0.464288,   14.366796
   0.467478,   14.264461
   0.470669,   14.160814
   0.473859,   14.052731
   0.477049,   13.945571
   0.480240,   13.839330
   0.483430,   13.734003
   0.486621,   13.629586
   0.489811,   13.526074
   0.493001,   13.419396
   0.496192,   13.311457
   0.499382,   13.204562
   0.502573,   13.098701
   0.505763,   12.993865
   0.508953,   12.890047
   0.512144,   12.787237
   0.515334,   12.685364
   0.518525,   12.579225
   0.521715,   12.474209
   0.524905,   12.370304
   0.528096,   12.267497
   0.531286,   12.165778
   0.534477,   12.065134
   0.537667,   11.965553
   0.540858,   11.867025
   0.544048,   11.768996
   0.547238,   11.668206
   0.550429,   11.568552
   0.553619,   11.470022
   0.556810,   11.372602
   0.560000,   11.276276
