Speed(TAS), Altitude
  85.393022,    0.000000
  85.804365,  100.000000
  86.218614,  200.000000
  86.635796,  300.000000
  87.055939,  400.000000
  87.479071,  500.000000
  87.905219,  600.000000
  88.334412,  700.000000
  88.766678,  800.000000
  89.202048,  900.000000
  89.640550, 1000.000000
  90.082214, 1100.000000
  90.527070, 1200.000000
  90.975148, 1300.000000
  91.426480, 1400.000000
  91.881096, 1500.000000
  92.339029, 1600.000000
  92.800310, 1700.000000
  93.264972, 1800.000000
  93.733046, 1900.000000
  94.204568, 2000.000000
  94.679569, 2100.000000
  95.158084, 2200.000000
  95.640147, 2300.000000
  96.125793, 2400.000000
  96.615057, 2500.000000
  97.107975, 2600.000000
  97.604583, 2700.000000
  98.104917, 2800.000000
  98.609014, 2900.000000
  99.116912, 3000.000000
  99.628649, 3100.000000
 100.144262, 3200.000000
 100.663791, 3300.000000
 101.187275, 3400.000000
 101.714754, 3500.000000
 102.246267, 3600.000000
 102.781857, 3700.000000
 103.321564, 3800.000000
 103.865429, 3900.000000
 104.413496, 4000.000000
 104.965807, 4100.000000
 105.522406, 4200.000000
 106.083336, 4300.000000
 106.648643, 4400.000000
 107.218370, 4500.000000
 107.792565, 4600.000000
 108.371273, 4700.000000
 108.954540, 4800.000000
 109.542416, 4900.000000
 110.134947, 5000.000000
 110.732183, 5100.000000
 111.334172, 5200.000000
 111.940966, 5300.000000
 112.552613, 5400.000000
 113.169167, 5500.000000
 113.790678, 5600.000000
 114.417200, 5700.000000
 115.048786, 5800.000000
 115.685490, 5900.000000
 116.327366, 6000.000000
 116.974471, 6100.000000
 117.626860, 6200.000000
 118.284592, 6300.000000
 118.947722, 6400.000000
 119.616311, 6500.000000
 120.290417, 6600.000000
 120.970101, 6700.000000
 121.655423, 6800.000000
 122.346446, 6900.000000
 123.043232, 7000.000000
 123.745844, 7100.000000
 124.454348, 7200.000000
 125.168808, 7300.000000
 125.889291, 7400.000000
 126.615863, 7500.000000
 127.348593, 7600.000000
 128.087550, 7700.000000
 128.832803, 7800.000000
 129.584424, 7900.000000
 130.342484, 8000.000000
 131.107057, 8100.000000
 131.878216, 8200.000000
 132.656037, 8300.000000
 133.440595, 8400.000000
 134.231968, 8500.000000
 135.030233, 8600.000000
 135.835471, 8700.000000
 136.647762, 8800.000000
 137.467187, 8900.000000
 138.293829, 9000.000000
 139.127773, 9100.000000
 139.969103, 9200.000000
 240.453882, 9100.000000
 240.643750, 9000.000000
 240.749559, 8900.000000
 240.864776, 8800.000000
 240.894403, 8700.000000
 241.027824, 8600.000000
 241.074811, 8500.000000
 241.130183, 8400.000000
 241.193858, 8300.000000
 241.169205, 8200.000000
 241.248913, 8100.000000
 241.239487, 8000.000000
 241.237401, 7900.000000
 241.144747, 7800.000000
 241.058650, 7700.000000
 240.979045, 7600.000000
 240.905864, 7500.000000
 240.739948, 7400.000000
 240.679109, 7300.000000
 240.524787, 7200.000000
 240.376018, 7100.000000
 240.132411, 7000.000000
 239.994269, 6900.000000
 239.760567, 6800.000000
 239.632834, 6700.000000
 239.408827, 6600.000000
 239.189441, 6500.000000
 238.974625, 6400.000000
 238.661885, 6300.000000
 238.455771, 6200.000000
 238.151045, 6100.000000
 237.643442, 6000.000000
 237.034790, 5900.000000
 236.532021, 5800.000000
 235.927554, 5700.000000
 235.324988, 5600.000000
 234.829083, 5500.000000
 234.335595, 5400.000000
 233.739132, 5300.000000
 233.250100, 5200.000000
 232.763392, 5100.000000
 232.385190, 5000.000000
 231.903321, 4900.000000
 231.423684, 4800.000000
 231.053302, 4700.000000
 230.685651, 4600.000000
 230.213090, 4500.000000
 229.850527, 4400.000000
 229.382442, 4300.000000
 229.024847, 4200.000000
 228.561125, 4100.000000
 228.208381, 4000.000000
 227.858154, 3900.000000
 227.400902, 3800.000000
 226.835790, 3700.000000
 226.382092, 3600.000000
 225.930266, 3500.000000
 225.480290, 3400.000000
 224.921292, 3300.000000
 224.474676, 3200.000000
 224.029838, 3100.000000
 223.475121, 3000.000000
 223.033507, 2900.000000
 222.481448, 2800.000000
 221.930559, 2700.000000
 221.380818, 2600.000000
 220.945132, 2500.000000
 220.397887, 2400.000000
 219.851734, 2300.000000
 219.420341, 2200.000000
 218.876567, 2100.000000
 218.448021, 2000.000000
 217.906549, 1900.000000
 217.480772, 1800.000000
 216.941528, 1700.000000
 216.518442, 1600.000000
 215.981355, 1500.000000
 215.445196, 1400.000000
 214.794013, 1300.000000
 214.259415, 1200.000000
 213.725696, 1100.000000
 213.192842, 1000.000000
 212.777746,  900.000000
 212.246814,  800.000000
 211.716697,  700.000000
 211.187381,  600.000000
 210.776726,  500.000000
 210.367321,  400.000000
 209.840794,  300.000000
 209.433598,  200.000000
 209.027601,  100.000000
 208.503724,    0.000000
