Ground Roll distance, Vertical Forces
 337.923087, 352540.619783
 345.838624, 350058.339418
 400.307209, 333300.226047
 411.041852, 330063.635077
 421.724295, 326864.234739
 432.354885, 323701.545028
 442.933966, 320575.092864
 445.043631, 319954.109786
 445.097186, 319938.356784
 445.121746, 319931.132369
 445.146061, 319923.980533
 445.160717, 319919.669578
 445.165593, 319918.235483
 445.168368, 319917.419192
 445.168762, 319917.290133
 445.169167, 319917.041052
 445.173219, 319914.550244
 445.213730, 319889.642129
 445.618755, 319640.558119
 449.660320, 317149.459660
 460.342087, 310516.383019
 467.171980, 306237.685813
 470.312232, 304260.556008
 473.695863, 302122.892046
 506.867854, 280754.045400
 554.801279, 248534.096289
 599.743270, 216855.807247
 641.555497, 186091.191767
 680.108495, 156621.582601
 715.283912, 128826.189695
 746.976701, 103069.577878
 775.097154, 79688.723564
 777.485138, 77682.066846
 778.896876, 76494.291357
 779.431719, 76044.010597
 779.984834, 75578.104037
 785.422309, 70983.451094
 808.397165, 51284.230859
 827.607336, 34474.059391
 842.986340, 20816.974809
 854.488740, 10510.216219
 862.091175, 3675.753039
 865.711235,  428.333508
 865.989170,  180.055331
 866.132711,   52.019811
 866.189155,    1.742813
 866.190737,    0.334720
 866.191093,    0.017989
 866.191112,    0.001571
