Ground Roll distance, Vertical Forces
 337.923087, 514927.970466
 345.838624, 514927.970466
 400.307209, 514927.970466
 411.041852, 514927.970466
 421.724295, 514927.970466
 432.354885, 514927.970466
 442.933966, 514927.970466
 445.043631, 514927.970466
 445.097186, 514927.970466
 445.121746, 514927.970466
 445.146061, 514927.970466
 445.160717, 514927.970466
 445.165593, 514927.970466
 445.168368, 514927.970466
 445.168762, 514927.970466
 445.169167, 514927.970466
 445.173219, 514927.970466
 445.213730, 514927.970466
 445.618755, 514927.970466
 449.660320, 514927.970466
 460.342087, 514927.970466
 467.171980, 514927.970466
 470.312232, 514927.970466
 473.695863, 514927.970466
 506.867854, 514927.970466
 554.801279, 514927.970466
 599.743270, 514927.970466
 641.555497, 514927.970466
 680.108495, 514927.970466
 715.283912, 514927.970466
 746.976701, 514927.970466
 775.097154, 514927.970466
 777.485138, 514927.970466
 778.896876, 514927.970466
 779.431719, 514927.970466
 779.984834, 514927.970466
 785.422309, 514927.970466
 808.397165, 514927.970466
 827.607336, 514927.970466
 842.986340, 514927.970466
 854.488740, 514927.970466
 862.091175, 514927.970466
 865.711235, 514927.970466
 865.989170, 514927.970466
 866.132711, 514927.970466
 866.189155, 514927.970466
 866.190737, 514927.970466
 866.191093, 514927.970466
 866.191112, 514927.970466
