Vfailure/VsTO, Distance
   0.500000, 1039.495276
   0.500701, 1042.683433
   0.501401, 1045.871590
   0.502102, 1049.059747
   0.502803, 1052.247903
   0.503504, 1055.436060
   0.504204, 1058.624217
   0.504905, 1061.812374
   0.505606, 1065.000531
   0.506306, 1068.188687
   0.507007, 1071.376844
   0.507708, 1074.565001
   0.508408, 1077.753158
   0.509109, 1080.941314
   0.509810, 1084.129471
   0.510511, 1087.317628
   0.511211, 1090.505785
   0.511912, 1093.693942
   0.512613, 1096.882098
   0.513313, 1100.070255
   0.514014, 1103.258412
   0.514715, 1106.446569
   0.515415, 1109.634726
   0.516116, 1112.822882
   0.516817, 1116.011039
   0.517518, 1119.199196
   0.518218, 1122.387353
   0.518919, 1125.575510
   0.519620, 1128.763666
   0.520320, 1131.951823
   0.521021, 1135.139980
   0.521722, 1138.328137
   0.522422, 1141.516293
   0.523123, 1144.704450
   0.523824, 1147.892607
   0.524525, 1151.080764
   0.525225, 1154.268921
   0.525926, 1157.457077
   0.526627, 1160.645234
   0.527327, 1163.833391
   0.528028, 1167.021548
   0.528729, 1170.209705
   0.529429, 1173.397861
   0.530130, 1176.586018
   0.530831, 1179.774175
   0.531532, 1182.962332
   0.532232, 1186.150489
   0.532933, 1189.338645
   0.533634, 1192.526802
   0.534334, 1195.714959
   0.535035, 1198.903116
   0.535736, 1202.091272
   0.536436, 1205.279429
   0.537137, 1208.467586
   0.537838, 1211.655743
   0.538539, 1214.843900
   0.539239, 1218.032056
   0.539940, 1221.220213
   0.540641, 1224.408370
   0.541341, 1227.596527
   0.542042, 1230.784684
   0.542743, 1233.972840
   0.543443, 1237.160997
   0.544144, 1240.349154
   0.544845, 1243.537311
   0.545546, 1246.725467
   0.546246, 1249.913624
   0.546947, 1253.101781
   0.547648, 1256.289938
   0.548348, 1259.478095
   0.549049, 1262.666251
   0.549750, 1265.854408
   0.550450, 1269.042565
   0.551151, 1272.230722
   0.551852, 1275.418879
   0.552553, 1278.607035
   0.553253, 1281.795192
   0.553954, 1284.983349
   0.554655, 1288.171506
   0.555355, 1291.359663
   0.556056, 1294.547819
   0.556757, 1297.735976
   0.557457, 1300.924133
   0.558158, 1304.112290
   0.558859, 1307.300446
   0.559560, 1310.488603
   0.560260, 1313.676760
   0.560961, 1316.864917
   0.561662, 1320.053074
   0.562362, 1323.241230
   0.563063, 1326.429387
   0.563764, 1329.617544
   0.564464, 1332.805701
   0.565165, 1335.993858
   0.565866, 1339.182014
   0.566567, 1342.370171
   0.567267, 1345.558328
   0.567968, 1348.746485
   0.568669, 1351.934642
   0.569369, 1355.122798
   0.570070, 1358.310955
   0.570771, 1361.499112
   0.571471, 1364.687269
   0.572172, 1367.875425
   0.572873, 1371.063582
   0.573574, 1374.251739
   0.574274, 1377.439896
   0.574975, 1380.628053
   0.575676, 1383.816209
   0.576376, 1387.004366
   0.577077, 1390.192523
   0.577778, 1393.380680
   0.578478, 1396.568837
   0.579179, 1399.756993
   0.579880, 1402.945150
   0.580581, 1406.133307
   0.581281, 1409.321464
   0.581982, 1412.509621
   0.582683, 1415.697777
   0.583383, 1418.885934
   0.584084, 1422.074091
   0.584785, 1425.262248
   0.585485, 1428.450404
   0.586186, 1431.638561
   0.586887, 1434.826718
   0.587588, 1438.014875
   0.588288, 1441.203032
   0.588989, 1444.391188
   0.589690, 1447.579345
   0.590390, 1450.767502
   0.591091, 1453.955659
   0.591792, 1457.143816
   0.592492, 1460.331972
   0.593193, 1463.520129
   0.593894, 1466.708286
   0.594595, 1469.896443
   0.595295, 1473.084600
   0.595996, 1476.272756
   0.596697, 1479.460913
   0.597397, 1482.649070
   0.598098, 1485.837227
   0.598799, 1489.025383
   0.599499, 1492.213540
   0.600200, 1495.401697
   0.600901, 1498.589854
   0.601602, 1501.778011
   0.602302, 1504.966167
   0.603003, 1508.154324
   0.603704, 1511.342481
   0.604404, 1514.530638
   0.605105, 1517.718795
   0.605806, 1520.906951
   0.606507, 1524.095108
   0.607207, 1527.283265
   0.607908, 1530.471422
   0.608609, 1533.659578
   0.609309, 1536.847735
   0.610010, 1540.035892
   0.610711, 1543.224049
   0.611411, 1546.412206
   0.612112, 1549.600362
   0.612813, 1552.788519
   0.613514, 1555.976676
   0.614214, 1559.164833
   0.614915, 1562.352990
   0.615616, 1565.541146
   0.616316, 1568.729303
   0.617017, 1571.917460
   0.617718, 1575.105617
   0.618418, 1578.293774
   0.619119, 1581.481930
   0.619820, 1584.670087
   0.620521, 1587.858244
   0.621221, 1591.046401
   0.621922, 1594.234557
   0.622623, 1597.422714
   0.623323, 1600.610871
   0.624024, 1603.799028
   0.624725, 1606.987185
   0.625425, 1610.175341
   0.626126, 1613.363498
   0.626827, 1616.551655
   0.627528, 1619.739812
   0.628228, 1622.927969
   0.628929, 1626.116125
   0.629630, 1629.304282
   0.630330, 1632.492439
   0.631031, 1635.680596
   0.631732, 1638.868753
   0.632432, 1642.056909
   0.633133, 1645.245066
   0.633834, 1648.433223
   0.634535, 1651.621380
   0.635235, 1654.809536
   0.635936, 1657.997693
   0.636637, 1661.185850
   0.637337, 1664.374007
   0.638038, 1667.562164
   0.638739, 1670.750320
   0.639439, 1673.938477
   0.640140, 1677.126634
   0.640841, 1680.314791
   0.641542, 1683.502948
   0.642242, 1686.691104
   0.642943, 1689.879261
   0.643644, 1693.067418
   0.644344, 1696.255575
   0.645045, 1699.443732
   0.645746, 1702.631888
   0.646446, 1705.820045
   0.647147, 1709.008202
   0.647848, 1712.196359
   0.648549, 1715.384515
   0.649249, 1718.572672
   0.649950, 1721.760829
   0.650651, 1724.948986
   0.651351, 1728.137143
   0.652052, 1731.325299
   0.652753, 1734.513456
   0.653453, 1737.701613
   0.654154, 1740.889770
   0.654855, 1744.077927
   0.655556, 1747.266083
   0.656256, 1750.454240
   0.656957, 1753.642397
   0.657658, 1756.830554
   0.658358, 1760.018711
   0.659059, 1763.206867
   0.659760, 1766.395024
   0.660460, 1769.583181
   0.661161, 1772.771338
   0.661862, 1775.959494
   0.662563, 1779.147651
   0.663263, 1782.335808
   0.663964, 1785.523965
   0.664665, 1788.712122
   0.665365, 1791.900278
   0.666066, 1795.088435
   0.666767, 1798.276592
   0.667467, 1801.464749
   0.668168, 1804.652906
   0.668869, 1807.841062
   0.669570, 1811.029219
   0.670270, 1814.217376
   0.670971, 1817.405533
   0.671672, 1820.593690
   0.672372, 1823.781846
   0.673073, 1826.970003
   0.673774, 1830.158160
   0.674474, 1833.346317
   0.675175, 1836.693073
   0.675876, 1840.515629
   0.676577, 1844.338184
   0.677277, 1848.160740
   0.677978, 1851.983295
   0.678679, 1855.805851
   0.679379, 1859.628406
   0.680080, 1863.450962
   0.680781, 1867.273517
   0.681481, 1871.096073
   0.682182, 1874.918629
   0.682883, 1878.741184
   0.683584, 1882.563740
   0.684284, 1886.386295
   0.684985, 1890.208851
   0.685686, 1894.031406
   0.686386, 1897.853962
   0.687087, 1901.676517
   0.687788, 1905.499073
   0.688488, 1909.321628
   0.689189, 1913.144184
   0.689890, 1916.966739
   0.690591, 1920.789295
   0.691291, 1924.611851
   0.691992, 1928.434406
   0.692693, 1932.256962
   0.693393, 1936.079517
   0.694094, 1939.902073
   0.694795, 1943.724628
   0.695495, 1947.547184
   0.696196, 1951.369739
   0.696897, 1955.192295
   0.697598, 1959.014850
   0.698298, 1962.837406
   0.698999, 1966.659962
   0.699700, 1970.482517
   0.700400, 1974.305073
   0.701101, 1978.127628
   0.701802, 1981.950184
   0.702503, 1985.772739
   0.703203, 1989.595295
   0.703904, 1993.417850
   0.704605, 1997.240406
   0.705305, 2001.062961
   0.706006, 2004.885517
   0.706707, 2008.708072
   0.707407, 2012.530628
   0.708108, 2016.353184
   0.708809, 2020.175739
   0.709510, 2023.998295
   0.710210, 2027.820850
   0.710911, 2031.643406
   0.711612, 2035.465961
   0.712312, 2039.288517
   0.713013, 2043.111072
   0.713714, 2046.933628
   0.714414, 2050.756183
   0.715115, 2054.578739
   0.715816, 2058.401295
   0.716517, 2062.223850
   0.717217, 2066.046406
   0.717918, 2069.868961
   0.718619, 2073.691517
   0.719319, 2077.514072
   0.720020, 2081.336628
   0.720721, 2085.159183
   0.721421, 2088.981739
   0.722122, 2092.804294
   0.722823, 2096.626850
   0.723524, 2100.449405
   0.724224, 2104.271961
   0.724925, 2108.094517
   0.725626, 2111.917072
   0.726326, 2115.739628
   0.727027, 2119.562183
   0.727728, 2123.384739
   0.728428, 2127.207294
   0.729129, 2131.029850
   0.729830, 2134.852405
   0.730531, 2138.674961
   0.731231, 2142.497516
   0.731932, 2146.320072
   0.732633, 2150.142627
   0.733333, 2153.965183
   0.734034, 2157.787739
   0.734735, 2161.610294
   0.735435, 2165.432850
   0.736136, 2169.255405
   0.736837, 2173.077961
   0.737538, 2176.900516
   0.738238, 2180.723072
   0.738939, 2184.545627
   0.739640, 2188.368183
   0.740340, 2192.190738
   0.741041, 2196.013294
   0.741742, 2199.835850
   0.742442, 2203.658405
   0.743143, 2207.480961
   0.743844, 2211.303516
   0.744545, 2215.126072
   0.745245, 2218.948627
   0.745946, 2222.771183
   0.746647, 2226.593738
   0.747347, 2230.416294
   0.748048, 2234.238849
   0.748749, 2238.061405
   0.749449, 2241.883960
   0.750150, 2245.706516
   0.750851, 2249.529072
   0.751552, 2253.351627
   0.752252, 2257.174183
   0.752953, 2260.996738
   0.753654, 2264.819294
   0.754354, 2268.641849
   0.755055, 2272.464405
   0.755756, 2276.286960
   0.756456, 2280.109516
