alpha body, CL_e
  -4.000000,    0.789513
  -3.172414,    0.873112
  -2.344828,    0.956869
  -1.517241,    1.040786
  -0.689655,    1.124865
   0.137931,    1.209224
   0.965517,    1.293621
   1.793103,    1.378186
   2.620690,    1.462920
   3.448276,    1.547825
   4.275862,    1.632904
   5.103448,    1.718156
   5.931034,    1.803585
   6.758621,    1.889192
   7.586207,    1.974739
   8.413793,    2.055445
   9.241379,    2.123894
  10.068966,    2.175200
  10.896552,    2.207211
