Speed (CAS), Climb Angle
 138.510956,    3.153699
 139.902235,    3.187786
 141.293514,    3.212234
 142.684793,    3.214799
 144.076071,    3.225214
 145.467350,    3.225102
 146.858629,    3.223766
 148.249908,    3.222779
 149.641187,    3.214314
 151.032466,    3.205139
 152.423745,    3.196230
 153.815024,    3.185093
 155.206303,    3.169708
 156.597582,    3.154525
 157.988861,    3.139546
 159.380140,    3.124798
 160.771419,    3.108898
 162.162698,    3.093152
 163.553977,    3.077558
 164.945256,    3.062117
 166.336535,    3.042738
 167.727814,    3.023051
 169.119093,    3.003479
 170.510372,    2.984023
 171.901651,    2.964681
 173.292930,    2.941291
 174.684209,    2.917931
 176.075487,    2.898766
 177.466766,    2.879681
 178.858045,    2.860677
 180.249324,    2.840409
 181.640603,    2.817562
 183.031882,    2.794765
 184.423161,    2.772016
 185.814440,    2.749318
 187.205719,    2.726669
 188.596998,    2.704069
 189.988277,    2.676839
 191.379556,    2.651299
 192.770835,    2.627169
 194.162114,    2.603050
 195.553393,    2.578942
 196.944672,    2.554844
 198.335951,    2.530756
 199.727230,    2.504437
 201.118509,    2.474179
 202.509788,    2.443888
 203.901067,    2.413566
 205.292346,    2.383211
 206.683625,    2.353481
 208.074903,    2.326197
 209.466182,    2.298881
 210.857461,    2.271532
 212.248740,    2.241886
 213.640019,    2.209371
 215.031298,    2.176789
 216.422577,    2.144143
 217.813856,    2.111430
 219.205135,    2.078653
 220.596414,    2.045810
 221.987693,    2.012901
 223.378972,    1.980413
 224.770251,    1.947982
 226.161530,    1.915486
 227.552809,    1.879248
 228.944088,    1.840839
 230.335367,    1.802330
 231.726646,    1.763720
 233.117925,    1.725010
 234.509204,    1.686199
 235.900483,    1.647287
 237.291762,    1.608275
 238.683041,    1.569164
 240.074319,    1.529954
 241.465598,    1.490644
 242.856877,    1.451233
 244.248156,    1.411722
 245.639435,    1.371335
 247.030714,    1.326614
 248.421993,    1.281764
 249.813272,    1.236785
 251.204551,    1.191678
 252.595830,    1.146441
 253.987109,    1.101076
 255.378388,    1.056047
 256.769667,    1.010901
 258.160946,    0.965625
 259.552225,    0.920221
 260.943504,    0.874688
 262.334783,    0.829025
 263.726062,    0.783233
 265.117341,    0.737313
 266.508620,    0.691263
 267.899899,    0.645083
 269.291178,    0.598775
 270.682457,    0.549452
 272.073735,    0.498629
 273.465014,    0.447652
 274.856293,    0.396522
 276.247572,    0.345239
