Ground Roll Distance, Horizontal Forces
 342.875462, -29631.488982
 351.122651, -29536.028857
 408.399326, -28885.056689
 419.736961, -28758.664330
 431.035803, -28633.507035
 442.296036, -28509.571327
 453.517847, -28386.843900
 454.284660, -28378.486182
 454.882991, -28371.967321
 455.390662, -28366.437955
 455.668094, -28363.416944
 455.856152, -28361.369415
 455.925362, -28360.615926
 455.936397, -33535.210645
 455.946511, -33537.213269
 456.047646, -33557.243365
 457.058805, -33757.930829
 467.151183, -35803.970798
 512.071400, -45945.411505
 556.525401, -57934.770672
 598.497443, -71475.631960
 619.034983, -79049.343541
 627.549836, -82393.173671
 635.773287, -85737.422703
 671.009171, -101602.148079
 705.020495, -119698.853264
 736.413633, -139440.130132
 765.147727, -160722.707115
 791.272058, -183428.451874
 814.863633, -207397.188438
 836.021284, -232429.187337
 854.860526, -258290.544922
 871.507464, -284719.023226
 879.145475, -298233.451306
 880.223386, -300214.776740
 881.384872, -302295.236762
 892.494787, -323394.481517
 896.269228, -331111.973896
 898.583588, -335999.565941
 899.440374, -337833.608405
 900.340181, -339757.126618
 908.878252, -359057.948786
 912.595470, -368134.714578
 914.870227, -373924.580760
 917.217043, -380105.509328
 917.875171, -381879.513261
 918.448014, -383353.526043
 918.962206, -384677.733549
 923.821852, -397726.024636
 931.239160, -420037.545685
 933.522393, -427743.637078
 934.978413, -432958.251807
 936.232957, -437690.505364
 936.681559, -439447.343413
 936.874147, -440213.426348
 937.505951, -443054.159938
 938.043933, -445567.594927
 941.518958, -465694.519299
 942.038493, -470262.600028
 942.253283, -472644.708295
 942.401175, -474689.034731
 942.500476, -476515.276440
 942.559038, -478149.053415
 942.583379, -479605.587966
 942.584820, -479937.383534
 942.584928, -480024.243894
 942.584940, -480064.015985
