Speed (TAS), Efficiency
  78.311135,   13.861979
  80.187357,   13.220884
  82.063579,   12.853010
  83.939800,   13.101519
  85.816022,   13.363103
  87.692244,   13.613025
  89.568466,   13.847978
  91.444688,   14.071909
  93.320910,   14.261845
  95.197132,   14.453773
  97.073354,   14.598448
  98.949576,   14.734085
 100.825798,   14.845434
 102.702020,   14.920336
 104.578242,   14.997400
 106.454464,   15.034499
 108.330685,   15.052542
 110.206907,   15.070944
 112.083129,   15.061126
 113.959351,   15.018652
 115.835573,   14.975717
 117.711795,   14.932332
 119.588017,   14.853703
 121.464239,   14.753959
 123.340461,   14.654024
 125.216683,   14.553932
 127.092905,   14.453719
 128.969127,   14.309452
 130.845348,   14.161946
 132.721570,   14.015384
 134.597792,   13.869803
 136.474014,   13.725233
 138.350236,   13.581707
 140.226458,   13.402447
 142.102680,   13.223739
 143.978902,   13.047452
 145.855124,   12.873582
 147.731346,   12.702123
 149.607568,   12.533065
 151.483790,   12.366399
 153.360011,   12.200240
 155.236233,   12.010395
 157.112455,   11.824165
 158.988677,   11.641487
 160.864899,   11.462297
 162.741121,   11.286533
 164.617343,   11.114131
 166.493565,   10.945029
 168.369787,   10.779166
 170.246009,   10.616478
 172.122231,   10.456905
 173.998453,   10.300386
 175.874675,   10.130629
 177.750896,    9.963485
 179.627118,    9.800080
 181.503340,    9.640314
 183.379562,    9.484094
 185.255784,    9.331325
 187.132006,    9.181918
 189.008228,    9.035786
 190.884450,    8.892842
 192.760672,    8.753004
 194.636894,    8.616191
 196.513116,    8.482324
 198.389338,    8.351328
 200.265559,    8.223128
 202.141781,    8.097652
 204.018003,    7.974831
 205.894225,    7.854595
 207.770447,    7.732909
 209.646669,    7.609485
 211.522891,    7.488880
 213.399113,    7.371015
 215.275335,    7.255809
 217.151557,    7.143187
 219.027779,    7.033074
 220.904001,    6.925401
 222.780223,    6.820097
 224.656444,    6.717097
 226.532666,    6.616337
 228.408888,    6.517753
 230.285110,    6.421286
 232.161332,    6.326879
 234.037554,    6.234474
 235.913776,    6.144018
 237.789998,    6.055457
 239.666220,    5.968742
 241.542442,    5.883822
 243.418664,    5.800650
 245.294886,    5.719180
 247.171107,    5.639367
 249.047329,    5.561168
 250.923551,    5.484540
 252.799773,    5.409444
 254.675995,    5.335839
 256.552217,    5.263689
 258.428439,    5.192954
 260.304661,    5.123601
 262.180883,    5.055594
 264.057105,    4.988899
