Ground distance, Fuel used
   0.000000,    0.000000
  18.658262,    0.035929
  37.317841,    0.071860
  55.978061,    0.107792
  74.638282,    0.143725
  93.298503,    0.179657
 111.958723,    0.215589
 130.618944,    0.251521
 149.279165,    0.287454
 167.939385,    0.323386
 186.599606,    0.359318
 205.259827,    0.395251
 223.924284,    0.431187
 242.590865,    0.467127
 261.257446,    0.503066
 279.924027,    0.539005
 298.590608,    0.574944
 317.257189,    0.610883
 335.923770,    0.646822
 354.590351,    0.682761
 373.256931,    0.718700
 391.923512,    0.754640
 410.597245,    0.790584
 429.274562,    0.826532
 447.951880,    0.862479
 466.629197,    0.898427
 485.306514,    0.934374
 503.983831,    0.970322
 522.661149,    1.006269
 541.338466,    1.042217
 560.015783,    1.078164
 578.693100,    1.114112
 597.380267,    1.150066
 616.072369,    1.186023
 634.764472,    1.221980
 653.456574,    1.257937
 672.148677,    1.293894
 690.840779,    1.329852
 709.532882,    1.365809
 728.224984,    1.401766
 746.917087,    1.437723
 765.609189,    1.473681
 784.313845,    1.509645
 803.024792,    1.545614
 821.735739,    1.581582
 840.446687,    1.617550
 859.157634,    1.653519
 877.868581,    1.689487
 896.579528,    1.725455
 915.290476,    1.761424
 934.001423,    1.797392
 952.712370,    1.833360
 971.438808,    1.869337
 990.173009,    1.905318
1008.907210,    1.941299
1027.641412,    1.977280
1046.375613,    2.013261
1065.109814,    2.049242
1083.844016,    2.085223
1102.578217,    2.121204
1121.312418,    2.157185
1140.046619,    2.193166
1158.798702,    2.229156
1177.559745,    2.265151
1196.320789,    2.301145
1215.081833,    2.337140
1233.842877,    2.373135
1252.603921,    2.409130
1271.364965,    2.445124
1290.126008,    2.481119
1308.887052,    2.517114
1327.648096,    2.553109
1346.429528,    2.589114
1365.221178,    2.625123
1384.012829,    2.661133
1402.804479,    2.697143
1421.596129,    2.733153
1440.387779,    2.769163
1459.179429,    2.805173
1477.971080,    2.841182
1496.762730,    2.877192
1515.554380,    2.913202
1534.369211,    2.949223
1553.195661,    2.985249
1572.022110,    3.021275
1590.848559,    3.057302
1609.675009,    3.093328
1628.501458,    3.129354
1647.327907,    3.165380
1666.154356,    3.201407
1684.980806,    3.237433
1703.807255,    3.273459
1722.659544,    3.309497
1741.524783,    3.345541
1760.390022,    3.381585
1779.255262,    3.417629
1798.120501,    3.453673
1816.985740,    3.489717
1835.850979,    3.525761
1854.716219,    3.561805
1873.581458,    3.597849
1892.446697,    3.633893
1911.340344,    3.669950
1930.248228,    3.706013
1949.156112,    3.742076
1968.063996,    3.778139
1986.971880,    3.814202
2005.879764,    3.850265
2024.787648,    3.886328
2043.695532,    3.922391
2062.603416,    3.958454
2081.511300,    3.994517
2100.449901,    4.030593
2119.403896,    4.066676
2138.357892,    4.102759
2157.311887,    4.138842
2176.265882,    4.174925
2195.219877,    4.211008
2214.173873,    4.247091
2233.127868,    4.283174
2252.081863,    4.319257
2271.035859,    4.355340
2290.022770,    4.391437
2309.026179,    4.427541
2328.029588,    4.463646
2347.032997,    4.499750
2366.036406,    4.535854
2385.039815,    4.571958
2404.043224,    4.608062
2423.046633,    4.644166
2442.050042,    4.680270
2461.053451,    4.716374
2480.092192,    4.752493
2499.148641,    4.788619
2518.205090,    4.824745
2537.261539,    4.860872
2556.317988,    4.896998
2575.374437,    4.933124
2594.430886,    4.969250
2613.487334,    5.005377
2632.543783,    5.041503
2651.600232,    5.077629
2670.694211,    5.113771
2689.806999,    5.149920
2708.919787,    5.186069
2728.032576,    5.222219
2747.145364,    5.258368
2766.258152,    5.294518
2785.370940,    5.330667
2804.483729,    5.366816
2823.596517,    5.402966
2842.709305,    5.439115
2861.862029,    5.475280
2881.034769,    5.511454
2900.207508,    5.547627
2919.380248,    5.583801
2938.552988,    5.619974
2957.725727,    5.656148
2976.898467,    5.692321
2996.071207,    5.728495
3015.243946,    5.764668
3034.416686,    5.800842
3053.631579,    5.837032
3072.867598,    5.873231
3092.103618,    5.909429
3111.339637,    5.945628
3130.575656,    5.981827
3149.811676,    6.018025
3169.047695,    6.054224
3188.283715,    6.090422
3207.519734,    6.126621
3226.755754,    6.162819
3246.035905,    6.199035
3265.338174,    6.235260
3284.640443,    6.271484
3303.942713,    6.307709
3323.244982,    6.343933
3342.547251,    6.380158
3361.849520,    6.416382
3381.151789,    6.452606
3400.454059,    6.488831
3419.756328,    6.525055
3439.104949,    6.561298
3458.476801,    6.597549
3477.848654,    6.633800
3497.220506,    6.670051
3516.592358,    6.706302
3535.964210,    6.742554
3555.336062,    6.778805
3574.707915,    6.815056
3594.079767,    6.851307
3613.451619,    6.887558
3632.871892,    6.923828
3652.316432,    6.960107
3671.760972,    6.996385
3691.205513,    7.032664
3710.650053,    7.068943
3730.094593,    7.105221
3749.539134,    7.141500
3768.983674,    7.177779
3788.428214,    7.214057
3807.872755,    7.250336
3827.367483,    7.286633
3846.887365,    7.322940
3866.407247,    7.359247
3885.927129,    7.395554
3905.447011,    7.431861
3924.966893,    7.468168
3944.486775,    7.504474
3964.006657,    7.540781
3983.526539,    7.577088
4003.046421,    7.613395
4022.617980,    7.649721
4042.215438,    7.686056
4061.812897,    7.722391
4081.410355,    7.758727
4101.007814,    7.795062
4120.605272,    7.831398
4140.202731,    7.867733
4159.800189,    7.904068
4179.397648,    7.940404
4198.995106,    7.976739
4218.646052,    8.013094
4238.323804,    8.049458
4258.001557,    8.085823
4277.679310,    8.122187
4297.357063,    8.158552
4317.034815,    8.194917
4336.712568,    8.231281
4356.390321,    8.267646
4376.068074,    8.304010
4395.745826,    8.340375
4415.478325,    8.376759
4435.238260,    8.413153
4454.998196,    8.449547
4474.758132,    8.485941
4494.518068,    8.522335
4514.278004,    8.558729
4534.037939,    8.595123
4553.797875,    8.631517
4573.557811,    8.667911
4593.317747,    8.704305
4613.134056,    8.740718
4632.978618,    8.777142
4652.823180,    8.813566
4672.667742,    8.849990
4692.512305,    8.886414
4712.356867,    8.922838
4732.201429,    8.959262
4752.045992,    8.995686
4771.890554,    9.032109
4791.735116,    9.068533
4811.637329,    9.104977
4831.568435,    9.141431
4851.499541,    9.177885
4871.430647,    9.214339
4891.361753,    9.250793
4911.292858,    9.287247
4931.223964,    9.323701
4951.155070,    9.360155
4971.086176,    9.396610
4991.017282,    9.433064
5011.006972,    9.469538
5031.026022,    9.506022
5051.045072,    9.542506
5071.064123,    9.578991
5091.083173,    9.615475
5111.102224,    9.651959
5131.121274,    9.688444
5151.140325,    9.724928
5171.159375,    9.761412
5191.178426,    9.797896
5211.257069,    9.834401
5231.365580,    9.870916
5251.474090,    9.907430
5271.582601,    9.943945
5291.691112,    9.980460
5311.799622,   10.016974
5331.908133,   10.053489
5352.016644,   10.090004
5372.125154,   10.126518
5392.233665,   10.163033
5412.403048,   10.199568
5432.602940,   10.236113
5452.802832,   10.272659
5473.002724,   10.309204
5493.202616,   10.345749
5513.402508,   10.382294
5533.602400,   10.418840
5553.802293,   10.455385
5574.002185,   10.491930
5594.202077,   10.528475
5614.463753,   10.565041
5634.756394,   10.601617
5655.049035,   10.638193
5675.341677,   10.674769
5695.634318,   10.711345
5715.926960,   10.747920
5736.219601,   10.784496
5756.512243,   10.821072
5776.804884,   10.857648
5797.097525,   10.894224
5817.452784,   10.930820
5837.839426,   10.967427
5858.226068,   11.004033
5878.612710,   11.040640
5898.999352,   11.077246
5919.385994,   11.113853
5939.772636,   11.150459
5960.159278,   11.187066
5980.545920,   11.223672
6000.932561,   11.260279
6021.382248,   11.296905
6041.863531,   11.333542
6062.344815,   11.370179
6082.826098,   11.406816
6103.307382,   11.443453
6123.788665,   11.480090
6144.269949,   11.516727
6164.751232,   11.553364
6185.232516,   11.590001
6205.713799,   11.626638
6226.258585,   11.663295
6246.835199,   11.699962
6267.411812,   11.736629
6287.988425,   11.773296
6308.565038,   11.809964
6329.141652,   11.846631
6349.718265,   11.883298
6370.294878,   11.919965
6390.871491,   11.956632
6411.448105,   11.993299
6432.088956,   12.029987
6452.762002,   12.066684
6473.435048,   12.103381
6494.108094,   12.140079
6514.781140,   12.176776
6535.454186,   12.213473
6556.127232,   12.250171
6576.800278,   12.286868
6597.473324,   12.323565
6618.146370,   12.360263
6638.883751,   12.396980
6659.653375,   12.433707
6680.422999,   12.470434
6701.192624,   12.507162
6721.962248,   12.543889
6742.731872,   12.580616
6763.501497,   12.617343
6784.271121,   12.654070
6805.040745,   12.690797
6825.810370,   12.727525
6846.644518,   12.764271
6867.511006,   12.801028
6888.377494,   12.837785
6909.243982,   12.874542
6930.110470,   12.911298
6950.976958,   12.948055
6971.843446,   12.984812
6992.709934,   13.021568
7013.576422,   13.058325
7034.442910,   13.095082
7055.374214,   13.131858
7076.338003,   13.168644
7097.301792,   13.205430
7118.265581,   13.242216
7139.229370,   13.279002
7160.193159,   13.315788
7181.156949,   13.352574
7202.120738,   13.389360
7223.084527,   13.426146
7244.048316,   13.462932
7265.074651,   13.499736
7286.132334,   13.536550
